,ch1,ch2,ch3,ch4
0,-9.98,-9.1,-9.33,-9.53
1,-8.99,-8.78,-6.04,-4.02
2,-7.42,-7.12,-1.59,0.36
3,1.24,-0.56,3.8,-1.61
4,9.62,6.58,7.04,-4.56
5,9.46,9.91,8.64,-1.66
6,2.47,8.42,6.33,4.7
7,-1.16,3.47,3.03,6.33
8,-3.02,-3.34,-1.3,-0.83
9,-5.76,-5.78,-4.42,-6.63
10,-0.5,0.41,-1.21,-2.6
11,6.17,5.61,-1.01,3.01
12,7.79,6.31,-1.14,2.33
13,2.33,1.85,1.5,-4.81
14,-6.04,-6.68,-2.02,-5.92
15,-4.0,-6.35,-3.18,3.01
16,1.3,-0.46,-0.4,5.63
17,-1.09,-0.37,-2.97,2.69
18,-4.76,-3.44,-5.75,-2.5
19,-0.47,-2.52,-2.04,-4.42
20,6.24,2.04,2.77,-0.81
21,3.19,2.55,2.86,-4.29
22,-2.27,1.71,3.99,-4.03
23,-3.94,-0.14,2.27,3.5
24,-1.61,-2.81,-1.02,7.24
25,3.95,0.07,2.92,4.46
26,5.26,3.81,4.85,-0.47
27,6.67,6.17,3.96,0.51
28,4.81,3.82,1.26,0.66
29,-0.65,-1.1,-2.19,-0.1
30,0.14,0.51,0.24,1.95
31,3.44,3.48,4.16,1.39
32,5.83,3.11,6.11,1.81
33,2.58,-0.88,1.61,1.03
34,-3.84,-3.92,-4.73,-4.16
35,-4.43,-2.24,-3.61,-5.28
36,-4.23,-3.35,-3.06,-3.14
37,-3.7,-4.52,-1.43,0.89
38,-0.5,-2.01,2.33,4.07
39,0.97,0.06,0.54,2.23
40,1.72,1.73,-0.93,0.6
41,-1.58,-1.73,-2.55,-1.87
42,-7.07,-6.41,-5.83,-3.8
43,-9.02,-5.48,-7.61,-3.88
44,-8.35,-3.06,-6.97,-3.43
45,-1.97,0.3,-0.91,1.07
46,4.37,2.47,5.18,4.13
47,6.12,2.05,4.67,1.28
48,7.68,2.16,-0.53,1.35
49,9.29,4.77,-1.17,9.09
50,8.2,7.18,4.56,11.91
51,2.72,4.46,5.71,6.13
52,-0.9,1.62,2.12,2.46
53,-3.26,-0.73,-1.99,-1.44
54,-5.43,-4.16,-4.87,-5.35
55,-2.72,-2.51,-2.41,-3.7
56,-0.03,1.94,3.31,0.68
57,0.93,5.18,8.56,6.4
58,-1.37,2.74,3.93,3.8
59,-5.21,-7.91,-6.29,-7.09
