,ch1,ch2,ch3,ch4
0,3.74,3.76,-0.57,-0.67
1,8.47,7.65,-1.13,-3.04
2,6.62,7.35,0.06,-1.43
3,4.32,5.5,3.94,3.7
4,4.55,2.78,4.49,6.13
5,6.0,2.74,6.25,3.63
6,-0.09,-0.54,2.96,-2.12
7,-6.06,-3.88,-2.0,-2.13
8,-6.88,-4.11,-2.04,-5.12
9,-3.22,-1.41,2.37,-7.46
10,5.7,4.57,7.24,2.48
11,6.95,4.51,3.05,7.68
12,0.14,0.86,-2.45,3.15
13,-8.0,-3.8,-4.16,-3.09
14,-6.59,-5.18,-2.33,-3.25
15,7.0,0.66,3.26,4.89
16,12.54,3.02,1.5,7.05
17,13.12,6.02,-0.51,5.0
18,13.15,9.6,2.62,4.83
19,5.71,4.08,2.46,2.95
20,-1.12,-3.88,-1.81,-0.65
21,-4.41,-6.83,-6.58,-6.71
22,-2.01,-2.82,-3.02,-10.02
23,-0.53,0.83,2.74,-2.13
24,-3.11,0.73,4.8,13.76
25,2.58,3.41,6.86,16.04
26,10.11,7.2,6.22,3.24
27,10.2,10.7,5.98,-2.32
28,-0.28,7.75,2.76,-2.34
29,-11.35,-2.15,-1.05,-2.89
30,-9.59,-7.87,-0.31,-1.43
31,-1.76,-3.74,0.35,1.04
32,7.09,8.33,4.65,4.87
33,6.1,10.1,3.37,-1.01
34,-2.2,1.09,-2.96,-9.46
35,-3.1,-1.02,-0.48,-4.93
36,-3.01,-0.98,2.17,-0.86
37,-2.49,1.36,4.26,1.74
38,-7.05,2.68,3.73,-1.59
39,-20.87,-8.04,-5.02,-22.0
40,-25.37,-15.49,-8.31,-40.14
41,-14.71,-7.87,-2.41,-31.71
42,-0.34,2.72,2.36,0.5
43,3.77,5.45,-2.84,20.81
44,-1.02,7.0,-7.4,17.53
45,-3.59,7.49,-4.89,9.14
46,2.42,8.07,-2.64,9.31
47,13.05,14.82,3.97,18.79
48,7.05,12.11,4.14,16.77
49,-7.73,1.17,-4.61,5.99
50,-9.73,-8.72,-8.64,1.02
51,-0.87,-12.16,-5.85,-1.49
52,14.39,1.67,5.72,-1.82
53,14.23,8.2,9.24,-7.79
54,0.72,-3.14,1.66,-14.07
55,-1.96,-9.66,0.16,-13.04
56,-3.95,-9.36,-1.34,-15.84
57,-8.32,-9.16,-3.66,-12.92
58,-12.03,-13.06,-6.9,-3.72
59,-17.29,-15.22,-10.35,-2.21
60,-12.52,-7.55,-4.45,-6.99
61,-0.04,-0.2,1.11,-9.89
62,10.25,2.75,1.3,-0.82
63,13.11,3.2,0.51,4.42
64,3.57,-2.03,-2.14,-4.6
