,ch1,ch2,ch3,ch4
0,-4.86,1.3,0.53,-7.7
1,-8.97,-1.69,-5.77,-3.01
2,-4.1,-1.95,-5.29,-0.94
3,0.78,1.73,-0.47,0.14
4,3.16,4.79,1.5,4.88
5,-0.68,2.11,-2.24,0.46
6,-7.38,-2.9,-3.05,-6.25
7,-8.45,-4.79,-0.13,-5.18
8,-4.5,-5.24,-2.02,-3.92
9,0.36,-6.11,-3.84,-2.1
10,1.51,-2.87,0.4,-2.0
11,3.43,5.19,5.75,0.52
12,6.34,7.35,5.14,8.98
13,7.31,6.88,3.86,14.88
14,10.7,10.84,7.58,18.18
15,11.93,9.46,7.56,19.28
16,8.46,4.81,3.59,17.09
17,2.07,1.29,0.71,6.87
18,-2.26,-2.92,-2.09,-3.04
19,1.1,-2.09,-4.38,-2.2
20,0.29,-2.67,-9.81,0.42
21,-7.99,-5.68,-14.61,2.15
22,-9.18,-1.7,-11.29,-0.85
23,-3.63,1.0,-3.13,-6.29
24,1.66,-1.26,3.44,-2.87
25,2.27,-2.21,-1.2,-2.52
26,-3.47,-5.43,-9.37,-9.54
27,-5.88,-7.03,-4.39,-9.39
28,-1.89,1.92,3.87,-3.62
29,2.85,9.09,4.2,-0.29
30,4.51,5.17,1.48,-0.32
31,8.58,6.26,5.14,5.33
32,12.42,11.43,10.77,13.33
33,5.13,7.19,8.06,8.17
34,-3.45,0.65,3.03,-4.62
35,-2.91,-1.7,1.09,-10.3
36,1.47,-1.0,0.83,-3.26
37,3.47,-0.01,2.02,4.19
38,2.78,-1.49,1.25,0.22
39,0.41,-3.32,-1.07,-4.92
40,-4.94,-3.86,1.33,-5.83
41,-8.28,-2.24,4.47,-5.0
42,-4.04,1.55,3.49,-2.88
43,0.96,3.46,3.36,-1.92
44,0.61,1.39,4.48,0.01
45,-3.82,-2.9,2.38,1.64
46,-5.6,-4.88,-1.41,0.73
47,-3.01,-3.33,-5.01,-3.57
48,-0.75,-1.3,-5.02,-8.73
49,2.02,1.85,-1.14,-6.13
50,3.03,2.62,-1.19,1.1
51,0.83,-0.8,-0.97,1.82
52,-3.2,-3.19,0.47,-5.73
53,-4.88,-3.34,-3.64,-9.54
54,0.23,-2.06,-6.63,-2.93
55,2.6,-0.57,-5.53,4.27
56,-3.13,-0.69,-6.65,5.56
57,-8.45,-1.79,-7.92,0.29
58,-6.65,1.19,-1.01,-1.37
59,0.95,5.19,8.17,5.12
60,4.51,1.73,5.91,3.74
61,1.0,-3.11,-1.15,-1.68
62,-3.13,-3.87,-2.97,-1.52
63,-1.39,-2.87,-3.57,2.41
64,6.09,1.76,-0.58,9.39
65,7.63,6.23,6.36,7.71
66,5.62,8.41,5.32,2.31
67,5.85,8.84,-2.69,4.75
68,1.31,1.15,-3.06,4.44
69,-2.82,-7.94,3.28,0.02
70,-0.16,-2.68,8.88,-1.98
71,4.38,11.02,14.84,-0.11
72,2.11,11.2,11.05,1.87
73,-3.23,0.46,-0.54,0.09
74,-5.98,-5.16,-5.92,-2.84
75,-8.6,-6.96,-8.39,-4.49
76,-6.24,-5.66,-6.45,-5.6
77,-3.18,-0.52,-2.01,-8.88
78,-2.84,3.05,-3.41,-6.92
79,0.82,2.03,-7.96,2.64
80,1.26,-4.5,-8.05,5.82
81,-0.45,-6.19,2.02,2.12
82,-1.36,-0.13,11.38,-1.2
83,-8.5,1.77,10.32,-9.95
84,-11.52,4.08,5.15,-21.85
85,-2.13,12.38,2.28,-15.95
86,0.48,18.1,2.97,-0.12
87,-5.39,18.51,3.15,-2.33
88,5.65,22.57,1.11,-6.73
89,22.69,33.29,4.82,5.57
90,18.6,37.98,16.65,15.62
91,6.04,29.81,23.64,12.9
92,6.49,20.63,13.88,2.47
93,9.51,17.52,-7.44,-9.29
94,-1.22,9.21,-13.16,-12.62
95,-15.22,-10.28,4.07,-15.04
96,-14.62,-13.97,12.79,-17.78
97,-12.73,0.24,-2.82,-16.97
98,-19.4,-14.01,-16.9,-21.3
99,-11.52,-36.54,-5.64,-25.35
100,13.11,-12.31,12.88,-27.09
101,24.43,21.19,6.49,-42.74
102,2.16,-2.13,-20.29,-59.5
103,-25.4,-49.72,-23.3,-23.03
104,-21.93,-34.78,0.58,15.84
105,-5.56,-5.67,0.68,-15.66
106,-23.12,-25.43,-22.12,-29.25
107,-52.4,-36.02,-35.17,14.06
108,-39.36,-7.76,-18.39,13.61
109,-5.5,16.04,1.63,-19.52
110,6.58,-30.03,-31.36,27.68
111,-15.99,-75.44,-75.12,145.89
112,-43.15,-45.46,-64.34,190.46
113,-44.68,-18.88,-14.62,115.0
114,-26.17,-41.85,-5.1,73.69
115,-25.67,-90.64,-54.57,77.5
116,-41.76,-149.47,-80.32,15.89
117,-27.47,-163.4,-54.93,-57.33
118,20.75,-57.61,-15.3,-62.49
119,81.37,100.05,18.46,-44.42
120,89.86,126.24,29.95,-51.44
121,54.66,45.81,-0.59,-25.52
122,31.33,18.95,-25.57,24.73
123,18.19,37.27,13.61,4.92
124,34.21,76.51,64.86,-58.84
125,45.84,76.48,34.3,-56.99
126,33.44,58.29,-36.55,-1.26
127,14.56,71.48,-21.36,21.84
128,-13.35,42.07,70.3,23.93
129,-17.77,25.36,116.58,26.36
130,-6.93,21.03,67.44,2.87
131,2.45,47.5,25.41,-45.67
132,27.09,167.72,60.81,-54.37
133,29.07,209.34,97.43,-16.26
134,-2.78,102.5,98.15,-17.03
135,-6.62,-5.16,72.97,-29.48
136,17.02,-48.51,13.38,2.22
137,17.39,-58.2,-25.3,28.69
138,-12.66,-69.86,0.24,17.97
139,-32.33,-84.9,21.89,1.06
140,-11.65,-85.28,-5.07,2.12
141,12.76,-90.35,-37.12,15.78
142,4.33,-111.16,-46.43,21.82
143,-5.58,-98.88,-43.73,13.35
144,5.53,-58.45,-36.74,0.88
145,13.62,-47.49,-28.94,-7.93
146,16.24,-40.18,-16.29,-2.07
147,16.58,-12.43,-1.62,5.69
148,2.04,-8.62,-6.89,-3.16
149,-6.15,-13.05,-13.96,-6.59
150,10.66,16.91,-1.6,3.58
151,23.17,38.42,-0.03,4.81
152,13.74,21.84,-7.79,-1.1
153,2.17,13.88,4.63,-2.03
154,1.8,24.4,19.21,-0.28
