,ch1,ch2,ch3,ch4
0,-4.75,0.07,3.0,-0.57
1,0.07,2.15,1.24,2.6
2,1.21,3.4,1.45,1.51
3,4.68,4.45,4.19,-0.34
4,7.62,4.12,5.84,3.22
5,5.38,4.09,2.28,7.57
6,4.78,7.03,-1.95,5.24
7,6.0,9.37,5.34,-3.17
8,2.08,3.42,13.79,-8.76
9,-3.27,-3.68,9.6,-1.56
10,-2.95,-1.3,2.94,7.15
11,1.06,5.17,2.77,5.53
12,4.76,7.43,5.02,1.65
13,2.98,3.42,-1.31,-3.21
14,-2.21,-0.57,-9.73,-7.16
15,-3.14,-0.37,-9.12,-1.57
16,-2.27,-0.39,-4.34,5.57
17,-0.0,-1.8,1.33,4.19
18,-2.31,-4.99,-1.84,-4.62
19,-7.52,-5.17,-10.08,-8.86
20,-4.48,-1.56,-11.72,-1.59
21,-3.57,-3.14,-7.03,2.48
22,-5.61,-3.14,5.31,0.59
23,1.56,4.75,11.88,3.39
24,12.31,10.77,8.12,9.69
25,12.78,10.01,5.05,11.16
26,4.85,6.26,3.0,8.88
27,0.07,4.58,1.5,7.59
28,-0.01,7.52,0.19,5.27
29,3.05,12.85,4.15,6.47
30,5.53,13.22,11.49,7.68
31,7.76,9.2,11.49,2.88
32,11.6,9.62,9.35,2.7
33,4.92,9.68,7.44,5.56
34,-10.29,5.01,2.85,0.87
35,-14.42,3.85,-0.1,-6.63
36,-3.07,7.11,2.07,-6.37
37,8.11,7.99,4.56,-0.52
38,7.3,4.17,1.09,0.27
39,0.61,1.04,1.83,-2.49
40,-5.85,0.54,4.76,-2.86
41,-7.75,0.5,-0.76,0.26
42,-3.72,1.02,-5.36,3.06
43,0.02,2.63,-3.23,-0.82
44,0.03,2.95,0.4,-6.22
45,-2.5,-2.21,0.25,-7.33
46,0.68,-5.74,-2.69,-5.45
47,9.95,-0.29,-2.94,1.27
48,13.98,6.63,-0.38,8.58
49,5.51,1.79,-1.93,3.85
50,-8.09,-9.68,-4.75,-6.37
51,-9.47,-12.34,-2.28,-5.41
52,-1.58,-10.9,-2.99,-2.29
53,1.86,-12.37,-10.45,-5.77
54,-0.09,-13.67,-12.73,-4.3
55,-1.07,-5.89,-1.03,2.5
56,4.74,18.84,19.46,-3.42
57,14.01,33.44,29.88,-25.59
58,14.29,5.44,8.8,-43.17
59,7.32,-26.67,-18.79,-48.88
60,-1.63,-23.23,-16.81,-46.61
61,-10.15,0.08,-1.59,-62.86
62,-4.99,19.63,17.64,-106.55
