,ch1,ch2,ch3,ch4
0,-6.78,0.72,-2.37,-6.29
1,-0.86,3.75,-0.62,-2.17
2,2.13,2.76,-0.67,-3.94
3,-4.11,-3.45,-3.81,-3.21
4,-8.58,-7.06,-5.53,0.93
5,-6.44,-5.62,-3.15,0.44
6,-1.71,-0.93,-0.19,0.46
7,1.82,1.99,1.46,0.31
8,1.42,-2.24,0.68,-4.79
9,-0.39,-5.92,-1.6,-8.36
10,0.91,-4.43,-2.64,-4.04
11,5.24,-2.95,-2.03,3.64
12,3.86,-4.74,-3.11,0.75
13,-3.78,-9.0,-6.09,-10.1
14,-9.04,-9.85,-5.95,-10.81
15,-9.52,-7.2,-3.48,-5.04
16,-7.29,-6.82,-2.22,-6.18
17,-7.74,-7.18,-3.82,-7.16
18,-8.96,-7.04,-5.72,-4.02
19,-4.26,-4.43,-3.09,-3.81
20,1.47,-0.51,0.86,-2.77
21,0.73,0.7,2.87,5.42
22,-3.58,0.2,2.73,8.48
23,-3.78,-3.46,0.56,2.49
24,-0.06,-4.12,-1.53,2.14
25,4.6,1.9,-1.15,4.44
26,7.82,4.19,0.07,0.8
27,5.77,-0.03,-1.76,-1.58
28,0.25,-5.96,-3.96,-0.4
29,-0.94,-5.82,-1.97,4.04
30,2.88,-1.64,0.84,9.11
31,2.18,-5.11,-1.31,5.72
32,-4.81,-11.34,-4.99,0.06
33,-11.69,-14.26,-5.72,-5.84
34,-13.31,-12.73,-5.14,-9.77
35,-7.24,-7.6,-3.09,-7.69
36,0.62,-1.52,2.0,-2.98
37,2.3,6.09,7.46,4.56
38,-0.9,6.29,7.55,1.94
39,-2.57,1.22,3.27,-2.15
40,-0.46,1.79,0.57,2.45
41,1.33,7.04,-0.13,-3.01
42,1.12,12.52,-2.17,-8.85
43,2.51,11.91,-5.87,-3.11
44,4.75,10.39,-4.21,-0.6
45,1.0,8.67,4.17,-2.0
46,-4.12,5.73,11.01,2.38
47,2.83,15.09,14.44,8.84
48,14.32,24.78,15.51,10.16
49,15.72,18.33,12.6,8.11
50,9.22,6.66,6.23,0.11
51,3.38,6.04,0.82,-6.7
52,0.35,12.39,-0.47,-3.11
53,-0.03,9.83,-0.91,-2.76
54,4.96,6.03,-2.99,-1.89
55,8.87,7.28,-4.81,4.94
56,3.72,4.63,-2.19,7.95
57,-1.64,1.36,3.83,6.05
58,-0.86,0.73,6.24,0.6
59,-2.24,-1.16,4.48,-2.01
60,-6.73,-4.37,2.12,0.03
61,-7.48,-6.66,-0.52,-1.33
62,-2.71,-3.33,-5.85,-4.97
63,1.68,3.77,-8.2,-3.37
64,3.82,8.52,2.3,-0.0
65,11.54,12.71,13.03,-1.01
66,18.08,17.41,9.34,-7.41
67,12.06,18.78,6.99,-7.91
68,1.66,14.36,14.22,3.37
69,-2.83,9.04,16.46,2.15
70,-1.11,5.18,12.45,-6.83
71,4.36,5.39,9.19,-10.94
72,12.02,19.99,7.86,-23.07
73,16.48,27.88,1.28,-21.11
74,8.78,9.32,-13.98,-24.77
75,-8.12,-13.05,-17.63,-28.62
76,-10.38,-13.98,0.64,-4.99
77,2.59,3.22,17.62,-49.99
78,-13.84,-4.41,9.75,-77.19
79,-39.7,-18.31,-6.73,38.1
80,-30.9,17.22,-5.85,110.31
81,-20.34,40.28,-3.82,53.45
82,-10.07,2.2,-7.35,-8.65
83,-6.17,-10.47,5.94,-16.7
84,-20.21,35.28,26.43,34.6
85,-9.86,41.62,18.57,54.9
86,-1.2,-25.92,-16.83,-19.47
87,-35.44,-74.88,-40.49,-28.43
88,-69.81,-62.97,-49.09,64.07
89,-51.52,-45.0,-75.14,114.35
90,-8.57,-103.49,-104.67,91.64
91,-3.63,-194.74,-105.51,36.44
92,-12.93,-115.63,-62.78,-12.89
93,14.15,54.2,-2.0,-24.14
94,66.61,95.92,18.97,-10.08
95,94.8,111.99,31.75,-5.25
96,74.68,164.99,42.14,-19.82
97,48.88,159.9,13.51,-44.55
98,35.22,135.55,15.88,-37.93
99,1.9,144.12,52.39,6.84
100,-28.04,132.43,45.16,34.01
101,-21.31,66.61,8.47,16.22
102,-8.11,3.48,-12.46,-22.96
103,-12.42,-0.45,-3.36,-45.59
104,-14.72,23.69,27.73,-31.25
105,-11.5,-4.56,37.91,-15.35
106,-14.93,-90.78,14.7,-29.63
107,-4.56,-101.84,-1.03,-34.96
108,14.95,-34.54,9.14,-19.43
109,-0.18,-39.42,31.73,-14.82
110,-28.52,-120.45,43.08,-16.68
111,-18.13,-164.42,26.29,-15.62
112,11.17,-138.74,5.1,-20.23
113,20.92,-104.92,7.24,-21.22
