,ch1,ch2,ch3,ch4
0,-22.68,-14.9,-12.26,-7.99
1,-12.77,-9.81,-9.61,-9.52
2,-10.81,-9.14,-9.95,-10.43
3,-14.03,-11.3,-11.41,-10.63
4,-16.16,-13.37,-13.44,-11.43
5,-11.65,-10.69,-10.79,-7.68
6,-11.6,-7.64,-7.42,-5.41
7,-16.07,-8.19,-6.68,-6.03
8,-6.27,-4.42,-1.27,1.26
9,11.74,5.71,5.76,8.43
10,24.64,14.35,11.13,15.08
11,23.87,13.8,10.22,17.38
12,18.79,13.21,7.84,11.84
13,19.29,16.31,10.89,8.7
14,12.34,12.39,10.76,4.79
15,3.23,6.67,8.36,-0.44
16,-0.81,3.01,3.74,-2.81
17,0.44,2.42,1.62,5.03
18,8.17,7.19,5.8,12.71
19,8.03,8.53,2.9,2.1
20,2.33,6.35,-1.15,-6.08
21,0.46,3.95,-0.26,-3.31
22,1.22,1.01,1.14,-1.65
23,6.55,2.49,3.78,2.12
24,14.27,8.19,4.41,7.06
25,19.68,12.75,6.27,11.17
26,12.09,8.43,4.88,7.65
27,-0.47,0.99,1.57,-0.14
28,-0.36,3.01,4.98,-0.49
29,4.48,6.03,4.31,0.64
30,7.06,3.94,1.07,0.11
31,3.16,0.63,1.04,-2.92
32,-3.09,-3.35,0.44,-4.34
33,-4.86,-5.8,-0.7,-3.88
34,-5.38,-4.45,-0.91,-4.28
35,2.65,1.03,4.54,4.31
36,8.29,3.08,6.68,8.57
37,4.15,0.55,2.57,-1.26
38,1.61,-0.01,0.21,-8.13
39,-2.13,-2.42,-4.35,-4.72
40,-3.36,-3.3,-5.54,4.04
41,-3.86,-0.58,-3.89,3.4
42,-5.54,0.14,-6.17,-3.66
43,-3.49,0.63,-6.81,-5.22
44,2.06,3.6,-2.01,-2.19
45,8.69,6.71,5.86,4.11
46,0.57,0.57,3.84,0.61
47,-12.95,-8.61,-4.02,-5.72
48,-10.27,-6.02,-3.22,-0.82
49,-1.79,-0.99,-1.09,1.03
50,5.34,-0.4,1.39,0.46
51,4.29,-2.85,1.85,3.02
52,-5.23,-5.34,-1.86,1.52
53,-3.91,0.24,0.86,-2.72
54,2.39,3.59,2.66,-2.8
55,2.44,1.17,-1.02,1.44
56,3.34,0.11,-4.67,-0.86
57,11.19,1.42,-2.09,-0.54
58,13.14,4.41,3.81,9.8
59,2.85,4.18,2.41,13.08
60,4.42,7.15,3.9,13.7
61,13.06,9.45,4.66,9.89
62,14.68,8.1,3.14,3.11
63,15.69,12.65,9.4,5.82
64,3.97,9.99,5.73,-0.89
65,-14.6,-2.9,-5.81,-13.12
66,-17.75,-8.62,-7.21,-13.58
67,-20.74,-8.56,-6.41,-10.06
68,-30.2,-10.67,-9.67,-9.52
69,-17.18,-4.4,-2.85,-8.36
70,13.78,12.09,12.97,-0.45
71,21.89,19.63,15.73,1.95
72,6.94,16.03,10.15,2.41
73,-3.93,5.7,3.82,11.85
74,-9.62,-4.96,-3.27,5.68
75,-9.94,-0.92,-0.65,-17.42
76,-7.53,7.42,0.04,-26.17
77,-11.41,4.57,-6.04,-10.52
78,-11.21,-5.66,-6.93,8.12
79,-8.11,-7.41,-0.72,8.52
80,-8.76,7.5,10.96,-5.65
81,-4.28,18.27,13.82,-24.85
82,2.84,13.86,10.38,-46.36
83,7.16,6.92,8.92,-47.74
84,7.64,6.69,1.05,-14.42
85,-1.09,2.1,-8.57,21.1
86,-10.74,-9.45,-11.61,7.42
87,-8.4,-3.1,-1.16,-93.32
88,-1.47,1.55,4.63,-139.9
89,-8.46,-22.27,-11.27,-13.2
90,-23.78,-25.85,-19.06,85.89
91,-30.21,-0.16,-8.19,27.17
92,-27.27,-10.84,-9.28,-33.81
93,-24.03,-71.48,-35.94,61.68
94,-22.84,-91.5,-59.04,226.41
95,-11.41,-49.0,-42.21,254.37
96,1.6,-32.75,0.58,131.3
97,9.93,-30.23,13.53,0.86
98,10.2,-2.63,-5.96,-54.21
99,3.57,14.8,-1.09,-55.81
100,12.01,-22.51,22.19,-32.8
101,24.68,-53.93,9.81,-11.09
102,38.62,-2.65,-20.47,-32.72
103,68.91,34.33,-17.5,-75.25
104,82.91,44.24,9.72,-70.21
105,65.08,78.24,34.66,-10.53
106,32.85,65.41,25.35,39.8
107,4.78,47.07,-6.75,45.68
108,-4.54,88.47,-10.12,6.51
109,-13.6,159.68,-10.59,-70.65
110,-28.84,141.47,-32.5,-116.59
111,-57.61,-1.78,-52.82,-72.79
112,-68.99,-22.45,-37.35,62.29
113,-51.14,81.68,13.6,140.72
114,-44.28,97.74,40.04,68.08
115,-29.52,46.3,21.75,-5.25
116,-13.01,28.97,-0.65,-30.77
117,-1.73,78.45,27.46,-57.82
118,24.39,125.69,86.59,-85.56
119,25.59,98.89,91.29,-67.4
120,6.51,0.31,23.23,24.98
121,15.72,-86.64,-55.34,76.34
122,18.83,-92.39,-41.98,27.27
123,2.87,-36.55,51.18,-25.91
124,11.09,7.43,91.86,-33.68
125,35.82,-18.24,55.95,-17.65
126,32.61,-72.96,0.38,1.65
127,5.83,-93.96,-26.51,5.55
128,2.17,-95.68,-11.41,-2.98
129,23.09,-99.76,-4.73,-15.26
130,34.31,-73.84,-12.34,0.73
131,20.63,-66.87,-14.21,56.79
132,6.32,-103.82,-18.95,70.63
133,2.26,-113.71,-15.06,17.79
134,-7.76,-102.79,-9.93,-20.53
135,-5.02,-98.98,-19.49,-17.43
136,6.27,-92.27,-28.48,0.85
137,2.54,-76.1,-15.52,27.46
