,ch1,ch2,ch3,ch4
0,18.0,8.5,3.27,17.49
1,13.52,5.34,2.06,19.32
2,3.35,-1.32,-1.46,11.38
3,0.2,-1.0,-2.47,6.0
4,7.73,5.54,2.69,20.5
5,3.83,2.47,1.25,21.84
6,-6.85,-3.47,-2.59,3.41
7,-9.45,-2.48,-5.04,-12.49
8,-5.42,2.96,-5.14,-13.94
9,-2.7,6.19,-1.85,-9.84
10,-9.11,-0.73,-4.71,-18.2
11,-6.1,-1.9,0.47,-16.43
12,2.71,2.07,9.45,-2.99
13,-0.37,-2.66,5.94,5.41
14,-7.21,-6.67,-0.35,4.1
15,-11.91,-5.34,-5.13,-2.21
16,-6.67,0.75,-2.24,1.83
17,-1.11,5.89,1.9,-2.44
18,-3.07,5.37,1.26,-9.96
19,-8.86,-0.45,-1.4,-7.9
20,-17.7,-7.89,-8.81,-13.69
21,-10.68,-4.34,-6.39,-8.64
22,-2.04,-1.87,-1.63,3.12
23,-2.8,-4.25,-1.36,0.31
24,3.64,-0.16,2.7,1.16
25,3.13,-1.34,-1.16,4.57
26,-1.25,-3.07,-3.38,4.42
27,0.61,1.12,0.36,2.87
28,1.78,2.36,1.06,-1.44
29,2.32,0.29,2.63,0.02
30,-1.41,-2.91,1.85,3.02
31,-0.45,-0.48,3.17,7.29
32,3.3,3.01,2.78,6.04
33,0.27,1.74,-1.1,-3.09
34,1.4,3.01,4.07,0.1
35,5.79,3.52,7.66,0.28
36,9.09,3.78,4.95,1.71
37,6.75,1.74,0.07,13.95
38,2.51,-2.28,-1.13,14.02
39,3.96,-1.22,2.04,6.57
40,-0.94,-2.33,-3.27,-4.36
41,-4.78,-3.22,-6.92,-4.54
42,-1.16,-3.03,-7.08,7.43
43,3.55,-1.23,-5.97,7.13
44,5.42,2.92,0.31,0.29
45,0.16,0.67,1.85,-3.31
46,1.41,-1.25,4.71,0.02
47,3.28,-3.54,5.56,2.66
48,-0.55,-6.21,2.35,0.86
49,-0.09,-1.59,4.11,-0.82
50,-3.41,0.85,0.25,-7.09
51,-1.62,1.68,-1.34,0.42
52,7.24,4.91,3.1,13.25
53,3.21,1.91,-2.71,0.81
54,-7.56,-3.58,-9.88,-19.33
55,-8.8,-2.59,-5.62,-16.74
56,-0.25,1.04,3.74,7.92
57,2.08,-2.01,2.52,15.05
58,-0.53,-4.4,-2.97,-1.14
59,3.56,1.86,0.56,-9.98
60,3.92,3.63,0.07,-8.57
61,-2.02,-1.94,-4.91,-2.19
62,-9.5,-8.82,-8.57,0.06
63,-10.57,-11.26,-8.6,0.4
64,-3.71,-6.84,-3.59,0.36
65,-3.34,-6.1,-3.67,-8.43
66,-1.32,-5.05,0.1,-7.57
67,2.8,-0.55,4.04,3.89
68,2.16,1.4,0.28,9.9
69,3.53,2.77,3.31,7.64
70,1.33,-0.38,5.91,-2.94
71,-0.59,-5.75,3.59,-5.66
72,-2.94,-6.76,-1.04,-6.25
73,-4.15,-1.22,-3.83,-6.92
74,0.98,5.7,2.77,0.88
75,2.39,7.02,7.7,0.47
76,6.29,12.49,9.22,-0.13
77,6.09,16.68,6.01,0.34
78,-5.61,9.78,-1.38,-4.79
79,-12.53,3.84,-4.47,-5.09
80,-11.97,5.8,-6.45,-5.52
81,-10.63,12.26,-2.78,-6.02
82,-15.26,14.63,3.11,-9.98
83,-11.22,16.82,9.18,-11.43
84,2.28,18.48,14.63,-3.53
85,2.49,10.59,6.37,-1.85
86,-0.29,4.28,-3.1,-3.14
87,-7.46,1.05,-8.73,-8.46
88,-24.88,-3.78,-17.68,-16.46
89,-21.03,1.36,-13.35,-14.57
90,3.12,13.22,3.08,-7.13
91,11.8,18.25,10.74,3.73
92,5.01,15.23,4.21,6.94
93,3.34,10.27,-2.57,0.06
94,7.41,5.56,1.05,-2.3
95,-1.69,-11.18,-2.67,-9.02
96,-27.31,-31.72,-21.75,-16.67
97,-34.06,-35.64,-33.09,-8.75
98,-3.84,-29.05,-19.78,4.81
99,12.63,-22.41,-0.94,12.01
100,-5.13,-15.06,2.76,12.68
101,6.92,5.4,15.55,16.43
102,39.93,21.1,29.73,22.49
103,33.25,8.09,18.84,20.8
104,-3.24,-15.27,1.13,8.73
105,-23.46,-17.05,-4.39,-4.43
106,-2.98,3.2,7.47,1.92
107,22.41,11.05,14.78,12.09
108,28.4,16.65,15.4,5.06
109,27.02,29.24,20.05,0.88
110,32.4,31.91,22.86,9.91
111,43.0,32.31,28.25,17.55
112,38.33,18.21,20.66,14.3
113,36.96,0.85,6.48,6.11
114,53.57,15.11,12.24,5.53
115,48.58,27.39,16.21,11.86
116,1.97,2.39,-1.01,10.07
117,-41.93,-30.17,-22.7,-1.17
118,-41.42,-39.38,-32.09,-7.08
119,-23.58,-28.29,-23.43,-7.55
120,-25.36,-14.69,-10.92,-10.11
121,-34.49,-11.79,-8.49,-8.21
122,-43.44,-27.6,-19.62,-6.07
123,-47.21,-47.24,-31.28,-3.19
124,-21.86,-34.82,-17.58,6.0
125,18.37,6.96,9.17,10.12
126,34.54,29.56,18.9,16.47
127,11.9,12.7,6.37,8.81
128,-12.97,-8.21,-7.51,-9.69
129,-9.18,-10.04,-7.14,-0.05
130,0.98,-2.91,-3.87,10.29
131,2.22,-0.06,-4.21,5.4
132,-4.24,3.42,-0.3,-5.86
133,8.65,21.78,15.55,-23.51
134,44.76,43.18,35.96,-54.29
135,50.89,40.26,34.66,-74.02
136,14.71,7.51,-0.57,-16.99
137,-26.63,-25.03,-39.76,48.07
138,-48.71,-30.43,-37.15,16.36
139,-22.18,-7.78,5.54,-97.35
140,15.89,21.84,38.17,-176.6
141,-10.23,25.48,21.3,-50.89
142,-38.4,-6.18,-30.95,118.27
143,-27.31,-39.38,-45.34,52.05
144,-44.35,-42.87,-7.17,-8.78
145,-71.67,-1.73,15.27,36.7
146,-50.16,23.88,4.26,8.96
147,-20.59,-38.61,-12.65,60.0
148,-14.73,-72.03,-16.94,175.19
149,2.31,-12.38,-34.5,179.68
150,19.19,23.73,-80.94,92.11
151,3.84,8.85,-48.43,-24.2
152,-36.84,-50.54,47.57,-70.62
153,-33.73,-68.23,49.62,-26.41
154,37.1,-43.46,-23.24,-2.87
155,72.69,-98.29,-76.76,-20.75
156,54.29,-87.4,-61.71,-2.78
157,45.76,2.19,-14.69,6.15
158,37.24,69.82,11.44,-41.75
159,43.03,127.8,42.45,-61.71
160,59.68,155.91,53.87,-31.53
161,45.97,137.2,21.08,-37.61
162,21.5,66.6,-7.06,-34.32
163,-4.82,32.43,-3.3,39.74
164,-27.23,43.15,-10.7,56.25
165,-24.24,53.92,-32.48,19.04
166,-3.54,53.5,-22.72,31.11
167,5.87,29.72,-1.24,27.98
168,14.61,21.7,14.97,-25.45
169,14.33,0.23,22.29,-49.36
170,-26.27,-48.87,37.44,-33.44
171,-39.56,-19.78,84.24,-25.71
172,-9.08,70.6,100.39,-15.35
173,0.11,94.3,67.07,-0.6
174,-7.27,38.77,37.74,3.05
175,-19.41,-44.39,17.19,-4.64
176,-26.89,-99.84,-15.87,-17.25
177,-10.45,-101.03,-27.21,-25.23
178,5.31,-66.56,15.14,-28.37
179,0.76,-40.28,50.81,-14.22
180,0.93,-41.59,32.14,4.23
181,14.06,-65.36,-10.38,8.77
182,14.51,-103.0,-34.9,18.5
183,3.71,-92.45,-16.6,30.26
184,7.58,-40.93,1.32,18.35
185,20.56,-14.58,-23.62,-9.01
186,17.92,-23.04,-35.48,-8.2
187,2.9,-43.05,-19.71,11.35
188,-2.29,-42.52,-25.36,13.89
189,-0.02,-23.6,-25.89,10.98
190,0.43,-2.95,4.08,8.94
191,11.38,12.31,-1.74,9.23
192,11.54,3.97,-32.1,4.05
193,-8.84,-11.31,-3.74,-5.69
194,-17.96,-15.82,26.53,-4.65
195,-12.63,-15.89,4.25,-4.09
196,4.44,7.79,-7.9,-1.12
197,18.96,30.93,-2.21,1.49
198,17.42,28.95,-5.45,-1.36
199,11.54,24.21,-1.52,9.43
200,-8.43,7.35,9.18,13.3
201,-22.46,-5.46,10.64,3.95
