,ch1,ch2,ch3,ch4
0,12.35,7.04,10.51,8.92
1,10.69,5.86,7.91,4.6
2,6.73,4.34,3.64,0.51
3,0.36,1.24,-0.55,1.65
4,-8.12,-2.72,-6.02,0.66
5,-16.9,-6.87,-14.65,-4.33
6,-15.85,-8.27,-13.5,-7.39
7,1.79,3.81,2.06,-7.12
8,18.4,20.45,11.58,-1.11
9,13.8,17.58,6.91,3.99
10,2.78,5.89,4.18,7.51
11,-2.03,1.82,4.08,6.36
12,-2.16,4.1,4.69,3.44
13,8.83,11.18,12.2,6.66
14,18.13,13.07,16.29,4.92
15,16.52,10.13,15.47,7.12
16,10.76,6.15,11.47,11.96
17,3.67,0.3,1.19,6.68
18,3.86,1.62,-1.65,5.24
19,4.25,3.78,-0.7,6.33
20,-5.01,-3.56,-7.73,4.39
21,-10.39,-9.84,-11.2,2.96
22,-6.53,-6.29,-5.24,0.96
23,-6.81,-4.51,-2.89,-4.04
24,-15.49,-13.51,-11.37,-14.65
25,-17.61,-17.95,-15.4,-16.78
26,-12.43,-14.03,-12.25,-8.34
27,-11.11,-11.37,-12.04,-2.87
28,-4.67,-2.76,-5.05,5.37
29,3.29,3.84,3.58,6.44
30,-2.9,-2.99,0.87,-10.85
31,-17.5,-14.32,-8.33,-31.65
32,-22.18,-17.26,-11.71,-40.42
33,-12.44,-7.5,-4.39,-26.64
34,-4.22,-1.19,-2.9,-2.06
35,4.74,1.67,-4.97,15.44
36,13.79,4.46,-4.92,20.74
37,7.11,-2.02,-9.85,17.69
38,1.65,-3.46,-7.48,23.57
39,8.79,3.99,1.16,33.84
40,16.32,7.87,6.09,24.38
41,15.19,6.15,5.54,-3.16
42,3.8,-0.32,0.01,-21.28
43,-5.02,-5.58,-2.16,-13.67
44,-10.19,-7.78,-3.47,-3.3
45,-7.81,-4.18,-0.7,-2.24
46,4.89,2.37,7.16,-0.74
47,11.44,3.83,8.43,-2.53
48,6.15,4.39,4.37,-7.1
49,-7.41,-0.68,-3.57,-10.3
50,-10.78,-6.41,-4.99,-4.38
51,-0.53,-2.13,0.28,1.54
52,4.85,1.8,1.66,-1.9
53,1.7,-0.24,2.23,-0.82
54,-10.07,-7.5,-5.2,-3.58
55,-9.59,-7.69,-7.61,-6.46
56,4.42,0.06,2.04,0.2
57,2.14,-1.52,1.82,2.44
58,-4.67,-4.32,-1.46,3.27
59,-3.92,-1.0,1.45,-0.43
60,-1.93,2.74,6.21,-8.05
61,-0.91,1.42,6.09,-9.36
62,-2.38,-2.4,0.61,-3.23
63,-1.33,-0.43,1.42,10.23
64,-0.29,-0.86,1.9,11.93
65,0.82,-4.25,-0.5,-0.6
66,0.76,-4.66,-0.8,-6.73
67,-2.2,-4.25,-2.11,-3.04
68,-3.1,-3.71,-1.88,-0.16
69,-6.07,-5.42,-4.45,-5.36
70,-2.58,-1.72,-3.73,0.64
71,5.86,5.74,1.83,13.3
72,1.44,3.02,-1.93,8.05
73,-7.85,-4.26,-8.9,3.99
74,-12.31,-6.85,-9.71,4.4
75,-8.3,-1.38,-2.73,-1.52
76,-4.64,5.45,0.43,-6.15
77,-7.06,9.16,-1.95,-7.65
78,-0.58,16.2,4.94,-4.15
79,5.69,17.6,11.04,3.3
80,-1.28,10.92,12.19,7.26
81,-9.84,8.75,10.84,-5.62
82,-10.45,13.19,5.82,-17.05
83,-11.13,20.97,6.66,-12.02
84,-14.47,19.02,4.98,-26.22
85,-1.38,11.36,0.68,-40.42
86,17.85,13.32,-0.82,-9.49
87,13.48,11.6,-7.55,19.56
88,0.99,12.44,-1.35,-21.22
89,5.26,24.08,26.0,-99.97
90,23.53,38.43,42.43,-117.49
91,22.23,18.16,13.17,-45.09
92,-23.36,-35.83,-28.91,18.22
93,-57.68,-38.93,-20.31,26.31
94,-46.89,-15.18,7.92,60.99
95,-38.34,-27.37,0.2,96.66
96,-36.58,-33.71,-26.94,64.36
97,-24.29,-18.86,-32.78,18.88
98,-16.07,-17.53,-36.23,7.94
99,-25.36,-39.23,-50.72,38.09
100,-45.77,-59.35,-33.09,107.14
101,-34.06,-59.7,-0.13,128.28
102,15.04,-85.91,-10.43,70.96
103,26.9,-133.92,-57.79,21.13
104,-13.37,-106.44,-79.08,-9.28
105,-21.86,-56.81,-52.97,-21.29
