,ch1,ch2,ch3,ch4
0,3.65,-2.85,-0.87,4.35
1,6.84,-0.17,2.89,5.99
2,6.04,1.02,2.67,7.5
3,8.35,4.1,4.43,9.22
4,3.98,2.24,2.28,0.04
5,-8.06,-4.03,-4.29,-13.5
6,-16.78,-7.72,-8.56,-15.37
7,-7.8,-2.45,0.42,-1.91
8,5.6,5.16,10.96,0.87
9,10.18,8.91,10.74,-5.6
10,10.87,9.97,6.32,1.31
11,1.64,4.44,-0.54,5.85
12,-7.5,-1.73,-2.57,7.79
13,-9.2,-4.85,-2.65,7.92
14,-1.75,0.9,0.16,3.21
15,11.39,13.05,7.46,6.64
16,10.48,10.13,3.36,3.87
17,5.11,1.02,-0.47,-3.76
18,3.79,-1.68,2.6,-4.03
19,3.88,-3.62,1.74,-2.34
20,4.67,-4.74,-1.48,-1.0
21,-2.77,-7.64,-7.47,-4.61
22,-6.22,-8.57,-9.21,-6.41
23,-2.25,-5.13,-6.11,-4.49
24,1.45,-0.13,-1.93,2.25
25,2.38,3.9,1.74,8.77
26,-5.39,1.48,-2.43,-0.68
27,-8.85,-0.92,-4.36,-8.29
28,-5.87,-1.12,-1.04,-7.02
29,-0.18,-0.27,2.55,-2.37
30,2.46,1.12,5.17,5.05
31,-7.33,-3.46,1.41,2.08
32,-5.16,-1.26,3.95,1.23
33,8.93,7.13,10.78,9.72
34,12.68,7.01,10.27,15.23
35,4.46,1.86,7.67,9.14
36,-12.64,-8.13,0.04,-11.22
37,-19.79,-14.61,-6.24,-27.24
38,-15.89,-11.81,-7.44,-28.76
39,-16.78,-9.51,-9.24,-20.43
40,-19.7,-11.15,-10.34,-11.47
41,-15.09,-11.04,-10.33,-5.07
42,0.57,-1.94,-6.08,9.02
43,11.29,6.04,-2.32,19.1
44,15.57,6.92,-0.1,22.39
45,19.99,7.66,3.9,28.72
46,10.98,4.6,3.48,20.38
47,-2.07,-0.34,1.08,-0.54
48,-5.03,-1.9,-1.18,-11.43
49,0.5,2.11,0.11,-8.73
50,7.1,6.76,5.18,-4.82
51,1.19,1.44,1.75,-8.17
52,-3.32,-0.15,0.36,-8.58
53,3.06,7.48,5.0,-5.45
54,3.92,7.74,2.0,-5.33
55,-2.71,2.59,-3.07,-5.19
56,-9.42,1.03,-4.7,-7.47
57,-7.49,6.36,2.07,-5.73
58,-3.46,12.72,9.98,-3.43
59,-9.43,11.67,6.92,-10.42
60,-8.51,13.73,5.5,-10.18
61,8.09,23.06,11.57,4.9
62,15.78,21.62,13.09,13.55
63,1.25,8.15,3.7,2.02
64,-11.29,4.04,-0.53,-8.46
65,-7.97,8.66,5.8,-6.78
66,-6.16,5.9,5.26,-1.88
67,-2.71,2.09,2.95,8.83
68,5.91,1.28,4.01,12.18
69,9.51,-1.4,3.98,3.93
70,7.22,-8.13,-1.84,-0.91
71,-2.68,-19.55,-15.77,-4.28
72,-9.37,-24.17,-19.3,-1.88
73,-11.19,-19.85,-17.98,1.35
74,-5.49,-9.05,-15.92,-7.76
75,10.83,3.3,5.63,-20.98
76,16.46,4.9,23.84,-18.8
77,5.32,-2.8,15.63,8.97
78,-10.16,-13.69,-9.23,26.31
79,-7.27,-9.56,-28.96,10.62
80,-1.09,-2.16,-32.86,-4.14
81,-15.36,-23.62,-26.32,-21.02
82,-10.52,-36.64,-11.83,-43.25
83,3.12,-12.55,-3.56,-8.54
84,3.12,18.87,-13.48,57.18
85,10.91,22.43,-22.01,71.22
86,-5.22,-9.96,9.56,45.58
87,-25.32,-21.81,54.27,1.28
88,-11.81,5.7,54.23,-47.91
89,7.61,20.9,27.53,-69.7
90,26.78,1.19,6.09,-68.78
91,29.24,-22.54,-7.08,-46.95
92,16.71,26.03,3.31,11.12
93,17.38,86.68,13.16,2.57
94,4.1,40.42,-21.36,-68.82
95,-21.81,-36.55,-57.96,21.96
96,-8.39,-52.23,-49.31,180.1
97,0.49,-26.0,-16.39,160.99
98,-36.55,-19.51,3.93,72.7
99,-48.39,-50.94,1.66,43.71
100,-24.43,-70.27,-17.3,42.08
101,0.81,-42.61,-40.77,48.11
102,4.67,-33.13,-52.69,3.96
103,-17.8,-55.32,-53.15,-64.2
104,-3.72,-28.29,-33.09,-47.01
105,24.48,1.44,-13.44,-26.24
106,16.06,15.77,-18.71,-58.3
107,15.01,72.56,-7.18,-54.85
108,24.11,137.84,16.84,-25.3
109,18.3,113.66,21.55,-15.3
110,10.71,27.47,17.8,-6.86
111,6.44,24.17,16.31,29.16
112,4.68,94.76,28.47,61.09
113,0.69,116.13,37.16,1.49
114,-5.12,57.61,35.9,-75.46
115,1.54,19.44,37.16,-39.59
116,19.56,47.06,36.54,26.8
117,28.54,64.59,31.97,28.95
