,ch1,ch2,ch3,ch4
0,-0.23,4.81,3.11,2.15
1,3.51,6.56,4.84,3.68
2,9.9,7.76,2.89,8.56
3,6.28,1.67,-2.35,7.75
4,-6.34,-8.11,-4.1,-4.4
5,-15.56,-14.03,-1.79,-15.52
6,-14.37,-10.9,0.58,-10.67
7,-5.76,-2.2,-0.16,1.02
8,-4.29,-2.15,-3.95,2.42
9,-15.18,-11.6,-9.44,-8.62
10,-20.71,-14.68,-8.8,-17.23
11,-15.54,-12.01,-3.41,-15.75
12,-9.5,-10.64,-4.33,-12.48
13,-8.52,-8.24,-8.44,-5.63
14,-13.19,-9.12,-10.61,0.81
15,-17.54,-14.3,-11.1,-3.8
16,-14.97,-13.86,-9.83,-7.58
17,-11.2,-8.57,-9.26,-6.82
18,-12.96,-7.92,-9.22,-7.89
19,-19.3,-14.16,-11.17,-11.6
20,-18.94,-16.51,-9.58,-14.99
21,-4.9,-7.86,0.06,-9.11
22,6.49,2.39,3.81,-0.47
23,9.0,6.66,0.83,1.47
24,8.68,3.81,1.48,-0.13
25,12.01,4.41,8.92,6.39
26,20.74,11.89,18.47,17.51
27,19.21,9.92,16.24,17.18
28,7.97,1.98,5.14,13.71
29,0.94,0.07,-1.86,10.04
30,-0.68,2.12,-1.93,0.11
31,2.18,7.5,1.94,-6.63
32,8.12,13.18,6.66,-3.99
33,13.01,11.65,8.4,2.27
34,10.79,5.58,2.94,2.69
35,11.21,8.67,3.65,2.77
36,17.29,15.58,12.17,9.47
37,14.38,12.84,12.82,16.38
38,5.28,4.84,8.01,16.12
39,-5.2,-3.9,0.23,0.98
40,-5.51,-2.66,-2.24,-10.4
41,7.23,7.77,3.66,-1.02
42,7.6,5.09,1.6,4.5
43,-1.87,-4.81,-5.5,-0.4
44,-1.66,-4.55,-7.32,-0.59
45,2.69,1.24,-4.09,7.34
46,4.84,5.66,0.91,6.92
47,-1.25,-0.77,-2.76,-11.09
48,-11.2,-11.9,-9.2,-16.98
49,-7.22,-8.26,-5.47,-4.84
50,3.87,0.19,-1.53,2.73
51,5.5,1.39,-0.87,2.75
52,-2.85,-0.26,-0.04,0.27
53,-4.19,0.37,0.88,2.55
54,7.93,8.84,5.99,7.12
55,15.08,11.31,8.22,5.41
56,13.38,-1.21,2.62,3.91
57,12.34,-4.92,0.29,9.85
58,13.7,7.47,7.6,20.2
59,5.28,12.66,10.89,12.59
60,-18.1,2.63,1.24,-13.14
61,-32.1,-8.42,-6.31,-28.89
62,-20.04,-11.26,-4.21,-26.09
63,-4.26,-4.09,1.35,-13.26
64,-4.98,9.46,4.2,-9.94
65,-8.62,12.0,-5.9,-8.4
66,-8.66,7.14,-13.86,-1.09
67,7.52,7.99,-3.12,6.61
68,28.05,8.96,9.6,12.08
69,17.64,11.32,11.66,4.94
70,-2.61,7.39,-0.86,0.86
71,-18.53,-2.11,-8.8,3.17
72,-26.1,-4.1,0.93,0.51
73,-14.3,2.89,8.25,-7.82
74,-4.27,20.53,5.14,-48.84
75,-0.12,19.1,1.71,-92.42
76,-0.64,-17.0,4.57,-72.16
77,-8.59,-29.28,5.08,-63.87
78,-10.73,2.49,0.26,-102.77
79,-23.43,7.19,-12.26,-59.97
80,-35.48,-13.15,-14.97,24.19
81,-29.46,-4.81,3.15,32.66
82,-25.04,-6.63,0.03,27.19
83,-9.5,-31.46,-25.14,87.35
84,-9.09,-49.98,-32.11,185.6
85,-31.0,-70.49,-23.82,200.43
86,-20.96,-67.21,-18.1,127.96
87,9.61,-26.6,-22.83,79.3
88,23.53,-37.01,-29.61,59.94
89,20.54,-84.81,-29.32,11.75
90,41.81,-44.55,-42.12,-35.62
91,60.54,5.05,-41.25,-27.18
92,29.22,13.88,5.27,-15.16
93,10.62,31.84,54.97,-25.03
94,44.35,48.05,78.08,-22.45
95,87.8,72.31,65.19,-24.67
96,83.81,68.64,28.31,-47.17
97,42.93,77.72,6.72,-79.07
98,10.52,105.52,-12.42,-70.44
99,-6.28,104.63,-29.33,3.51
100,-23.58,87.24,-18.01,49.15
101,-38.48,59.55,-6.31,39.7
102,-31.94,59.74,1.66,27.04
103,-22.85,74.69,7.58,12.17
104,-25.93,84.16,-12.37,-6.46
105,-34.36,91.64,-28.86,-39.22
106,-47.49,71.23,-8.41,-77.76
107,-41.58,18.61,19.68,-60.8
108,-9.29,-8.1,23.02,-9.7
109,7.44,29.92,24.7,3.6
110,-12.11,34.91,43.98,-4.98
111,-35.29,-28.9,48.02,-5.24
112,-30.67,-97.92,18.54,-2.95
113,-13.78,-150.19,-11.38,-6.43
114,-7.18,-142.67,-17.66,-5.27
115,4.18,-89.13,-6.78,6.68
116,24.96,-59.33,8.98,-0.8
117,24.43,-80.71,13.03,-26.17
118,11.1,-106.31,2.15,-19.16
119,13.01,-85.83,-9.53,13.32
120,18.71,-64.81,-14.02,26.37
121,20.61,-71.71,-9.56,20.19
122,30.28,-58.14,6.84,11.21
123,37.97,-21.77,22.39,18.98
124,23.66,-10.11,10.5,38.75
125,13.32,-18.27,-11.53,39.69
126,18.48,-26.07,-7.33,23.04
127,13.76,-24.48,12.63,-3.43
128,10.12,-6.79,23.34,-15.5
129,14.51,8.13,14.49,0.14
130,9.72,16.9,4.35,11.89
131,1.52,22.25,1.03,6.41
132,5.67,23.27,-5.94,-6.88
133,11.13,22.77,3.34,-8.64
134,0.59,8.75,17.99,-3.83
135,-8.45,8.25,13.51,2.44
136,-4.55,33.61,-1.06,11.94
137,-11.56,27.62,-16.07,2.47
138,-20.55,0.78,-17.61,-10.16
139,-10.04,7.74,-11.34,-16.53
140,1.94,21.13,-12.53,-22.77
141,2.36,17.58,-10.39,-4.55
142,-6.75,17.04,-9.35,6.26
143,-15.24,16.94,-21.46,-17.05
144,-10.97,13.38,-32.22,-18.85
145,-3.07,18.51,-14.18,8.18
146,1.24,30.89,26.19,16.51
147,1.73,26.63,34.82,0.23
148,-3.54,10.69,10.38,-8.23
149,-6.72,6.18,-7.49,-5.19
150,-8.32,4.47,-12.87,-11.69
151,-7.31,1.61,-8.45,-15.01
152,0.76,6.42,-0.47,-8.59
153,5.66,10.24,-1.0,-2.9
154,1.93,1.76,-13.92,4.47
155,-3.37,-1.87,-21.5,4.64
156,-6.78,6.29,-6.5,-5.92
157,-7.87,0.81,15.38,-7.6
158,-4.03,-11.67,21.3,-7.57
159,-0.99,-8.51,9.14,-17.22
160,1.4,-3.26,-3.96,1.44
161,0.17,-12.37,-7.4,29.89
162,-4.46,-15.91,-2.36,21.48
163,0.46,-4.07,2.14,10.59
164,4.89,2.93,-1.06,10.54
165,-0.24,-0.3,-2.92,0.88
166,-10.57,-10.35,-8.92,-18.58
167,-18.01,-16.35,-14.66,-27.8
168,-11.25,-11.35,-4.07,-7.73
