,ch1,ch2,ch3,ch4
0,4.27,2.84,-0.81,5.19
1,4.26,3.87,-1.1,5.98
2,-0.03,2.82,0.3,3.62
3,-10.51,-1.37,-2.44,-7.81
4,-12.76,-4.19,-3.4,-11.89
5,-3.8,-0.96,1.33,-7.89
6,-0.21,3.47,1.32,-9.34
7,-0.02,5.86,-0.23,-10.4
8,2.18,6.56,1.99,-6.07
9,5.8,9.32,5.13,2.08
10,4.53,8.65,4.54,4.46
11,-1.75,3.9,2.7,-0.45
12,-7.05,-0.1,0.82,-5.51
13,-9.52,-3.48,-2.03,-6.65
14,-3.42,-1.32,1.71,-0.98
15,-0.77,-1.99,3.64,-3.39
16,-5.91,-5.67,0.93,-10.04
17,-6.73,-3.16,2.53,-6.44
18,-9.4,-3.63,-2.63,-8.44
19,-7.22,-2.37,-7.9,-6.95
20,3.83,4.86,-1.28,5.22
21,8.43,7.89,4.21,7.39
22,3.98,4.65,1.71,4.03
23,-1.53,-1.67,-2.76,5.67
24,-0.71,-3.58,-1.67,8.22
25,-0.86,-4.14,-0.9,0.47
26,-2.19,-5.2,-2.11,-6.86
27,1.94,-0.7,0.55,0.74
28,1.22,1.63,-1.28,5.73
29,-3.18,-2.1,-5.9,3.05
30,-2.36,-4.24,-5.76,0.23
31,3.47,1.91,0.96,0.85
32,9.09,9.35,8.31,6.57
33,6.84,5.83,3.87,5.19
34,2.01,-1.3,-3.38,-2.39
35,-0.91,-3.83,-3.89,-3.25
36,-4.59,-4.09,-1.73,-0.14
37,-6.91,-3.94,-1.49,-3.18
38,-4.9,-2.7,-4.52,-8.64
39,4.44,2.81,-1.78,-2.6
40,7.99,3.96,2.52,4.49
41,2.66,1.15,1.4,3.43
42,1.52,3.01,0.44,2.07
43,0.38,2.15,-1.27,0.12
44,2.05,1.8,2.03,3.16
45,5.32,3.55,7.81,5.05
46,3.7,2.0,7.82,2.12
47,0.6,-1.56,4.02,0.05
48,-4.9,-5.45,-3.75,-4.39
49,-3.65,-3.38,-4.77,-1.07
50,-0.28,-0.09,1.55,2.55
51,-4.22,-2.03,4.15,-4.37
52,-6.32,-4.49,2.23,-8.99
53,-9.14,-6.59,-3.85,-6.12
54,-7.82,-3.57,-4.12,1.88
55,1.7,5.41,2.84,4.2
56,3.81,10.61,3.56,-5.04
57,0.37,10.02,2.31,-12.06
58,2.57,6.94,4.67,-4.76
59,4.73,3.28,2.92,1.7
60,2.36,0.76,-3.05,-4.33
61,5.15,3.41,-1.8,0.84
62,9.32,7.53,2.19,13.72
63,-0.76,2.24,-5.19,7.02
64,-13.39,-9.12,-11.25,-7.18
65,-12.12,-9.8,-7.25,-13.42
66,-5.58,6.17,-2.51,-10.49
67,-0.76,23.1,4.48,2.38
68,-2.13,23.0,10.89,7.44
69,-6.3,10.03,7.42,-4.01
70,0.44,5.92,1.11,-13.29
71,10.5,16.32,5.95,-2.86
72,5.38,20.55,12.6,7.53
73,-5.48,15.0,10.1,-1.12
74,2.12,11.29,9.35,0.4
75,6.78,-0.11,9.66,5.73
76,-6.94,-9.82,6.21,-15.25
77,-7.81,-3.34,2.55,-45.88
78,4.16,5.21,-1.25,-52.86
79,2.97,5.6,-5.18,-31.74
80,-6.43,-3.03,-5.67,-23.39
81,-18.11,-15.44,-12.21,-18.85
82,-22.39,-7.76,-21.83,17.77
83,-13.51,1.24,-7.97,58.89
84,-12.76,-17.49,19.13,31.49
85,-26.03,-36.76,23.91,-52.28
86,-34.27,-38.02,4.24,-82.17
87,-19.84,-11.56,-12.49,-45.1
88,-12.19,-18.38,-21.37,45.09
89,-16.72,-54.46,-36.8,134.66
90,-25.8,-52.88,-48.29,141.09
91,-39.64,-55.91,-40.36,96.64
92,-18.73,-62.7,-34.67,48.89
93,29.17,-61.59,-49.29,37.71
94,46.24,-81.67,-75.43,41.44
95,7.18,-104.68,-59.12,-0.27
96,-19.0,-68.29,17.54,-35.43
97,19.56,15.74,64.73,-20.44
98,58.82,65.32,46.4,-17.39
99,49.89,47.16,5.02,-46.15
100,34.87,13.01,-14.58,-49.13
101,50.27,42.54,6.58,-16.71
102,51.98,95.29,26.83,-12.76
103,27.7,105.03,5.49,-58.42
104,14.82,92.71,-22.13,-57.96
105,-1.28,73.88,-13.92,17.58
106,-22.4,29.66,3.0,48.49
107,-24.9,-1.7,20.91,24.82
108,-14.28,45.56,41.92,12.09
109,-6.85,63.14,11.61,-10.35
110,-28.54,-7.83,-24.21,-28.57
111,-51.29,7.97,29.86,-21.47
112,-20.3,118.04,105.32,-23.13
113,14.61,152.9,112.15,-33.45
114,7.01,93.08,70.22,-36.28
115,-3.78,7.42,11.77,-28.92
116,-2.12,-51.56,-43.24,2.09
117,-7.02,-55.83,-47.22,33.94
118,-13.3,-40.0,3.18,15.39
119,-6.53,-45.6,30.37,-20.46
120,-1.7,-74.54,3.01,-16.35
121,-3.99,-102.43,-39.72,-4.7
122,1.43,-85.42,-52.33,10.4
123,11.79,-33.1,-31.32,42.6
124,17.96,-26.75,-25.53,43.5
125,14.27,-62.71,-34.68,9.35
126,4.61,-48.92,-14.53,-15.27
127,7.34,-8.28,1.75,-10.32
128,25.01,-11.07,-20.4,-1.3
129,29.16,-12.34,-25.32,-13.8
130,9.76,1.49,1.88,-12.33
131,5.12,-10.85,12.59,26.44
132,22.07,-21.55,6.17,54.17
133,19.39,-17.38,10.44,39.34
134,2.15,-17.93,12.91,14.75
135,1.02,-16.14,0.08,10.12
136,4.74,1.81,-1.28,15.26
137,0.73,24.68,7.85,8.85
138,0.16,23.87,3.61,-7.48
139,3.66,1.81,5.18,-8.81
140,1.65,-7.27,18.12,-2.04
141,2.43,12.54,18.82,-4.13
142,11.16,29.97,16.49,-4.96
143,11.64,30.97,21.46,-3.2
144,1.17,23.9,14.09,0.02
145,-9.29,7.22,-1.15,-1.11
146,-10.86,3.34,2.89,-7.99
147,-5.54,16.16,6.21,-9.15
148,-2.99,19.4,-5.19,-3.05
149,0.52,14.34,3.19,8.84
150,5.02,11.79,7.25,14.87
151,1.13,9.95,-12.2,-2.32
152,-6.57,7.29,-10.33,-18.02
153,-10.54,7.59,8.98,-8.5
154,-8.5,9.69,15.4,-3.61
155,-2.32,4.52,8.45,-12.79
156,0.58,-0.93,5.47,-17.34
157,1.02,-0.38,7.41,-19.05
158,3.96,2.27,3.77,-14.69
159,2.56,0.46,-4.21,2.69
160,-7.29,-9.23,-11.17,14.99
161,-10.56,-15.15,-12.95,6.24
162,-4.89,-15.27,-14.85,-3.87
163,-0.92,-10.45,-12.23,0.82
164,1.35,-4.11,-3.51,5.36
165,5.24,-3.95,1.78,6.12
166,9.46,-0.41,6.9,4.38
167,4.7,0.66,8.7,-4.66
168,-4.94,-6.19,1.4,-5.61
169,-2.41,-3.15,-1.77,6.39
170,5.93,6.44,2.34,4.68
171,8.8,11.41,4.34,-4.49
172,10.82,12.05,4.8,8.46
173,6.8,6.23,3.04,16.82
174,-1.55,-1.15,1.33,2.44
175,-2.92,-4.24,0.12,-3.64
176,-3.75,-5.93,-7.3,0.3
177,-11.98,-9.17,-14.79,-4.87
178,-15.12,-5.93,-9.86,-8.47
179,-2.05,7.4,5.18,5.46
180,7.92,12.62,12.07,16.91
181,1.0,6.01,6.79,8.62
182,-6.92,2.82,3.13,0.3
183,-3.59,7.81,6.05,-3.37
184,4.91,16.15,11.59,-5.64
185,8.06,17.21,10.42,0.86
186,6.61,9.19,3.74,5.3
187,5.45,2.41,1.58,-1.95
188,2.46,1.45,1.35,-8.34
189,-0.59,0.68,-0.11,1.76
190,-7.1,-5.67,-4.69,10.53
191,-16.8,-11.06,-12.39,5.2
192,-14.24,-10.27,-14.56,-3.94
193,-6.0,-8.67,-11.54,-14.24
194,-5.54,-7.69,-9.4,-13.49
195,-6.6,-5.45,-7.09,0.54
196,-3.8,-2.85,-2.23,5.63
197,-2.64,-4.33,-0.65,-12.33
198,-10.75,-10.48,-9.21,-27.75
199,-13.59,-12.01,-13.75,-12.32
200,-1.96,-4.53,-4.22,10.07
201,2.45,3.6,3.2,8.63
202,-0.66,4.91,2.04,-1.7
203,3.67,4.38,2.59,0.72
204,7.31,5.82,4.98,6.69
205,3.85,5.05,2.94,5.7
206,4.51,3.85,0.94,5.16
207,2.85,0.54,-2.62,7.41
208,-9.04,-2.99,-8.49,8.62
209,-6.5,-1.12,-2.3,11.68
210,3.14,-4.72,3.43,7.28
211,-6.58,-11.77,-5.86,-6.6
212,-13.57,-8.01,-8.39,-12.51
213,1.79,1.68,4.47,-5.65
214,10.9,4.51,7.88,-0.94
215,-4.06,-0.89,-6.2,-9.88
216,-7.36,-0.62,-5.18,-12.77
217,4.11,1.84,6.23,-4.3
218,-1.17,-3.01,-0.64,-5.69
219,-5.12,-3.19,-5.28,-5.71
220,2.15,-1.6,-1.34,1.91
221,1.06,-1.56,-1.52,-1.89
222,-3.65,2.72,-1.76,-9.5
223,4.47,7.21,1.76,2.73
224,15.61,10.36,8.85,25.49
225,5.08,6.8,9.37,22.9
226,-5.8,-0.24,7.26,4.29
227,-2.62,-4.49,4.92,-11.64
228,-12.27,-9.15,-5.06,-36.13
229,-16.4,-4.38,-3.77,-37.81
230,-2.96,1.77,4.29,-13.8
231,-0.22,-0.27,-1.65,-7.26
232,-2.15,2.53,-8.53,2.46
233,13.67,7.98,0.14,33.42
234,24.1,5.87,7.79,40.46
235,3.19,-1.74,-4.65,17.8
236,-2.88,2.7,-4.1,18.29
237,13.44,7.52,10.25,27.56
238,0.57,-7.19,-2.58,2.87
239,-18.04,-14.09,-17.33,-17.96
240,-9.11,-4.47,-7.16,-11.61
241,0.19,0.57,1.08,-9.54
242,-5.44,-1.49,-6.07,-15.56
243,0.48,1.33,-4.06,-5.91
244,14.98,9.01,10.38,10.82
245,-0.23,1.9,2.18,0.69
246,-16.95,-8.01,-11.61,-14.72
247,-1.89,0.53,1.57,-6.95
248,12.15,10.59,16.1,-0.76
249,4.78,8.32,11.28,-9.3
250,-12.08,0.69,-2.27,-18.8
251,-7.82,4.11,0.61,-2.24
252,11.31,11.53,12.71,20.65
253,2.81,6.92,2.83,8.96
254,-7.34,4.95,-3.08,1.67
255,9.72,8.7,11.02,16.44
256,9.46,4.93,5.41,5.81
257,-7.12,0.79,-9.55,-10.86
258,4.49,2.52,2.44,7.69
259,9.09,-4.69,4.77,10.91
260,-18.8,-17.21,-19.92,-19.2
261,-17.96,-9.25,-15.15,-16.55
262,6.11,2.96,6.52,-1.11
263,-3.37,-3.87,-6.42,-15.42
264,-10.04,-5.56,-14.36,-9.42
265,11.77,3.69,5.38,14.89
266,10.53,3.13,6.21,7.95
267,-6.41,-0.41,-5.03,-1.56
268,3.47,2.26,4.82,10.19
269,9.88,-1.04,8.56,3.53
270,-0.93,-3.57,-4.99,-11.92
271,13.09,8.79,4.43,9.2
272,27.89,11.14,19.45,28.26
273,5.38,0.41,3.6,7.89
274,-4.93,0.31,-3.4,1.47
275,11.63,-2.11,8.43,19.44
276,6.6,-4.59,0.01,14.75
277,-7.32,7.17,-12.79,3.06
278,-0.61,11.87,-4.37,6.91
279,3.05,2.14,1.86,2.46
280,-3.02,0.34,-2.52,-6.16
281,5.38,15.73,6.02,3.47
282,14.79,20.78,13.08,10.89
283,1.23,3.93,-0.33,0.93
284,-10.66,-1.75,-6.76,-3.93
285,-2.94,13.15,2.48,-0.29
286,5.24,18.51,3.99,-4.02
287,-0.73,-7.86,-10.5,-12.87
288,-6.74,-26.55,-15.61,-9.73
289,4.65,-6.01,3.98,5.46
290,12.18,10.6,15.78,9.2
291,1.75,7.85,9.79,1.76
292,-0.73,10.81,13.86,3.13
293,14.96,16.26,27.08,11.27
294,18.17,10.71,25.05,7.08
295,-3.62,-2.1,9.26,-10.81
