,ch1,ch2,ch3,ch4
0,1.07,-1.42,-0.43,2.9
1,-6.4,-2.55,-4.54,-6.39
2,-0.33,0.94,-1.03,-3.74
3,9.74,5.95,6.54,6.47
4,10.05,3.96,6.93,7.74
5,4.89,-0.72,3.64,4.89
6,-1.21,-1.71,1.1,1.3
7,-2.38,-0.89,-0.74,2.14
8,-3.2,-2.4,-5.43,-2.7
9,-4.52,-2.76,-6.72,-10.94
10,-4.1,-2.01,-3.23,-6.18
11,-7.77,-3.75,-4.6,-0.56
12,-8.59,-2.78,-5.35,-3.86
13,-4.56,-0.53,-2.97,-11.38
14,-0.96,-0.22,1.07,-13.04
15,0.71,0.33,4.21,-6.9
16,-0.74,1.3,0.91,-0.72
17,-2.63,2.86,-3.22,3.97
18,-2.43,3.26,-3.52,5.26
19,2.23,3.95,1.3,3.37
20,6.54,5.49,5.88,2.28
21,7.44,4.5,5.42,9.36
22,9.41,4.64,6.06,24.63
23,8.33,5.01,4.32,26.66
24,4.99,2.46,2.21,12.86
25,-0.44,-1.43,4.4,-2.4
26,-14.58,-9.3,0.58,-23.21
27,-21.46,-13.78,-5.1,-35.57
28,-11.4,-9.41,-6.05,-24.14
29,-2.75,-6.16,-7.5,-7.0
30,-1.35,-5.04,-7.45,2.8
31,0.63,-2.77,-5.86,7.23
32,4.22,0.05,-4.52,10.65
33,5.99,1.82,-3.33,12.56
34,7.5,1.05,-0.41,13.39
35,8.98,2.24,5.27,15.58
36,5.7,4.17,6.21,12.9
37,3.39,4.47,5.73,5.73
38,4.47,4.42,8.12,-2.9
39,5.36,4.35,8.58,-7.4
40,5.85,4.88,5.43,-4.83
41,1.74,1.65,-0.61,-7.78
42,-2.63,-2.97,-1.87,-13.35
43,-1.72,-2.58,3.36,-6.08
44,1.14,0.15,6.25,7.99
45,2.78,-1.09,0.99,12.73
46,0.25,-6.3,-5.74,6.67
47,-3.73,-9.21,-4.67,-1.33
48,-4.12,-9.0,-1.99,-6.34
49,-1.02,-7.33,-2.29,-8.53
50,-0.97,-6.63,-5.44,-11.23
51,-6.51,-8.11,-11.11,-14.4
52,-9.65,-7.94,-12.93,-9.08
53,-7.89,-3.4,-9.95,-1.29
54,-5.23,2.3,-6.41,-1.37
55,-2.62,3.84,-3.97,-1.42
56,0.35,4.13,0.87,2.26
57,0.87,3.51,5.72,4.7
58,-2.35,-0.29,2.35,-0.2
59,-2.08,1.24,-0.22,-6.8
60,0.37,6.14,3.8,-3.61
61,-0.12,5.73,4.96,4.33
62,3.65,6.58,4.85,9.34
63,7.66,10.08,6.13,9.92
64,8.25,13.29,10.73,5.82
65,6.69,14.84,13.84,-1.98
66,-0.55,5.08,5.75,-3.07
67,-2.55,-0.68,2.32,7.79
68,-0.53,12.21,5.92,11.03
69,0.89,21.51,5.92,3.56
70,4.25,17.3,10.47,-1.25
71,4.03,8.85,14.51,-1.25
72,1.59,4.42,-0.23,6.16
73,-4.47,7.99,-17.43,8.94
74,0.51,19.3,3.56,3.21
75,13.39,35.82,36.82,-1.15
76,1.93,41.32,30.59,-3.94
77,-18.01,21.99,-0.1,-2.15
78,-20.45,6.07,-12.19,-9.49
79,-2.39,13.61,-1.08,-18.88
80,11.65,14.53,-2.9,-13.41
81,-2.94,1.75,-16.17,-15.83
82,-10.26,0.38,-0.92,-27.32
83,5.71,15.79,29.56,-24.54
84,20.25,31.3,31.91,-21.23
85,18.49,16.21,6.34,-36.5
86,4.63,-20.13,-10.75,-44.93
87,-5.45,-18.41,-1.29,-80.18
88,-1.69,-3.42,6.67,-114.25
89,-1.47,-17.02,1.52,-47.01
90,-20.03,-31.42,-8.19,36.5
91,-35.47,-42.57,-17.18,78.25
