,ch1,ch2,ch3,ch4
0,-16.05,-9.16,-7.84,-34.46
1,-1.74,-1.13,-0.64,-7.16
2,3.32,2.41,0.65,1.88
3,1.24,-0.81,-1.42,5.36
4,3.41,-4.37,-0.6,16.97
5,9.63,-1.84,2.44,21.9
6,15.75,6.53,5.47,27.09
7,14.13,10.01,4.18,32.88
8,4.44,5.68,-0.66,22.99
9,0.33,-0.87,-1.7,6.55
10,3.04,-3.38,2.22,-1.36
11,6.18,-1.12,3.6,-4.37
12,8.42,1.78,-0.31,-8.78
13,1.33,0.65,-5.12,-14.2
14,-7.26,-4.65,-5.52,-15.21
15,-4.13,-7.23,-2.52,-6.26
16,1.57,-4.44,-0.51,2.06
17,0.37,-1.77,-0.24,-2.54
18,-3.59,-1.35,0.42,-13.14
19,-3.85,-1.12,1.63,-14.31
20,-2.23,-0.36,-1.72,-2.82
21,-1.61,2.2,-5.75,8.4
22,-0.34,3.45,-3.66,8.82
23,3.74,2.97,2.47,5.3
24,7.73,5.44,9.05,3.72
25,3.94,5.66,9.8,-1.06
26,-9.05,-2.53,2.07,-8.64
27,-15.91,-8.42,-3.53,-12.11
28,-5.75,-0.8,1.05,-5.49
29,5.32,8.36,4.63,4.61
30,8.66,10.6,2.17,7.71
31,6.86,10.02,1.41,0.93
32,-1.68,4.6,1.88,-5.43
33,-6.03,-1.57,1.92,-0.48
34,-5.34,-5.92,-0.6,4.08
35,-8.56,-9.53,-5.61,3.91
36,-9.68,-8.43,-7.42,5.5
37,-3.98,-3.24,-4.33,3.69
38,3.56,2.37,0.79,2.76
39,5.79,2.25,2.88,4.27
40,2.81,-0.93,2.6,1.0
41,1.54,1.75,3.31,-1.19
42,-0.43,2.41,0.42,-1.8
43,-2.83,-1.99,-5.48,-4.72
44,-1.95,-3.55,-5.4,-5.17
45,-2.88,-2.54,-0.61,2.7
46,-0.1,1.09,2.73,10.17
47,7.85,5.81,3.14,5.53
48,9.35,9.09,2.72,0.97
49,4.67,7.37,1.89,2.82
50,-1.0,0.92,-2.32,-0.9
51,-5.21,-2.5,-5.17,-3.58
52,-5.25,-3.27,-3.81,1.77
53,-2.31,-2.5,-2.54,4.24
54,1.03,-1.24,-0.76,4.18
55,1.32,-0.98,1.0,3.08
56,-0.6,0.8,0.84,-1.12
57,-0.74,1.49,-0.65,-2.55
58,0.94,1.1,-0.85,-0.69
59,1.93,-0.27,3.44,-2.55
60,-1.16,-3.69,7.05,-5.15
61,-5.77,-5.76,4.73,-5.08
62,-6.74,-6.6,-2.31,-7.72
63,-3.5,-1.02,-6.89,-2.59
64,-2.7,4.66,-4.76,3.97
65,-5.02,2.99,-0.68,-2.67
66,1.12,6.77,5.8,-4.24
67,9.64,10.18,9.27,1.33
68,5.62,4.96,3.86,-0.52
69,-2.78,1.54,-0.85,-8.11
70,-6.57,2.18,-2.67,-8.16
71,-10.29,1.53,-5.95,-2.57
72,-8.84,1.53,-6.23,-2.6
73,1.64,4.7,-0.4,-1.17
74,9.6,6.12,6.68,-1.1
75,9.06,12.53,9.14,-2.82
76,2.19,23.15,7.44,-1.7
77,-4.6,18.91,6.8,-2.57
78,-8.7,3.39,1.89,-0.99
79,-14.65,-6.1,-8.65,0.32
80,-15.75,-1.66,-7.99,-4.99
81,-6.82,8.69,3.99,-9.73
82,0.44,7.28,9.96,-7.8
83,-2.49,-4.22,2.23,-7.04
84,-12.0,-12.42,-13.29,-14.34
85,-19.55,-15.42,-21.18,-21.1
86,-17.78,-18.19,-18.21,-18.17
87,-8.9,-18.56,-13.46,-7.82
88,-1.13,-12.51,-8.78,4.41
89,-0.51,-9.75,-5.82,9.84
90,-5.07,-10.53,-6.38,7.42
91,-1.98,-7.37,-5.13,8.13
92,8.79,-5.94,0.47,9.18
93,13.23,-6.29,5.4,2.89
94,13.36,-6.22,6.38,-6.58
95,16.14,-5.84,6.44,0.48
96,16.94,-3.46,8.25,26.27
