,ch1,ch2,ch3,ch4
0,-2.03,-2.29,-2.11,-7.12
1,0.58,-0.67,-0.54,0.31
2,0.87,2.12,-0.23,0.39
3,-3.86,-0.54,-2.64,-7.37
4,-4.15,-2.77,-1.16,-3.24
5,-5.62,-4.68,-3.7,-0.26
6,-2.89,-2.66,-3.99,-1.9
7,1.03,-0.59,-3.61,-0.41
8,2.34,-0.3,-5.42,4.86
9,6.72,2.92,-0.87,13.92
10,4.85,0.59,0.5,10.7
11,-2.26,-5.51,-3.09,-4.49
12,-5.88,-5.59,-3.96,-14.92
13,-1.62,0.75,1.17,-9.27
14,2.9,3.88,4.8,5.9
15,-3.34,-1.81,-1.87,9.27
16,-4.23,-2.34,-2.36,2.92
17,1.6,1.02,1.68,-6.86
18,2.87,-0.68,-1.1,-13.18
19,1.13,-0.88,-3.57,-6.74
20,-3.93,-2.07,-4.77,3.53
21,-3.1,-3.81,-2.11,9.76
22,0.02,-1.01,1.08,5.21
23,-1.82,0.93,2.73,-0.33
24,-3.51,-2.3,1.05,1.61
25,-2.39,-3.28,-5.04,0.73
26,6.14,4.88,-0.97,4.92
27,10.34,8.64,2.48,6.79
28,4.22,1.95,-2.36,1.31
29,-2.12,-2.58,-2.18,0.41
30,-8.01,-3.09,-1.72,-4.96
31,-8.17,-3.0,-0.49,-8.96
32,-3.5,-3.33,1.02,-4.27
33,3.43,-1.41,1.11,2.51
34,10.08,2.47,3.83,5.9
35,6.18,0.94,3.91,1.04
36,-0.83,-1.33,2.46,-3.85
37,-6.69,-2.25,-2.21,-11.71
38,-7.69,-3.89,-6.37,-13.92
39,-3.65,-4.22,-5.39,-1.71
40,-7.2,-5.06,-6.63,0.95
41,-8.51,-3.37,-3.14,-3.1
42,-5.87,-2.74,0.46,-2.26
43,-2.64,-2.15,-0.14,1.92
44,3.73,1.84,0.87,6.12
45,6.23,1.92,0.73,6.2
46,8.19,4.06,6.01,7.68
47,1.99,3.83,5.22,-2.14
48,-11.98,-5.73,-3.46,-20.32
49,-17.62,-8.72,-0.87,-26.29
50,-11.58,-0.46,7.47,-17.69
51,6.31,9.79,13.87,3.82
52,18.53,13.07,11.36,18.65
53,18.03,11.79,4.0,20.14
54,14.9,12.0,2.73,18.63
55,7.48,8.5,0.98,15.3
56,5.17,4.81,2.06,18.57
57,4.44,1.1,1.59,16.61
