,ch1,ch2,ch3,ch4
0,-7.93,-8.98,-10.24,-9.69
1,2.09,1.36,-4.85,-11.59
2,-0.33,5.68,0.37,-10.89
3,-7.98,1.68,0.61,-9.8
4,1.35,2.27,5.0,-7.84
5,16.25,8.12,12.34,-3.99
6,14.54,6.85,13.54,2.43
7,-0.71,0.78,5.33,1.14
8,-8.64,2.23,-0.96,-4.58
9,2.96,11.62,6.1,1.6
10,12.17,16.02,10.51,4.34
11,12.22,19.69,9.16,2.76
12,8.39,24.71,7.2,5.88
13,1.95,22.3,5.72,2.4
14,-0.19,8.93,7.52,-1.78
15,-2.23,-11.21,2.11,-3.34
16,2.25,-8.14,-1.1,0.24
17,12.55,17.92,7.33,7.29
18,13.93,26.13,12.57,2.73
19,6.27,9.94,6.62,-4.59
20,-5.74,-7.07,-4.86,-5.83
21,-7.37,-5.94,-4.79,0.22
22,5.97,4.53,3.05,14.49
23,16.09,5.61,4.02,20.58
24,13.96,3.56,2.52,10.04
25,2.05,1.65,-3.03,-3.5
26,-8.05,-6.13,-9.05,-5.54
27,-8.18,-13.55,-8.44,-2.57
28,0.79,-7.47,-2.45,1.77
29,5.7,0.69,2.37,5.62
30,1.22,-4.92,-0.48,1.39
31,7.69,-5.61,0.91,3.23
32,12.4,0.55,5.29,9.0
33,-6.52,-5.39,-1.89,1.59
34,-21.87,-13.89,-10.97,-9.7
35,-16.22,-14.2,-14.5,-11.34
36,-5.11,-10.62,-12.57,-3.52
37,-2.46,-11.8,-8.14,2.35
38,-8.75,-19.55,-7.7,-1.47
39,-11.1,-19.17,-3.95,-8.92
40,-9.35,-14.81,-1.57,-13.92
41,-3.99,-15.34,-2.77,-3.58
42,1.18,-17.22,-1.92,8.37
43,-3.71,-18.74,-2.67,-0.28
44,-6.9,-17.21,-2.98,-4.28
45,-6.7,-16.9,-6.53,-0.65
46,-5.03,-15.14,-9.26,-1.51
47,-0.89,-9.84,-6.26,3.01
48,-1.17,-8.09,-3.5,4.48
49,-3.92,-8.19,-2.35,-0.36
50,-0.64,-2.21,-1.3,-0.88
51,11.69,8.25,4.03,5.26
52,16.61,11.16,5.98,5.84
53,8.3,12.83,4.75,-1.01
54,1.61,18.51,9.05,-0.47
55,-5.19,14.15,7.15,-3.21
56,-9.98,7.98,0.92,-7.56
57,-6.3,10.54,0.79,-5.47
58,-1.9,14.09,2.59,-7.59
59,0.82,14.98,4.78,-6.28
60,0.67,11.97,5.84,-2.56
61,2.96,13.3,8.27,-0.4
62,7.35,16.9,9.73,2.66
63,6.33,12.63,7.72,5.77
64,2.42,7.38,5.75,10.72
65,-2.94,5.07,-0.03,8.28
66,-0.68,7.5,0.14,2.85
67,7.41,9.38,5.7,1.93
68,10.21,7.29,6.51,-2.47
69,11.83,7.21,7.1,-1.68
70,7.19,2.19,1.98,3.61
71,-5.2,-6.9,-5.09,-0.37
72,-14.67,-11.74,-8.65,-10.41
73,-13.95,-9.95,-11.53,-14.55
74,-1.13,0.84,-4.9,-2.59
75,5.5,9.14,3.77,7.98
76,4.95,6.74,7.27,5.4
77,7.54,1.2,6.83,0.39
78,4.64,-0.37,0.87,-3.36
79,-0.42,0.08,-0.92,-2.19
80,0.48,0.19,3.53,-0.1
81,2.57,-3.76,4.47,0.86
82,-6.2,-16.51,-7.24,0.61
83,-22.13,-23.27,-20.82,-4.42
84,-35.13,-24.29,-23.21,-12.63
85,-31.61,-23.87,-14.09,-9.45
86,-4.12,-7.82,4.36,6.02
87,7.1,4.78,11.4,2.89
88,-11.79,-1.73,3.34,-20.96
89,-21.92,-6.74,-1.5,-47.92
90,-20.01,-9.83,-6.5,-50.8
91,-20.63,-20.18,-14.51,-13.78
92,-19.87,-23.39,-16.74,15.38
93,-11.97,-13.07,-10.68,19.08
94,0.25,-2.37,-2.32,23.25
95,3.37,-0.74,-0.85,26.4
96,-0.72,-1.14,-0.29,28.52
97,-1.46,0.76,2.5,23.11
98,16.38,7.53,5.95,11.11
99,42.97,15.54,9.99,8.24
100,35.82,3.7,-0.98,3.37
101,8.16,-4.07,-8.67,-4.41
102,-20.33,0.98,-6.11,-16.43
103,-27.21,-3.21,-10.45,-24.99
104,12.38,7.21,-3.54,-12.34
105,28.69,15.28,-0.34,-6.05
106,4.24,6.43,-8.55,-16.11
107,-13.31,-0.32,-10.73,-26.17
108,-22.75,-10.99,-14.34,-28.06
109,-10.26,-8.0,-8.87,-14.62
110,10.84,9.53,4.02,0.55
111,16.84,17.89,9.62,11.19
112,8.4,8.7,6.75,13.42
113,-10.98,-3.05,1.21,4.16
114,-7.77,6.52,7.78,4.3
115,8.2,16.33,17.2,6.88
116,10.76,3.04,12.73,7.03
117,9.09,-11.8,0.06,9.41
118,-0.42,-7.76,-4.96,1.17
119,-10.03,7.34,4.69,-4.79
120,-10.04,17.56,14.24,-3.93
121,3.74,18.2,13.76,-13.86
122,24.38,13.47,10.04,-13.59
123,25.72,5.89,9.71,24.63
124,6.17,4.85,12.86,41.36
125,-7.14,15.73,14.16,-3.16
126,6.93,28.85,15.31,-47.32
127,34.41,36.06,18.9,-70.94
128,39.45,32.67,20.43,-40.78
129,8.07,9.97,8.92,75.35
130,-16.55,-13.89,-10.88,87.8
131,-1.69,-17.89,-16.28,-70.95
132,27.35,6.06,-2.38,-158.95
133,10.71,32.78,7.82,-65.27
134,-47.12,15.55,-2.63,133.16
135,-66.8,-22.22,-8.41,242.69
136,-31.36,-23.7,4.16,91.08
137,9.8,-8.31,5.39,-129.64
138,6.99,-14.96,-19.27,-58.24
139,-12.19,19.16,-46.8,198.18
140,-13.92,68.34,-20.69,254.15
141,-16.19,33.1,46.64,133.07
142,-11.53,-72.05,46.81,27.95
143,8.06,-140.03,-21.37,-15.31
144,28.01,-106.67,-77.14,-18.83
145,38.69,-28.39,-84.65,-33.56
146,32.07,13.69,-43.68,-35.74
147,26.17,10.91,-8.6,-22.45
148,56.2,95.69,11.18,-73.34
149,76.55,217.87,44.21,-148.87
150,44.95,178.05,45.31,-111.15
151,18.33,104.18,16.44,21.59
152,12.38,149.5,7.45,88.87
153,-4.73,176.3,0.25,59.77
154,-15.14,145.5,-8.8,27.07
155,-11.23,111.04,-9.98,-5.46
156,-13.22,63.99,-12.23,-45.05
157,-20.33,42.23,3.44,-59.18
158,-31.23,10.81,22.04,-54.85
