,ch1,ch2,ch3,ch4
0,6.19,3.77,6.32,0.04
1,8.58,5.01,8.08,1.68
2,7.13,2.4,6.15,8.52
3,1.9,2.87,1.99,7.48
4,-3.34,1.76,-2.02,-0.2
5,-3.36,-0.86,-4.2,-2.41
6,-4.14,-4.04,-7.36,-3.79
7,0.29,-2.57,-4.36,-3.01
8,4.55,1.38,0.24,-1.51
9,-0.86,1.8,1.34,-1.17
10,-5.86,1.29,1.6,-3.79
11,-2.81,2.22,-0.84,-8.67
12,3.73,2.77,-1.06,-6.99
13,6.41,1.25,2.59,0.28
14,7.52,1.41,7.53,9.0
15,3.97,2.4,6.7,10.62
16,0.07,2.46,1.42,7.24
17,3.88,3.65,1.53,4.9
18,2.72,2.09,0.72,-2.81
19,0.34,-1.0,-1.28,-2.81
20,3.1,-1.61,-1.19,4.33
21,2.88,-1.89,-0.83,4.3
22,0.88,-3.06,0.41,3.9
23,-2.97,-5.14,-3.03,2.0
24,-1.74,-2.05,-2.94,0.54
25,2.17,3.97,1.34,-2.52
26,-2.22,3.16,-4.9,-9.93
27,-6.76,-0.29,-10.7,-9.71
28,-6.56,-1.92,-6.8,-3.47
29,0.91,4.54,2.69,7.1
30,6.53,6.97,3.57,10.21
31,5.23,-5.27,-7.75,1.86
32,3.27,-8.07,-4.29,-0.39
33,-7.32,-3.7,6.98,-3.61
34,-10.91,-1.71,12.57,-7.77
35,-5.69,-0.46,19.71,-5.44
36,-8.73,-4.44,21.89,-1.93
37,-5.71,-4.21,15.72,4.05
38,0.03,-2.64,-7.99,4.39
39,-0.15,-6.95,-26.78,-0.46
40,3.46,-7.32,-9.23,1.89
41,5.94,-2.01,9.4,2.92
42,-2.39,-4.54,2.78,-7.18
43,-14.35,-16.37,-10.42,-14.05
44,-13.52,-20.06,-15.55,-4.13
45,-4.34,-12.37,-13.74,6.9
46,2.0,-6.65,-12.21,8.77
47,3.63,-4.78,-12.89,3.54
48,-0.87,-1.05,-10.64,-6.17
49,1.36,4.45,-0.79,-3.34
50,7.54,6.3,5.16,3.02
51,4.91,5.46,2.73,-0.53
52,3.74,8.48,0.6,-1.25
53,2.99,13.44,-0.87,-1.55
54,3.0,20.27,5.08,1.33
55,6.35,21.65,11.57,7.17
56,5.76,11.58,8.04,3.67
57,3.1,2.97,5.21,-2.78
58,0.32,1.21,5.73,-5.13
59,4.92,4.32,7.84,-0.1
60,8.81,6.93,5.68,4.93
61,2.58,6.47,2.91,6.16
62,-1.25,7.45,6.45,8.22
63,-7.08,4.67,3.64,-3.01
64,-15.39,-0.46,1.42,-23.98
65,-19.23,-3.73,2.78,-31.79
66,-17.61,-6.41,0.09,-24.75
67,-6.56,-3.61,0.53,-11.6
68,3.88,1.99,-0.26,4.75
69,9.42,5.42,-3.27,18.52
70,9.91,3.31,-4.8,20.38
71,9.58,-1.19,-1.82,20.38
72,16.74,0.7,5.24,24.26
73,16.08,3.86,4.28,19.38
74,3.67,1.82,-0.94,7.88
75,-6.65,-3.93,-3.66,-4.6
76,-6.4,-6.7,-5.31,-9.57
77,-3.02,-5.37,-4.17,-7.43
78,-8.56,-4.24,-3.55,-14.34
79,-10.52,-1.47,-6.1,-22.39
80,-5.21,2.7,-8.93,-18.14
81,-2.5,5.51,-4.12,-5.13
82,-3.36,4.12,6.55,0.05
83,-6.2,1.84,10.86,-9.48
84,-1.87,5.88,11.35,-10.01
85,4.53,7.79,8.27,0.04
86,-2.11,-1.12,-2.45,5.87
87,-17.34,-11.89,-8.44,5.28
88,-21.32,-11.99,-5.15,-2.51
89,1.03,1.71,-0.98,-1.26
90,26.31,15.24,-0.89,3.67
91,28.3,16.69,1.57,-0.62
92,13.69,11.79,7.88,-2.34
93,-0.09,9.13,10.34,2.51
94,-0.3,11.67,14.66,9.62
95,-1.71,12.13,13.16,-1.24
96,-7.42,12.82,4.06,-18.83
97,-6.73,10.87,-3.37,-15.18
98,-13.92,-5.94,-14.22,-6.32
99,-13.31,-12.48,-12.03,5.56
100,13.3,3.24,1.59,16.7
101,29.89,10.11,8.66,5.95
102,9.37,-3.08,8.84,-15.36
103,-19.88,-15.35,-2.36,-9.8
104,-17.89,-15.65,-9.08,17.05
105,-4.03,-15.81,-5.85,22.37
106,-9.26,-23.42,-6.63,8.82
107,-13.81,-26.9,-8.74,-2.05
108,-0.46,-5.89,-0.1,-0.67
109,18.96,28.9,17.14,-11.05
110,19.56,38.77,13.28,-41.19
111,9.09,28.3,9.38,-19.99
112,14.29,16.24,23.22,31.92
113,10.94,12.41,21.02,15.19
114,-7.3,18.12,18.82,-76.21
115,-14.95,-8.32,8.46,-92.48
116,-9.03,-32.37,-17.41,3.72
117,8.51,-9.13,-20.09,2.63
118,-0.64,15.72,-11.71,-14.12
119,-37.6,1.12,-15.5,75.98
120,-57.65,-47.08,-31.4,119.71
121,-52.08,-69.26,-36.52,85.98
122,-19.79,-40.06,-22.14,39.07
123,7.7,1.5,-10.43,35.86
124,-0.49,-16.28,-16.01,55.76
125,-22.38,-82.38,-43.45,29.81
126,-37.92,-82.37,-46.2,0.26
127,-29.38,-51.12,-26.97,10.2
128,6.73,-91.28,-58.09,-13.52
129,26.39,-121.28,-96.4,-59.11
130,20.59,-85.8,-79.55,-28.54
131,15.61,-24.9,-35.54,37.81
132,7.66,45.53,-0.84,31.17
133,3.39,86.31,11.35,-38.4
134,33.03,75.83,9.31,-50.66
135,49.66,39.14,13.44,-19.2
136,24.11,26.56,40.69,-15.61
137,15.87,52.63,62.93,10.13
138,35.46,107.64,48.15,26.51
139,48.39,114.03,22.73,-25.23
140,17.03,26.25,17.01,-63.44
141,-25.42,-20.64,23.25,-9.15
142,-8.78,32.57,31.7,41.06
143,31.14,79.55,30.74,9.24
144,23.12,63.84,24.06,-8.39
145,-5.96,76.87,60.94,-12.92
146,-5.39,137.08,111.6,-36.39
147,-2.72,123.27,101.77,-36.65
148,-14.44,46.15,57.68,-23.67
149,-9.97,-13.77,15.33,9.85
150,-9.85,-35.57,-1.95,40.11
151,-22.88,-17.12,22.12,18.64
152,-10.06,-27.85,30.0,-14.48
153,12.81,-88.74,-8.83,-11.45
154,12.66,-112.43,-43.65,6.35
155,-1.88,-100.17,-46.23,7.54
156,-5.74,-98.97,-27.11,-0.54
157,2.43,-80.48,-13.15,-4.99
158,7.38,-53.57,-26.92,8.99
159,11.08,-50.59,-44.99,37.43
160,14.44,-43.78,-43.89,45.0
161,15.23,-23.62,-28.1,21.62
162,13.15,-12.35,-12.53,-5.25
163,0.18,-8.96,-3.62,-16.04
164,-5.64,2.85,5.81,-16.23
165,6.82,13.09,9.2,-11.16
166,17.19,12.54,9.32,1.51
167,18.81,21.25,7.22,10.38
168,12.73,33.86,-6.75,4.42
169,4.93,28.71,-10.23,-1.31
170,3.23,14.27,-0.85,-1.04
171,7.7,14.48,4.96,-0.06
172,8.79,22.3,14.55,2.77
173,1.05,18.98,21.64,5.3
174,-2.34,16.69,19.18,6.42
175,-0.18,15.58,8.95,-2.52
176,0.49,5.94,0.36,-9.79
177,-0.73,2.78,2.23,-1.19
178,-7.55,7.07,1.86,-2.35
179,-9.84,6.09,-3.87,-10.91
180,-5.1,4.35,-8.24,-8.65
181,-6.1,6.11,-10.7,-6.99
182,-13.11,4.05,-9.13,-8.48
183,-16.85,-3.01,-5.14,-6.97
184,-8.88,-3.19,1.95,-4.54
185,-1.01,0.55,8.33,-4.78
186,-0.56,-0.92,6.46,-4.11
187,4.62,3.59,4.65,2.7
188,5.31,8.61,4.8,7.33
189,-5.15,1.1,2.74,3.97
190,-7.98,-6.2,-0.35,-3.41
191,-1.13,-5.52,-3.38,-9.29
192,0.64,-6.63,-4.87,-10.67
193,-2.65,-10.74,-6.17,-12.42
194,2.7,-7.12,-2.62,-7.89
195,10.37,-2.78,1.58,3.35
196,4.99,-5.64,-0.8,12.25
197,-4.02,-7.1,-5.29,16.53
198,-7.43,-7.13,-9.69,12.02
199,-4.01,-4.24,-5.97,5.52
200,-0.38,-0.37,-1.03,-5.73
201,-3.35,0.81,-5.87,-14.09
202,-6.44,4.66,-8.31,-3.61
203,-10.92,3.55,-5.25,6.36
204,-9.95,0.9,1.92,9.03
205,-1.66,4.4,7.62,4.43
206,-1.96,2.23,4.8,-9.16
207,-5.65,-0.89,4.05,-16.8
208,-4.57,3.42,6.35,-13.16
209,-4.45,5.2,4.02,-4.51
210,-5.99,4.72,-2.98,-3.0
211,-4.47,8.38,-7.99,-2.94
212,0.51,8.65,-7.29,9.74
213,5.74,3.37,-4.98,24.31
214,10.35,3.27,0.04,26.36
215,8.22,5.59,2.44,16.69
216,2.47,5.99,0.82,7.14
217,0.68,5.98,-0.32,0.82
218,-5.4,-1.79,-9.46,-8.97
219,-9.52,-8.03,-16.13,-14.75
220,-4.05,-2.65,-5.04,-9.89
221,2.18,4.45,10.98,-0.01
222,7.99,8.91,17.03,6.88
223,9.26,8.27,11.3,6.55
224,6.47,5.34,6.34,3.66
225,0.22,0.07,5.44,0.55
226,-8.19,-8.69,0.86,-0.88
227,-5.64,-8.98,-1.85,-1.39
228,-0.03,-5.44,-0.3,-5.7
229,-0.42,-3.44,3.26,-9.11
230,-3.51,0.44,2.26,-12.26
231,-6.01,-0.21,-1.74,-11.54
232,-3.01,-3.28,0.93,1.57
233,0.65,-4.33,0.32,3.97
234,0.34,-5.82,-5.84,-9.54
235,-3.02,-5.69,-9.17,-12.5
236,-1.99,-0.0,-6.73,-4.36
237,2.33,3.34,-2.7,2.92
238,-3.95,-3.11,-6.75,2.22
239,-11.22,-6.24,-11.16,-0.53
240,-8.57,-3.54,-10.34,-0.18
241,-1.58,-4.79,-4.42,2.74
242,6.25,-3.8,6.65,7.15
243,4.92,-1.56,7.69,1.9
244,-2.71,-5.46,-1.12,-4.94
245,-5.59,-5.16,-4.97,-3.69
246,0.07,5.53,-1.12,1.17
247,7.8,11.04,0.96,6.93
248,1.67,4.89,-4.0,6.05
249,-5.05,2.86,-2.54,2.61
250,-1.94,4.81,3.17,-1.86
251,-0.01,1.69,2.26,-3.17
252,0.91,-0.17,0.8,6.97
253,1.68,2.41,-0.32,10.65
254,3.13,7.67,-2.07,0.97
255,1.13,9.81,-4.73,-2.33
256,-2.67,5.61,-5.6,9.51
257,-1.11,-3.19,-3.14,15.15
258,0.41,-6.29,-1.95,6.88
259,-0.15,-0.56,0.59,3.5
260,-2.74,-4.77,0.33,2.51
261,-2.3,-11.01,-0.44,-6.02
262,5.86,-2.47,8.21,-9.15
263,8.98,6.5,13.77,-3.09
264,5.28,6.84,10.11,0.75
265,2.88,4.17,2.88,-1.62
266,2.0,4.95,-1.56,-2.11
267,-0.37,7.59,-1.5,2.49
268,-4.98,3.1,-4.66,0.86
269,-4.05,-0.0,-4.59,-3.47
270,-4.95,-0.62,-3.59,-9.61
271,-9.55,-5.51,-3.25,-17.09
272,-7.08,-7.1,2.06,-12.32
273,-1.45,-3.19,5.17,3.78
274,5.17,3.12,8.51,17.29
275,5.42,2.44,5.47,7.82
276,1.29,-0.34,-2.51,-11.5
277,-1.32,-1.26,-2.73,-10.67
278,-7.75,-10.04,-4.26,-0.94
279,-6.52,-11.05,-5.33,0.78
280,2.62,-1.0,-1.13,-3.41
281,7.25,2.82,2.07,1.12
282,6.1,2.88,2.04,8.82
283,0.44,2.79,-4.12,-0.83
284,-0.24,2.54,-7.97,-10.09
285,0.93,2.46,-1.3,-4.25
286,-0.7,-0.17,7.08,2.04
287,1.89,-3.31,7.92,-2.59
288,0.61,-5.13,2.59,-0.67
289,-2.64,-1.53,0.04,19.26
290,-2.46,3.7,-1.89,20.04
291,-0.49,2.61,-5.21,0.59
292,5.28,2.96,-4.12,-4.72
293,4.44,3.78,-0.78,2.69
294,-2.28,-1.39,4.02,8.96
295,-4.88,-8.03,4.15,1.53
296,-3.02,-9.0,0.32,-6.29
297,-0.14,-4.22,-0.03,-1.01
298,-3.84,-4.86,-4.05,-5.7
299,-4.85,-4.7,-8.35,-11.41
300,0.78,1.7,-16.87,-3.23
301,2.15,6.72,-19.6,1.57
302,-1.41,8.04,3.49,-2.95
303,-6.05,2.62,22.43,-12.69
304,-1.8,0.91,23.31,-10.9
305,3.18,0.3,11.57,-0.61
306,1.55,-4.23,-4.06,1.5
307,1.99,-1.25,-3.93,2.16
308,1.54,2.27,0.43,3.14
309,2.2,3.98,-0.38,2.34
310,5.9,8.94,-0.54,4.45
311,9.13,9.17,0.47,9.24
312,6.47,0.86,-3.13,7.33
313,-2.26,-4.65,-8.86,-0.6
314,-2.69,0.73,-1.03,-1.66
315,2.74,4.03,7.59,-1.97
316,3.08,0.83,4.86,-6.01
317,1.62,-0.46,3.81,-1.31
318,0.64,-0.36,1.2,2.38
319,0.23,1.19,-3.77,-6.19
320,-2.77,-0.04,-5.03,-15.23
321,-4.88,-2.01,-2.24,-6.35
322,-3.32,-0.39,2.07,18.01
323,-3.35,-2.42,3.06,26.87
324,1.16,-1.26,5.89,17.6
325,4.03,4.46,3.36,4.5
326,-0.46,5.77,-4.7,-8.14
327,-4.65,2.78,-4.48,-8.49
328,-6.96,-3.17,-3.23,-3.24
329,-2.44,-4.91,-3.93,-5.29
330,-0.9,-6.02,-5.16,-10.05
331,-3.72,-8.83,0.84,-7.31
332,-0.13,-3.77,12.68,-0.17
333,-0.28,2.71,7.14,0.54
334,-2.37,3.96,-7.13,0.18
335,-0.93,0.23,-11.42,-2.44
336,-2.07,0.41,-7.05,-7.7
337,-3.56,6.01,0.26,-7.12
338,-0.25,-0.76,4.61,-0.66
339,5.54,-8.46,9.14,11.36
340,6.24,-0.72,12.18,14.35
341,4.91,7.73,11.31,6.04
342,4.1,6.46,10.01,4.37
343,3.14,2.4,7.32,6.54
344,5.35,2.66,3.4,4.27
345,1.37,2.04,-4.83,-7.38
346,-7.38,-0.47,-9.26,-22.27
347,-12.37,-3.6,-3.74,-28.33
348,-14.73,-8.56,-2.51,-25.17
349,-5.98,-5.56,-6.02,-9.56
350,7.46,1.17,-9.91,8.71
351,11.98,1.84,-11.88,17.81
352,8.77,1.43,-6.18,15.85
353,3.01,0.44,-0.45,14.17
354,3.11,1.64,0.45,26.08
355,3.58,4.22,-2.34,25.02
