,ch1,ch2,ch3,ch4
0,3.74,3.48,-1.17,-0.34
1,6.97,0.5,4.9,2.51
2,5.24,-1.22,7.39,2.78
3,-3.58,-3.35,1.36,-3.97
4,-8.92,-3.41,-2.05,-6.62
5,-4.79,-1.3,-0.33,-1.38
6,2.85,0.73,2.75,-1.08
7,5.2,3.85,6.36,0.04
8,-1.28,6.0,5.82,6.96
9,-4.85,5.12,3.64,9.89
10,-3.22,-0.34,-0.8,4.8
11,1.41,-0.4,-1.36,0.17
12,8.17,7.16,5.46,1.64
13,6.26,5.82,4.07,-1.26
14,1.58,-0.6,-1.65,-4.49
15,-0.26,-4.16,-4.11,-4.51
16,-2.19,-4.46,-3.89,-3.96
17,-1.42,-0.89,-0.37,-3.62
18,-2.59,-2.48,-3.0,-7.97
19,-5.17,-6.68,-7.55,-5.07
20,-4.85,-6.51,-5.51,5.39
21,0.34,-1.96,-0.12,8.43
22,4.35,1.19,1.29,0.54
23,-1.56,-2.82,-5.69,-13.13
24,-1.96,-1.31,-6.38,-11.41
25,7.32,7.81,4.98,6.08
26,11.7,12.29,13.22,15.63
27,9.1,8.69,10.42,13.15
28,1.66,-0.9,0.55,3.76
29,-6.65,-7.41,-6.53,-5.95
30,-8.09,-4.61,-5.44,-4.05
31,-0.26,1.08,0.17,8.6
32,7.54,3.4,4.56,11.95
33,4.19,2.58,4.14,-2.9
34,-8.66,-3.74,-0.94,-23.06
35,-17.43,-12.48,-5.95,-32.21
36,-11.44,-9.21,-2.82,-21.68
37,-2.75,-1.94,0.01,-9.67
38,-1.03,-3.92,-5.94,-4.79
39,8.83,1.18,-2.82,17.75
40,18.45,10.67,5.99,36.81
41,12.41,8.5,4.08,27.62
42,7.07,3.98,0.81,24.24
43,10.52,6.0,3.81,31.57
44,13.07,9.63,8.25,25.4
45,6.72,5.55,4.91,1.81
46,-2.59,-0.95,-1.71,-19.82
47,-4.11,-0.59,-2.21,-18.06
48,-5.68,-1.73,-4.06,-12.3
49,-9.83,-5.95,-5.91,-17.57
50,-9.43,-7.39,-2.9,-17.47
51,-7.57,-7.71,-1.19,-14.53
52,-8.42,-9.58,-3.87,-20.98
53,-9.98,-9.49,-7.16,-21.97
54,-4.67,-1.85,-3.23,-3.01
55,-0.64,2.9,1.19,11.08
56,-6.62,-3.22,-3.2,4.76
57,-7.91,-5.55,-6.35,0.54
58,0.88,1.05,-1.77,5.77
59,7.16,5.66,4.43,4.82
60,3.0,4.92,6.45,-7.79
61,-1.88,3.12,5.9,-14.05
62,0.38,2.72,5.01,-3.41
63,4.02,4.37,5.0,8.73
