,ch1,ch2,ch3,ch4
0,-4.98,-1.41,0.36,5.16
1,-7.93,-4.32,-3.48,0.36
2,-5.67,-4.66,-5.16,-5.95
3,-1.6,-3.74,-4.09,-6.74
4,0.15,-1.75,-2.23,-5.02
5,9.07,8.26,6.25,3.63
6,6.29,9.38,7.43,7.28
7,-3.47,2.39,4.18,7.37
8,-0.59,2.22,5.59,7.57
9,3.03,4.97,4.78,-2.86
10,4.55,8.36,5.88,-8.64
11,5.31,8.78,6.16,-0.33
12,8.73,9.38,6.76,13.0
13,11.35,10.42,8.53,12.78
14,1.26,3.45,2.13,-9.13
15,-8.97,-3.11,-3.79,-17.3
16,-9.48,-5.49,-7.83,-5.35
17,-1.45,-3.01,-6.37,2.08
18,4.12,0.59,-0.16,-0.42
19,-2.23,-2.69,-3.22,-6.2
20,-5.35,-3.44,-5.39,-3.77
21,-6.26,-2.7,-4.65,-2.65
22,-4.67,-0.84,-3.88,-2.66
23,1.16,0.44,-3.71,-0.51
24,-3.5,-6.55,-9.5,-4.38
25,-5.11,-6.58,-7.53,-0.65
26,0.83,0.94,0.56,6.87
27,5.14,5.43,5.43,7.69
28,9.25,7.04,10.24,8.38
29,10.37,6.84,11.69,9.45
30,8.14,7.04,9.49,6.17
31,-4.81,-1.56,-0.65,-6.65
32,-12.48,-10.25,-8.63,-10.02
33,-3.21,-5.79,-5.74,1.7
34,3.61,-0.78,-1.42,5.77
35,8.27,1.31,6.21,4.79
36,8.01,0.49,7.82,2.16
37,3.19,-0.2,3.06,-1.88
38,-1.03,1.45,-0.28,-4.5
39,-8.12,-3.22,-6.85,-12.34
40,-5.68,-6.74,-5.48,-9.57
41,-3.04,-7.72,-3.18,-0.0
42,-5.06,-6.83,-8.42,0.36
43,-1.49,1.94,-6.75,-2.12
44,-3.74,7.48,0.44,-9.07
45,-6.13,7.13,6.95,-9.81
46,-4.8,4.12,5.83,-3.52
47,0.12,6.11,4.36,2.5
48,6.46,8.94,6.94,4.64
49,4.59,0.44,3.12,5.8
50,3.14,0.81,3.01,14.43
51,-0.77,6.53,2.96,9.36
52,-6.53,1.31,0.65,-4.65
53,-4.84,-4.87,0.56,-3.64
54,1.63,-6.56,-3.24,4.06
55,5.47,-3.08,-2.0,1.42
56,0.52,-2.76,-1.05,-8.15
57,-3.93,-2.65,-4.5,-6.48
58,-10.81,-3.48,-9.8,-4.92
59,-17.48,-10.36,-12.34,-6.7
60,-6.96,-5.73,-2.45,3.5
61,4.26,-0.81,0.24,6.32
62,2.67,-5.26,-5.11,-4.52
63,-1.85,-7.56,-5.82,-11.46
64,-2.61,-6.44,-6.18,-8.16
65,-0.41,-0.67,-1.97,1.32
66,2.14,-1.32,0.22,6.71
67,3.35,-8.49,-1.78,3.29
68,1.06,-8.25,-2.54,-2.44
69,-0.09,0.35,0.79,0.96
70,-1.09,8.06,7.33,7.14
71,-5.17,8.27,6.98,1.15
72,2.62,9.45,7.42,-5.71
73,15.65,10.72,9.79,3.38
74,13.79,7.26,9.53,19.04
75,9.27,8.34,15.41,21.25
76,-3.32,2.67,10.47,-4.84
77,-21.07,-7.78,-2.95,-34.31
78,-18.46,-4.95,-1.33,-27.53
79,-8.47,-3.24,1.64,-9.0
80,-3.03,-3.85,0.62,-13.36
81,4.24,2.38,-0.3,-14.56
82,13.25,7.85,-3.88,8.25
83,15.59,6.13,-6.25,31.11
84,17.42,3.02,-3.93,46.46
85,20.14,9.2,5.1,43.87
86,8.89,9.31,4.39,15.19
87,2.16,-4.51,-8.74,-0.73
88,-2.26,-13.55,-15.98,-8.37
89,-21.07,-10.15,-11.96,-24.48
90,-23.28,-2.73,-4.23,-20.31
91,-11.4,-4.94,-7.49,-9.87
92,-7.37,-5.23,-7.48,-9.04
93,-3.09,4.87,6.02,-4.88
94,5.74,3.97,9.32,1.4
95,10.23,-7.5,-5.29,0.58
96,-3.86,-11.87,-18.87,-14.55
97,-3.82,-0.77,-8.9,-10.0
98,16.71,11.64,8.63,7.65
99,7.92,3.19,5.94,-1.83
100,-16.6,-10.98,-3.33,-10.0
101,-25.01,-15.3,-10.73,-7.3
102,-14.14,-12.17,-15.78,-13.5
103,-3.61,2.91,-10.75,-28.67
104,-5.22,33.94,-1.66,-26.05
105,11.39,55.33,7.44,18.11
106,19.17,23.86,3.17,30.92
107,-4.66,-25.52,-3.88,-22.43
108,-32.99,-10.93,-9.96,-38.46
109,-29.58,40.79,-20.11,10.6
110,10.85,36.01,-2.6,39.62
111,14.64,2.77,16.47,18.63
112,-10.7,4.18,22.39,9.43
113,-8.6,-3.22,29.36,19.08
114,13.8,5.47,25.47,4.87
115,32.65,110.45,36.53,7.45
116,-14.84,155.29,50.22,-5.37
117,-69.94,42.24,39.01,-73.23
118,-15.78,-58.05,1.59,-53.48
119,45.89,-40.37,-26.62,63.17
120,40.44,69.49,7.57,128.97
121,-5.02,99.1,40.52,108.98
122,-18.46,-18.8,28.94,70.19
123,57.95,-76.94,-0.98,68.86
124,95.98,-0.28,-36.46,51.41
125,51.01,66.48,-73.77,-4.42
126,13.42,22.12,-106.93,-35.66
127,3.22,-54.82,-69.21,-20.43
128,11.24,-53.36,19.22,-5.63
