,ch1,ch2,ch3,ch4
0,4.1,4.77,6.73,-1.84
1,-0.55,5.56,4.31,5.67
2,-3.5,1.94,-1.7,3.37
3,-4.83,-3.69,-6.58,-1.59
4,-1.07,-2.53,0.03,2.68
5,-4.37,-2.61,0.39,-2.34
6,-8.76,-2.11,-3.57,-8.0
7,-4.44,1.11,-1.25,-2.18
8,-0.75,-0.25,0.15,4.39
9,0.95,-0.96,1.5,7.37
10,-2.3,-3.29,-3.75,-1.3
11,-2.22,-3.56,-7.1,-5.04
12,0.52,0.53,-2.9,-1.82
13,-0.54,2.47,-0.71,-6.41
14,0.89,3.28,0.38,-9.15
15,-1.32,-0.06,-1.82,-6.24
16,-1.18,-1.85,0.29,-0.31
17,5.11,1.34,5.86,-1.9
18,7.64,2.93,5.14,-3.76
19,5.94,2.2,2.82,10.03
20,-1.22,-2.9,-1.7,18.77
21,-3.36,-4.16,-3.18,14.35
22,2.13,0.78,0.58,8.87
23,5.29,2.19,2.36,6.85
24,4.71,1.42,1.55,4.83
25,-0.93,0.48,-1.79,-2.41
26,0.58,3.8,1.55,0.48
27,4.62,7.05,4.72,10.72
28,-0.09,5.74,1.38,9.57
29,0.8,6.67,3.94,4.53
30,6.12,7.0,5.62,3.57
31,7.96,7.41,4.61,5.48
32,3.89,5.76,3.78,-0.44
33,-0.57,0.74,2.6,-10.95
34,2.5,-0.11,2.07,-7.01
35,2.79,0.71,-2.66,0.54
36,2.43,2.11,-3.29,-0.21
37,1.85,1.26,-3.27,-5.75
38,-3.86,-2.14,-7.99,-7.14
39,0.29,1.32,-1.66,0.65
40,9.1,3.94,9.13,5.69
41,12.73,0.52,12.14,12.36
42,10.29,-2.38,6.74,16.64
43,-0.99,-5.53,-2.17,2.99
44,-11.74,-7.59,-3.68,-14.65
45,-16.51,-9.16,-4.7,-25.79
46,-9.31,-5.65,-2.69,-23.25
47,-4.13,-1.96,2.08,-11.05
48,-12.97,-6.84,-2.32,-7.9
49,-11.78,-5.72,-3.63,-0.68
50,0.81,1.64,0.76,12.86
51,9.22,6.86,4.12,13.36
52,4.73,5.2,2.14,1.7
53,-3.65,0.74,-1.44,-2.91
54,3.54,7.16,6.22,10.76
55,9.47,10.81,10.34,16.02
56,2.81,3.81,3.5,-2.51
57,-6.85,-2.75,-5.11,-24.5
58,-9.03,-3.3,-8.98,-22.4
59,0.47,-0.48,-5.11,1.9
60,1.78,-2.34,-5.51,6.24
61,0.65,0.64,-1.69,-5.66
62,2.44,2.18,2.8,0.55
63,-6.66,-8.19,-7.14,13.4
64,-8.98,-9.32,-9.96,11.11
65,0.41,-3.36,-3.17,-3.96
66,6.97,-2.12,1.5,-5.7
67,4.62,-1.46,-1.22,8.92
68,-2.92,-2.25,-8.72,10.36
69,-6.01,-0.06,-2.02,-6.59
70,-9.78,1.24,7.18,-17.97
71,-11.77,-4.45,3.84,-4.53
72,-10.2,-8.36,-3.7,9.05
73,-6.58,-7.82,-6.27,-6.02
74,1.1,-3.8,-0.13,-25.9
75,-4.32,5.71,2.29,-19.3
76,-8.95,8.51,-3.81,-7.79
77,1.64,-3.62,-10.95,-22.16
78,-20.87,13.77,-6.0,-52.85
79,-48.84,34.93,4.26,-57.91
80,-22.15,31.79,7.57,-22.2
81,3.01,47.42,19.22,-15.94
82,-1.68,6.26,21.39,-6.12
83,-28.41,-30.34,-8.42,90.65
84,-73.95,32.3,-41.46,148.61
85,-89.58,18.31,-23.44,72.05
86,-40.51,-78.82,29.21,-40.91
87,32.04,-65.42,42.53,-49.79
88,71.93,58.82,30.01,60.4
89,82.03,122.3,10.05,117.96
90,69.87,36.25,-14.3,52.15
91,58.59,-45.45,-7.66,-9.06
92,53.93,44.09,4.33,-16.39
93,41.6,112.33,-0.75,-9.12
94,23.35,-9.04,-17.01,0.52
95,4.06,-91.38,-37.63,-9.9
96,6.09,-24.23,-32.16,-20.29
97,10.9,55.12,-14.7,-6.02
98,2.95,73.47,-15.6,-0.62
99,1.85,46.33,-14.4,-5.24
100,6.68,11.38,1.28,-7.88
101,11.06,-8.13,2.36,-6.21
102,10.51,-1.97,-13.93,-5.91
103,-4.91,11.68,-6.05,-19.71
104,-12.66,-7.88,17.12,-19.1
105,15.69,-29.46,8.4,0.93
106,50.67,-14.54,7.28,10.61
107,38.71,-27.95,46.75,1.54
108,6.16,-55.43,61.17,-11.58
109,7.56,-33.61,27.49,-5.52
110,4.23,-30.72,-0.87,0.43
111,-6.0,-71.85,14.61,-0.35
112,-0.86,-81.68,47.88,5.87
113,-8.38,-48.99,52.16,0.91
114,-11.44,-25.23,20.64,-18.38
115,-5.9,-31.77,-22.78,-33.7
116,-17.57,-33.01,-20.84,-27.76
117,-30.44,-18.62,20.67,-17.31
118,-23.16,-35.86,21.49,-20.58
119,-12.94,-38.13,-9.25,-11.51
120,-13.83,19.81,-26.25,8.27
121,-1.61,54.23,-21.78,19.89
122,7.66,30.51,-8.22,24.24
123,-6.32,22.79,-5.56,14.36
124,-2.19,76.92,1.63,-3.86
125,9.11,108.65,12.54,-20.38
126,-1.73,75.97,18.02,-28.46
127,-8.93,37.42,18.53,-20.19
128,-0.48,4.39,8.54,-8.41
129,2.96,-19.21,-8.97,-5.01
130,-5.14,-15.61,-30.44,7.44
131,-2.73,-6.77,-26.89,38.49
132,-4.55,-29.54,-12.57,43.23
133,-19.77,-60.33,-28.63,-0.8
134,-10.99,-48.6,-31.26,-27.85
135,-1.41,-33.02,-7.46,-12.58
136,-17.28,-44.99,-5.61,-9.28
137,-24.73,-42.98,-17.56,-28.39
138,-16.63,-26.36,-16.94,-25.88
139,-12.55,-19.72,-7.55,7.75
140,-6.19,-26.15,-10.44,15.0
141,8.48,-50.36,-24.33,-9.9
142,-1.01,-67.13,-20.33,-18.74
143,-19.34,-34.03,3.33,-4.17
144,-14.07,-9.67,12.91,22.48
145,-12.22,-25.45,-0.24,18.92
146,-13.23,-4.07,-4.58,1.98
147,-1.29,28.29,2.21,14.93
148,9.1,20.85,9.36,21.95
149,12.63,11.23,12.81,14.46
150,0.68,-9.1,-7.49,4.71
151,-18.94,-24.79,-27.32,-14.77
