,ch1,ch2,ch3,ch4
0,1.16,4.23,5.79,-9.43
1,-1.75,-1.53,1.49,-6.75
2,-5.25,-7.79,-3.86,-11.48
3,-1.62,-3.88,-1.68,-11.35
4,1.93,2.31,2.14,-3.53
5,1.36,2.59,1.41,2.94
6,0.88,-1.22,0.18,-0.22
7,-0.1,-5.18,-1.52,-8.0
8,-4.93,-5.73,-4.55,-10.16
9,-7.38,-2.95,-2.49,-6.0
10,-0.38,2.98,4.78,-1.94
11,5.37,7.6,7.88,-0.45
12,-0.63,3.32,1.48,-1.57
13,-5.95,-2.74,-4.92,-4.49
14,-0.98,-0.96,-2.05,-1.65
15,7.58,6.13,6.07,7.04
16,10.91,8.71,9.14,8.44
17,3.69,3.05,3.61,-0.43
18,-4.4,-0.93,-1.63,-5.42
19,-2.23,-0.93,-1.59,-1.49
20,4.46,0.17,1.54,6.58
21,8.39,1.5,3.53,14.35
22,6.66,0.27,1.64,12.92
23,-0.63,-1.02,0.55,4.93
24,-5.98,-2.0,0.34,-0.21
25,-5.2,-3.67,-3.19,-4.79
26,-0.66,-2.17,-2.73,-6.68
27,3.56,1.25,2.99,-1.45
28,3.52,-0.22,1.29,0.14
29,-0.82,-5.98,-4.69,-3.22
30,-6.52,-6.62,-4.83,-2.34
31,-7.97,-2.3,-3.24,-1.82
32,-5.67,-1.34,-4.01,-3.45
33,-3.99,-1.91,-3.59,0.52
34,0.34,0.99,0.37,5.44
35,5.15,4.77,3.01,7.01
36,4.94,4.1,2.8,11.72
37,3.33,1.31,3.14,15.24
38,1.76,0.12,1.87,9.85
39,1.43,-1.73,0.04,1.32
40,1.1,-2.2,-0.76,-1.34
41,-3.77,-0.08,-1.78,-3.46
42,-6.9,-0.21,-1.9,-9.28
43,-7.62,-3.69,-3.09,-13.28
44,-7.54,-5.07,-2.82,-10.51
45,-1.59,-0.9,0.91,-0.37
46,3.53,1.89,2.26,4.97
47,0.87,0.04,0.34,0.38
48,-4.12,-1.71,-2.19,-4.06
49,-6.23,-3.54,-4.64,-5.11
50,-6.3,-6.02,-5.49,-11.94
51,-6.23,-6.33,-4.38,-19.24
52,-5.74,-1.27,-1.39,-6.39
53,-2.28,7.07,4.07,11.8
54,0.17,8.2,8.11,7.76
55,-5.3,1.98,6.15,-6.1
56,-9.26,2.87,4.36,-8.96
57,-3.22,10.38,6.69,-2.0
58,1.13,9.71,4.33,-1.21
59,-1.99,-1.27,-4.78,-13.26
60,-6.15,-6.37,-9.12,-15.48
61,-8.55,-3.1,-6.58,-3.43
62,-8.56,-1.3,-3.5,2.45
63,-3.3,0.38,0.3,3.65
64,-0.71,-3.91,-0.76,-0.92
65,-9.08,-10.39,-6.59,-12.21
66,-13.22,-9.74,-8.17,-12.4
67,-2.53,-2.7,-1.67,-0.45
68,10.02,7.67,7.42,-1.51
69,9.95,9.13,6.93,-17.16
70,0.92,3.21,1.22,-22.35
71,-13.64,7.4,3.77,-19.99
72,-15.52,29.47,10.74,-7.86
73,-1.72,31.62,2.85,10.31
74,-21.62,3.4,-9.0,7.48
75,-58.74,8.5,-7.38,-29.48
76,-34.79,17.0,-5.35,-85.97
77,6.43,20.79,13.35,-80.12
78,4.37,37.4,30.44,25.02
79,-27.12,-5.11,3.17,118.01
80,-88.22,-62.28,-38.1,99.17
81,-78.73,-29.3,-47.65,55.21
82,4.17,72.54,-3.73,49.0
83,40.54,107.25,44.62,14.36
84,48.89,0.76,16.37,-11.64
85,51.41,-75.82,-47.58,26.54
86,41.26,31.26,-47.53,73.72
87,39.1,120.74,9.5,62.82
88,41.76,82.61,48.82,5.46
89,42.15,38.48,29.23,-27.67
90,35.2,2.96,-30.32,-16.63
91,6.66,-24.9,-78.29,-11.54
92,-7.59,-31.98,-47.02,-24.87
93,32.05,-12.54,43.03,-17.72
94,54.23,4.6,65.94,-6.2
95,12.71,5.75,16.66,-20.36
96,-16.51,13.02,-22.51,-21.93
97,-5.23,-12.94,-34.66,-5.16
98,10.0,-50.36,-33.86,-9.76
99,10.11,-24.71,-24.58,-12.85
100,14.59,34.38,13.4,10.51
101,49.29,26.76,58.18,21.64
102,71.8,-41.06,52.55,6.93
103,43.81,-62.15,32.19,3.04
104,11.53,-15.04,48.28,8.2
105,19.13,20.33,62.99,0.56
106,34.81,-2.25,35.26,2.94
107,23.4,-27.91,12.39,19.99
108,8.66,-9.51,44.16,20.42
109,16.12,12.34,67.18,11.08
110,20.38,-3.79,34.18,15.12
111,11.8,-39.14,-8.99,20.03
112,6.36,-62.42,-14.75,10.59
113,-5.42,-53.28,7.37,1.87
114,-18.17,-19.04,10.98,5.04
115,-26.21,-25.21,-15.93,1.68
116,-40.87,-76.63,-46.53,-15.13
117,-37.46,-65.84,-43.08,-30.56
118,-19.41,-8.11,-0.07,-38.71
119,-25.56,7.3,24.82,-36.29
120,-29.45,26.88,8.82,-29.29
121,-15.64,49.29,-0.52,-32.88
122,-21.2,25.35,-0.36,-34.17
123,-36.79,3.24,-11.17,-34.84
124,-26.54,18.79,-14.72,-44.99
125,-12.73,21.6,-11.33,-46.92
126,-23.73,-20.92,-20.34,-34.2
127,-35.03,-27.22,-33.52,-7.1
128,-24.76,3.14,-35.14,-7.44
129,-13.08,-27.92,-31.96,-31.9
130,-11.8,-71.12,-26.43,4.28
131,-13.2,-71.13,-25.08,65.82
132,-22.43,-54.61,-31.3,52.05
133,-20.02,-24.58,-23.37,11.91
134,-6.95,-20.7,-10.26,15.14
135,-15.95,-47.99,-13.02,43.98
136,-35.83,-75.19,-27.28,61.4
137,-31.1,-77.83,-33.82,20.57
138,-9.72,-22.99,-17.86,-14.33
139,-4.81,-6.01,-14.57,7.08
140,-6.36,-52.37,-29.6,11.35
141,9.29,-34.4,-14.51,-10.02
142,26.5,28.41,5.71,-14.08
143,34.02,35.91,-13.89,10.11
144,27.86,-30.06,-42.85,39.97
145,-6.09,-70.88,-45.02,32.39
146,-25.33,-30.4,-24.34,-17.08
