,ch1,ch2,ch3,ch4
0,-5.42,0.35,-0.45,-9.77
1,-2.28,1.33,-2.45,-2.58
2,-0.52,1.75,-3.87,1.95
3,0.25,2.63,-6.72,2.87
4,-0.35,0.51,-6.52,2.47
5,-1.89,-2.37,-1.39,-1.52
6,2.14,0.09,3.53,-2.4
7,7.43,1.62,6.03,2.51
8,5.51,1.92,4.87,4.05
9,-1.35,1.88,1.96,-1.66
10,-11.32,-3.31,-2.36,-11.34
11,-19.39,-9.13,-8.72,-23.38
12,-15.31,-9.26,-8.46,-26.81
13,-3.47,-3.28,-2.36,-12.27
14,4.46,1.6,0.09,4.63
15,4.4,2.43,-0.08,9.37
16,1.31,0.59,-0.79,9.71
17,4.18,-1.82,-0.41,19.37
18,12.74,3.38,3.62,32.53
19,17.31,8.48,6.65,30.42
20,11.96,6.82,5.79,14.44
21,4.57,5.48,3.95,2.02
22,1.21,1.79,1.62,-2.2
23,-2.5,-1.37,-2.8,-6.82
24,-3.97,-0.08,-4.82,-13.55
25,-1.11,1.7,-1.67,-14.32
26,1.74,2.89,0.57,-6.98
27,2.9,1.9,0.76,-1.47
28,-1.45,-0.98,-0.19,-6.39
29,-6.56,-5.52,-0.66,-13.51
30,-3.31,-6.0,2.38,-12.35
31,0.51,-3.42,1.26,-8.4
32,1.78,-2.24,-1.76,-3.71
33,2.61,1.95,0.1,2.01
34,-0.61,2.45,0.26,3.25
35,-2.04,1.6,-0.65,5.38
36,0.42,3.65,-0.35,8.14
37,0.31,0.08,-1.22,5.26
38,-2.61,-3.07,-2.48,1.48
39,-3.07,-1.49,-1.84,-1.96
40,0.18,1.6,1.82,-3.22
41,2.95,3.71,4.17,-2.65
42,1.89,0.38,1.87,-4.04
43,-2.28,-2.67,-1.69,-3.5
44,-5.62,-3.18,-3.16,-1.85
45,-5.33,-3.39,-3.31,-0.09
46,-0.01,-2.16,-1.17,5.33
47,8.58,1.22,4.69,12.93
48,9.52,4.03,6.51,15.04
49,-0.3,-1.49,1.17,6.2
50,-5.7,-6.72,-2.14,-6.11
51,1.05,-1.8,0.4,-7.46
52,10.18,4.54,5.75,3.15
53,13.05,6.64,9.33,11.59
54,11.76,4.2,6.92,12.05
55,8.6,1.38,1.09,8.3
56,3.39,2.54,-1.47,4.32
57,-0.86,2.86,-0.46,4.75
58,-2.15,3.49,1.22,7.84
59,-0.74,5.53,1.39,4.59
60,4.38,6.6,0.87,0.96
61,7.51,5.38,1.46,8.39
62,0.55,-1.89,-0.54,15.46
63,-8.71,-6.04,-5.85,9.87
64,-8.2,-1.75,-7.54,-2.64
65,-3.04,2.49,-2.17,-7.04
66,-1.05,2.86,3.68,-3.16
67,-2.34,-1.41,2.54,-4.76
68,-2.98,-3.99,-1.95,-11.48
69,3.95,-1.7,-2.89,-11.59
70,8.35,-0.46,-2.93,-5.24
71,-0.12,-2.07,-3.99,-3.5
72,-11.35,-6.33,-5.68,-7.04
73,-14.05,-8.61,-6.4,-5.82
74,-5.62,-7.25,-4.1,0.01
75,0.42,-3.31,-2.34,-3.88
76,-4.66,3.44,-1.62,-16.95
77,-6.56,6.08,-0.1,-18.25
78,-1.96,5.84,1.72,-7.37
79,2.08,7.0,3.92,-10.03
80,-0.08,6.06,3.9,-20.48
81,-4.98,5.83,3.18,-17.98
82,-2.83,12.82,7.12,-14.32
83,-2.95,18.24,8.38,-10.72
84,-5.04,16.18,8.14,10.65
85,5.95,20.19,12.86,7.24
86,8.02,25.62,8.71,-27.42
87,-22.94,32.28,-3.54,-26.31
88,-42.65,22.81,-15.38,2.24
89,-30.93,9.83,-15.7,0.6
90,-17.64,24.04,1.93,-59.5
91,-3.28,-3.01,1.84,-67.24
92,-7.72,-41.05,-21.96,66.9
93,-43.92,-16.64,-25.09,178.22
94,-62.63,-10.3,-11.45,119.83
95,-43.02,-53.14,-16.19,-12.74
96,5.38,-59.07,-18.65,-39.7
97,52.27,22.35,9.62,27.95
98,50.6,74.29,20.33,44.35
99,39.67,20.54,2.32,25.34
100,42.67,-24.01,9.07,19.35
101,30.45,-12.13,22.25,1.35
102,15.85,18.41,10.34,-10.53
103,5.29,10.62,-17.71,-16.5
104,9.31,12.78,-25.38,-20.0
105,17.56,50.45,-7.74,-10.32
106,9.5,34.89,-1.0,-5.48
107,-1.92,11.03,-0.11,-7.62
108,-18.23,32.24,1.4,-13.57
109,-21.47,65.61,-5.99,-25.52
110,12.73,62.27,-13.02,-23.17
111,40.93,35.91,-10.06,-11.48
112,32.68,37.9,4.93,-8.11
113,26.59,36.37,15.94,-9.4
114,31.66,-8.8,11.08,-5.15
115,32.72,-43.17,28.36,11.96
116,28.81,-46.55,51.64,22.19
117,18.94,-65.41,33.64,15.68
118,20.92,-67.77,-1.27,7.5
119,32.74,-39.25,-36.6,1.35
120,25.63,-44.14,-43.37,2.45
121,2.61,-64.74,0.71,7.58
122,-12.37,-46.31,30.93,1.3
123,-7.82,-30.75,35.32,-3.41
124,5.62,-35.97,59.66,7.13
125,4.36,-22.04,62.43,13.42
126,-18.7,-11.38,12.54,0.44
127,-40.32,-27.68,-20.59,-14.42
128,-28.36,-21.8,8.39,-7.68
129,-5.03,10.59,51.7,-3.03
130,-10.84,26.98,43.03,-24.77
131,-28.92,51.19,1.75,-46.68
132,-36.56,69.53,-2.17,-51.95
133,-36.27,43.49,15.1,-39.25
134,-31.11,20.57,1.86,-14.97
135,-16.13,28.73,-8.59,-0.66
136,4.76,43.58,3.82,-3.13
137,7.53,35.06,0.54,-22.02
138,-5.38,1.53,-13.23,-45.09
139,-8.75,-18.45,-21.06,-38.57
140,-9.37,-42.32,-32.64,21.01
