,ch1,ch2,ch3,ch4
0,4.33,-7.5,-0.2,0.98
1,-0.86,-11.32,-4.7,-4.55
2,-3.57,-11.47,-4.42,-0.41
3,-6.06,-12.47,-1.89,-3.13
4,-8.67,-11.17,0.8,-13.63
5,-10.9,-9.05,-6.38,-11.62
6,-10.91,-7.85,-11.66,2.89
7,-4.23,-9.71,-3.04,3.89
8,6.31,-10.03,5.77,-1.25
9,7.41,-9.83,4.59,5.97
10,-0.88,-15.41,-1.4,7.07
11,-0.87,-18.72,-6.15,-0.92
12,4.78,-16.87,-9.51,-5.46
13,4.19,-12.77,-6.04,-4.57
14,-2.52,-9.44,-0.84,-0.16
15,-7.96,-7.68,-3.83,0.95
16,-8.46,-2.81,-5.27,-1.23
17,-9.34,-1.89,-3.43,-2.85
18,-6.03,-4.8,-3.21,-4.28
19,1.94,1.37,1.41,-3.27
20,6.38,10.73,7.7,7.74
21,5.9,12.07,6.27,17.24
22,-0.93,5.92,-2.5,5.43
23,-9.31,3.53,-5.68,-14.59
24,-10.75,8.53,-1.26,-16.02
25,-6.01,11.73,-1.52,-2.14
26,-1.36,13.23,-1.1,2.61
27,0.96,14.99,6.76,-1.22
28,5.03,16.77,12.61,5.06
29,7.22,14.8,10.48,15.92
30,7.34,12.33,8.56,15.27
31,8.37,13.63,8.71,4.06
32,4.5,11.03,4.5,-4.28
33,2.31,6.86,1.12,-1.32
34,7.76,5.24,2.12,4.39
35,9.67,3.72,2.73,2.6
36,3.16,0.87,-0.42,-2.85
37,-0.99,-2.07,-1.44,-3.55
38,4.05,0.86,4.22,-1.03
39,10.72,6.31,8.28,2.76
40,12.36,5.01,5.71,5.63
41,8.76,2.04,3.11,0.73
42,0.32,-0.1,0.95,-5.71
43,-4.49,-1.73,-2.15,-6.87
44,1.73,1.15,0.04,-8.52
45,4.72,2.18,2.67,-6.96
46,-2.14,-1.62,-0.66,4.63
47,-5.78,-5.21,-4.09,10.68
48,-9.52,-8.94,-6.84,1.8
49,-15.09,-11.42,-11.54,-4.25
50,-11.55,-6.61,-10.97,1.45
51,-2.64,0.98,-2.71,6.99
52,-5.11,-2.16,-0.85,-3.41
53,-20.9,-13.68,-9.28,-27.11
54,-31.1,-19.95,-12.87,-40.44
55,-28.8,-19.19,-7.3,-35.02
56,-27.9,-19.74,-7.1,-24.96
57,-33.27,-25.88,-18.76,-17.15
58,-33.22,-31.64,-26.05,-8.43
59,-22.56,-26.24,-17.39,-2.19
60,-5.4,-7.28,-2.54,7.81
61,2.3,4.92,2.21,20.71
62,-5.35,-0.5,-2.01,20.57
63,-7.25,-3.44,-0.45,10.99
64,4.22,6.75,7.9,1.64
65,13.13,16.92,12.4,-1.61
66,13.15,19.03,8.67,1.13
67,11.45,12.42,1.59,2.18
68,12.59,-9.01,-9.69,1.53
69,17.83,-30.13,-23.17,3.78
70,21.53,-28.91,-21.73,8.69
71,21.17,-18.81,-5.13,11.54
72,16.9,-15.39,8.19,2.82
73,15.3,-1.04,20.58,-6.77
74,22.6,17.58,27.06,8.07
75,22.06,25.65,13.42,20.07
76,12.99,32.2,4.74,-1.54
77,3.73,26.06,11.41,-24.32
78,-5.83,-1.47,10.89,-15.04
79,-8.73,-22.15,-2.31,-14.32
80,-1.01,-1.57,-20.5,-50.5
81,-5.27,28.86,-19.01,-54.17
82,-34.85,14.46,2.42,-26.15
83,-38.5,22.08,25.06,36.25
84,-12.89,91.54,42.95,99.04
85,-8.11,102.59,32.96,38.73
86,-23.1,34.67,-2.32,-32.28
87,-36.58,24.45,-13.2,11.87
88,-47.03,95.89,8.56,61.92
89,-59.26,95.91,9.18,24.33
90,-54.03,8.57,-14.77,-24.01
91,-11.96,-43.58,-23.89,6.25
92,36.85,-11.25,-8.05,67.81
93,53.81,53.83,-0.49,67.16
94,47.71,40.53,-26.57,8.24
95,30.67,-27.88,-50.4,-24.12
96,15.09,-48.56,-37.1,-15.01
97,5.46,-30.68,-10.57,-20.79
98,1.85,-5.81,-4.28,-36.7
99,14.03,12.97,-8.07,-19.75
