,ch1,ch2,ch3,ch4
0,1.8,0.29,-1.15,0.98
1,2.13,-0.53,-3.39,2.71
2,4.03,2.35,-1.65,0.97
3,10.78,7.92,6.05,-1.18
4,11.77,6.89,6.44,-4.38
5,5.66,2.23,2.01,-1.05
6,1.24,1.84,1.59,6.42
7,4.09,5.03,5.56,11.74
8,8.01,6.33,9.03,17.03
9,6.61,3.31,6.29,14.91
10,4.92,1.21,5.17,7.52
11,0.84,-0.67,5.86,5.25
12,-2.95,-3.12,1.85,4.66
13,0.05,-2.19,-2.25,4.35
14,2.78,-1.0,-4.18,5.43
15,2.08,-3.0,-4.01,4.5
16,-1.16,-5.72,-4.55,-0.55
17,-2.33,-4.13,-3.56,0.36
18,0.57,-0.26,0.32,6.53
19,0.89,0.46,-0.88,3.87
20,1.79,-0.03,-2.86,0.63
21,0.77,-2.47,-2.45,0.6
22,-1.89,-3.56,-0.29,-1.79
23,0.61,-0.07,2.7,-7.01
24,2.7,3.4,1.81,-6.31
25,2.46,5.03,1.77,4.01
26,-1.74,-0.33,1.23,2.37
27,-2.45,-3.74,0.7,-3.4
28,5.98,3.63,3.78,0.03
29,5.65,4.61,2.88,-1.81
30,-5.1,-3.9,-2.53,-5.78
31,-9.09,-8.44,-8.08,-4.41
32,-2.7,-5.06,-6.29,-0.96
33,3.04,0.75,0.26,-1.49
34,3.66,2.08,1.57,-1.12
35,6.01,1.72,3.88,6.07
36,1.88,-1.69,2.52,3.23
37,-8.03,-6.65,-5.97,-6.3
38,-10.02,-5.86,-10.27,-7.32
39,-8.19,-3.41,-9.15,-6.76
40,-3.69,-0.05,-1.79,-4.56
41,0.17,0.98,2.62,-2.25
42,2.02,0.37,-0.24,-0.55
43,5.28,3.53,1.97,4.1
44,4.15,3.35,7.33,5.19
45,3.16,1.96,10.9,-2.65
46,4.57,2.9,8.65,-11.8
47,5.51,4.58,3.3,-0.57
48,6.98,6.9,3.14,17.56
49,1.55,2.86,1.02,12.4
50,-4.6,-1.99,-1.05,-0.58
51,-0.8,-2.32,-0.29,-1.06
52,2.3,-2.65,-1.01,0.97
53,-0.33,0.49,0.33,-2.31
54,-4.89,0.62,-1.38,-2.47
55,-3.38,-2.43,-3.65,1.16
56,4.17,-0.11,-2.39,1.51
57,2.86,1.82,-3.53,0.06
58,-5.89,-3.86,-8.22,-0.76
59,-9.42,-7.61,-8.98,-5.87
60,-4.92,3.22,-0.59,-11.54
61,-3.73,14.17,1.99,-10.4
62,-3.99,16.03,0.87,-3.04
63,-1.61,13.65,5.17,-0.21
64,-1.27,9.71,7.05,-3.43
65,1.82,9.78,9.14,0.17
66,6.73,13.16,12.53,-13.12
67,14.68,15.67,12.42,-31.92
68,8.41,10.57,7.29,-11.56
69,-8.53,3.91,4.78,9.23
70,-7.23,6.96,8.43,0.63
71,5.72,12.97,9.95,-11.15
72,4.34,27.09,11.85,-13.48
73,-9.95,38.84,6.69,-13.76
74,-19.11,35.6,-6.75,-14.47
75,-37.83,28.32,-13.87,-17.32
76,-52.74,30.89,-23.69,-9.25
77,-36.89,17.4,-22.0,6.79
78,-17.49,-27.86,1.32,-3.03
79,-20.51,-77.68,8.05,33.63
80,-66.17,-39.5,-0.88,95.97
81,-99.91,88.75,10.8,41.05
82,-12.02,65.39,30.12,-20.39
83,97.52,-62.27,12.97,28.38
84,92.48,-65.17,-11.23,103.61
85,51.5,36.41,4.58,125.96
86,34.65,57.98,8.76,62.61
87,31.11,-13.09,-16.11,-6.38
88,48.51,0.78,-33.94,-17.7
89,48.33,28.04,-44.88,-6.44
90,29.86,0.55,-32.0,-3.05
91,29.91,-12.52,1.77,-16.18
92,32.03,17.78,19.73,-23.83
93,24.74,52.14,14.56,-29.7
94,21.0,27.04,1.8,-30.16
95,24.34,-1.59,-2.43,-12.76
96,14.41,33.38,0.25,-7.27
97,-5.12,56.78,-13.04,-15.35
98,-5.79,24.65,-20.83,-8.69
99,5.09,21.85,11.54,0.85
100,12.86,35.33,35.11,-8.81
101,14.15,-8.63,19.19,-16.57
102,-9.23,-73.96,2.13,-12.98
103,-30.36,-96.1,-5.62,-13.02
104,-13.36,-81.48,-18.15,-12.24
105,-9.49,-84.94,-24.33,-11.78
106,-32.67,-95.82,-5.1,-16.45
107,-18.12,-66.95,34.71,-11.42
108,10.91,-38.47,50.39,-1.46
109,-0.26,-35.94,28.07,-3.97
110,-14.58,-32.23,10.1,-6.83
111,-10.32,-54.06,-2.23,-7.85
112,-14.06,-74.39,-12.94,-21.26
113,-26.49,-53.46,-22.26,-35.78
114,-27.9,-54.55,-24.13,-33.55
115,-13.21,-58.86,-5.67,-19.1
116,1.59,-48.94,-2.41,-4.24
117,-2.28,-66.95,-9.43,8.83
118,-19.28,-60.06,-13.04,11.0
119,-20.34,-8.62,-14.07,1.75
120,3.41,28.91,8.76,1.9
121,17.12,44.15,23.21,11.56
122,3.69,54.38,12.24,11.92
123,-10.04,42.24,5.8,-8.08
124,-14.37,31.36,1.48,-31.82
125,-12.51,58.74,-9.42,-29.55
126,-1.82,98.39,-7.46,-13.07
127,10.61,116.8,22.39,-9.63
128,9.97,94.46,44.63,-5.81
129,7.17,53.1,35.06,18.52
130,15.52,38.82,17.2,21.29
131,10.6,37.81,-7.49,-32.3
132,-6.75,32.46,-20.0,-40.28
133,-14.94,42.29,-0.59,23.94
134,-12.55,37.0,6.95,24.22
135,-9.69,-7.58,-11.66,-19.46
136,-18.03,-38.47,-25.86,-14.62
137,-20.45,-36.16,-22.38,17.04
138,-8.77,-34.36,-14.33,46.78
139,1.65,-40.96,-19.44,45.09
140,9.87,-59.73,-16.56,3.97
141,-1.33,-72.13,-9.81,-27.29
142,-18.9,-46.37,-24.95,-22.22
143,-18.62,-65.37,-35.48,-8.64
144,-21.71,-99.47,-21.32,37.08
145,-19.42,-54.38,-7.34,86.21
146,-12.36,-28.32,-28.3,24.79
147,-20.31,-13.97,-48.69,-23.85
148,-19.78,41.15,-21.52,42.76
149,4.25,25.59,14.48,69.45
150,27.45,-75.82,14.47,23.57
151,20.4,-117.75,-6.44,-12.16
152,6.76,-27.89,-7.4,-26.32
153,24.49,68.35,-8.73,-30.63
154,34.46,37.27,-28.52,-25.48
155,22.4,-16.63,-18.13,-7.3
156,18.14,15.59,14.04,16.28
157,14.57,74.07,19.55,26.89
158,10.83,59.3,-2.1,11.88
159,12.69,3.3,-3.91,-1.84
160,13.65,19.94,27.94,9.79
161,6.76,45.42,32.29,5.5
162,2.81,24.71,13.81,-17.05
163,8.21,22.27,17.58,-12.71
164,13.0,30.71,21.89,-5.17
165,12.35,12.73,1.73,-23.07
166,3.04,-8.02,-12.63,-28.68
167,-4.06,-7.07,14.25,-7.07
168,-3.81,-12.66,38.77,-4.85
169,-4.55,-30.93,24.71,-14.72
170,-2.71,-25.17,5.24,-5.62
171,-3.09,-17.37,-3.8,-5.49
172,-4.7,-26.01,-2.05,-13.85
173,-0.21,-12.23,7.33,-9.35
174,-0.61,1.91,4.51,-5.12
175,-7.31,-5.95,-4.22,-15.36
176,-13.46,1.43,2.7,-18.53
177,-11.86,22.53,17.04,3.25
178,0.6,31.86,18.88,20.41
179,8.02,33.85,10.59,12.66
180,-0.56,24.27,2.47,2.19
181,-3.28,3.56,-0.98,6.22
182,9.72,5.89,-0.92,12.39
183,11.18,29.45,-4.04,6.02
184,5.06,41.16,-3.23,-4.28
185,10.14,35.66,1.29,0.08
186,13.51,29.89,-1.61,11.07
187,11.67,31.07,-3.87,7.62
188,14.14,32.69,3.18,-0.14
189,17.03,37.25,12.33,8.21
190,9.96,37.62,9.44,18.24
191,-0.04,24.97,-1.79,9.35
192,-0.1,16.28,-2.41,-4.58
193,3.22,18.58,5.02,-1.43
194,1.48,13.67,6.46,6.45
195,-0.45,1.88,7.17,-2.38
196,-0.55,-0.47,9.92,-9.54
197,3.8,4.63,11.32,7.7
198,10.53,4.3,12.65,21.78
199,9.25,-4.62,9.02,13.79
200,1.58,-13.34,1.19,1.87
201,-8.05,-20.45,-6.48,-16.09
202,-11.67,-25.07,-8.04,-29.27
203,-7.94,-25.15,-6.79,-12.34
204,-5.31,-23.91,-9.97,11.43
205,-7.55,-22.81,-12.96,9.67
206,-12.4,-25.12,-13.52,-4.81
207,-10.18,-28.32,-7.94,-9.92
208,-3.86,-27.71,0.33,-8.9
209,-3.29,-21.71,0.67,-8.64
210,-9.28,-14.11,-6.0,-8.79
211,-14.4,-9.03,-10.82,-9.6
212,-10.91,-4.73,-9.2,-1.33
213,-6.27,-2.05,-7.05,10.69
214,-5.77,-0.33,-6.89,6.44
215,-4.6,1.28,-4.41,-2.08
216,-3.13,2.06,-3.34,-1.35
217,1.77,10.22,-1.61,1.19
218,8.18,22.37,4.72,3.7
219,6.05,22.07,6.34,6.84
220,0.46,13.68,3.85,5.05
221,-5.0,4.73,3.35,-1.54
222,-9.32,-2.69,3.72,-0.94
223,-8.8,-4.19,-0.22,2.71
224,-6.25,-1.64,-4.53,1.45
225,-2.83,2.24,-0.83,3.91
226,-4.38,1.44,-0.91,-0.02
227,-7.92,-0.21,-5.25,-12.76
228,-4.85,3.27,-1.06,-10.63
229,-0.83,2.15,2.46,-2.95
230,1.18,-1.23,0.2,-4.6
231,1.02,1.2,-1.19,-1.65
232,0.92,4.12,2.1,10.35
233,4.94,2.51,7.77,15.53
234,6.44,-1.83,6.63,3.6
235,7.01,0.01,4.59,-0.94
236,7.37,3.55,3.66,7.32
237,1.22,0.48,-2.74,6.35
238,-2.61,-1.75,-5.91,0.67
239,-2.89,-5.19,-4.34,-4.0
240,-0.77,-5.48,-2.96,-4.23
241,2.51,1.68,-3.07,-2.72
242,0.85,2.5,-0.93,-4.4
243,-1.1,-4.08,3.78,-1.48
244,-4.78,-9.79,1.39,1.39
245,-9.56,-13.12,-4.32,-1.49
246,-5.77,-12.82,-4.97,-2.62
247,4.18,-6.25,-0.94,-2.87
248,1.88,-3.24,0.35,-12.7
249,-10.28,-11.32,-5.38,-17.01
250,-7.89,-15.68,-7.01,2.3
251,3.88,-7.32,-0.47,18.27
252,5.92,-3.38,3.04,8.78
253,2.59,-8.72,-0.28,-5.05
254,3.51,-5.45,-1.62,4.33
255,2.37,3.77,1.06,16.69
256,-4.49,2.65,-0.83,1.2
257,-3.74,-0.71,-3.64,-7.9
258,2.37,3.62,-1.2,6.57
259,4.46,8.55,9.07,7.59
260,5.55,8.66,20.87,-13.63
261,2.86,3.65,16.33,-25.82
262,-0.46,0.76,6.42,-13.46
263,-4.15,1.67,2.46,-6.32
264,-4.8,5.04,-0.87,-5.61
265,7.17,10.84,0.01,10.37
266,14.1,9.26,-0.63,14.71
267,15.03,9.86,0.95,12.98
268,21.75,18.84,8.1,29.05
269,18.17,14.47,4.66,36.09
270,5.25,1.38,-5.11,22.54
271,-7.54,-5.42,-12.54,-1.58
272,-16.02,-7.47,-15.82,-20.92
273,-14.81,-6.47,-10.79,-23.93
274,-13.81,-7.3,-6.55,-20.06
275,-11.38,-6.85,-4.76,-13.82
276,-0.17,-2.8,-4.03,-2.9
277,13.46,2.81,-2.51,8.42
278,18.46,8.01,5.01,10.23
279,8.96,5.8,5.65,1.91
280,-1.3,1.25,0.76,-1.68
281,-1.62,4.62,3.16,-2.05
282,1.01,7.4,5.33,-4.75
283,-1.99,-0.63,0.46,-4.19
284,-6.84,-5.27,-2.22,-6.14
285,-3.49,1.76,4.57,-5.55
286,-2.1,7.11,8.77,-2.23
287,-8.74,4.35,0.14,-9.72
288,-8.93,0.08,-10.63,-18.97
289,-1.01,-1.25,-9.63,-12.28
290,4.9,-0.68,0.69,8.07
291,1.26,0.06,4.6,17.36
292,-6.45,-0.11,-0.18,8.85
293,-4.85,2.98,0.29,2.87
294,0.58,6.16,5.31,5.19
295,1.6,3.73,5.94,8.99
296,1.48,-1.15,-0.92,7.1
297,-0.01,-4.02,-6.85,-3.24
298,-1.77,-0.78,-0.3,-6.9
299,-0.87,2.54,4.63,3.03
300,5.56,2.28,2.38,12.83
301,9.66,-0.76,0.81,7.55
302,3.01,-5.24,-3.84,-7.17
303,-6.51,-6.49,-5.02,-11.72
304,-13.04,-9.2,-2.52,-7.85
305,-9.66,-9.58,-3.47,-1.39
306,-0.73,-6.5,-3.78,6.13
307,-0.94,-7.52,-3.99,6.53
308,-8.36,-11.3,-9.91,-5.31
309,-4.7,-10.64,-9.29,-15.68
310,8.46,-3.32,2.7,-3.64
311,4.27,0.12,3.79,12.5
312,-7.53,-1.79,-3.67,13.37
