,ch1,ch2,ch3,ch4
0,4.45,1.66,8.52,6.13
1,1.6,1.04,2.87,8.73
2,-2.42,-1.06,-1.11,20.46
3,-1.66,-2.32,-2.12,25.82
4,-1.11,-2.28,-5.23,9.91
5,-2.25,-1.41,-6.98,-3.05
6,-2.36,-1.99,-7.68,-6.21
7,-5.59,-5.78,-8.07,-14.3
8,-10.98,-10.22,-6.86,-23.88
9,-10.4,-12.53,-7.13,-22.42
10,-8.0,-12.25,-9.72,-15.34
11,-12.42,-10.88,-13.83,-3.9
12,-15.0,-10.34,-15.65,10.18
13,-12.76,-11.12,-14.57,10.13
14,-9.44,-8.98,-10.62,3.92
15,-5.31,-6.17,-5.57,-3.17
16,-4.09,-5.32,-3.59,-13.62
17,-2.42,-2.29,-0.95,-15.49
18,-0.69,0.22,0.29,-13.07
19,-1.77,0.36,-1.69,-10.22
20,-3.43,1.09,-2.98,-7.44
21,-2.9,2.38,-2.78,-20.13
22,0.13,1.91,0.61,-31.46
23,-0.84,-0.94,1.57,-11.44
24,-0.73,-0.87,0.17,20.37
25,3.32,0.75,0.71,32.51
26,-0.03,-3.41,-3.18,21.37
27,-1.39,-2.15,-4.34,10.59
28,6.41,7.2,1.22,10.49
29,9.4,7.75,2.77,2.99
30,4.84,0.85,1.36,-7.48
31,-0.3,-2.53,-1.06,-11.32
32,-3.11,-1.5,-4.33,-11.39
33,-3.66,0.33,-4.32,-3.58
34,-1.71,0.45,-2.25,5.91
35,0.2,-2.51,-1.98,8.27
36,1.02,-5.99,-3.92,0.45
37,1.07,-6.47,-4.94,-7.86
38,-2.97,-5.33,-5.09,-6.49
39,-6.85,-2.79,-2.97,-0.4
40,-1.58,1.38,4.08,7.55
41,7.71,3.98,8.99,6.89
42,9.45,3.63,7.99,1.45
43,4.29,0.65,3.72,5.64
44,2.68,1.14,1.36,8.78
45,11.0,10.99,7.37,-0.73
46,14.24,16.07,9.92,-14.18
47,4.61,8.09,4.16,-10.94
48,-2.5,0.28,4.33,3.25
49,-3.07,-3.5,6.52,6.77
50,-1.38,-4.23,3.32,1.42
51,-1.38,-0.54,-1.97,-2.48
52,-3.64,0.48,-5.55,0.2
53,-7.63,-4.84,-7.23,0.73
54,-7.33,-6.45,-6.12,1.29
55,3.59,0.24,-0.1,8.07
56,6.9,3.74,2.65,5.21
57,-1.62,-1.2,0.04,-1.08
58,-6.28,-7.15,-3.48,-1.95
59,-5.98,-6.76,-6.43,-6.99
60,-2.45,-2.69,-4.53,-10.31
61,3.04,-1.75,-0.04,-2.38
62,7.51,-1.54,1.38,8.48
63,6.42,0.87,1.7,6.92
64,0.95,4.0,4.12,3.36
65,-0.02,8.56,6.45,5.82
66,0.64,10.14,3.82,0.46
67,-3.59,2.22,-3.4,-10.95
68,-8.77,-7.21,-8.6,-14.33
69,-7.84,-5.91,-7.45,-8.67
70,-1.58,1.03,-2.23,-3.63
71,0.98,1.81,-0.74,0.48
72,1.64,-0.32,-1.32,6.09
73,1.93,-0.4,0.44,7.05
74,-0.75,-1.09,2.46,5.14
75,-1.03,-1.32,4.35,7.88
76,-2.95,-3.05,1.1,4.4
77,-4.73,-4.16,-2.65,-4.03
78,-1.22,-0.59,-0.33,-5.66
79,1.56,2.89,3.24,-3.33
