,ch1,ch2,ch3,ch4
0,6.06,3.78,2.05,-1.52
1,-0.93,-3.43,-0.23,-2.6
2,-2.49,-7.74,-0.26,4.35
3,-1.4,-4.62,-0.87,3.59
4,-1.19,4.37,-0.13,-2.96
5,1.79,15.02,4.36,-0.09
6,4.11,14.55,6.09,4.39
7,0.7,3.56,2.59,-1.6
8,3.97,3.92,3.29,-3.08
9,8.87,9.42,3.43,1.79
10,1.44,5.27,-1.45,-0.25
11,-4.19,-1.9,-4.22,-6.53
12,-2.2,-4.13,-5.48,-10.1
13,-1.57,-4.09,-6.28,-6.88
14,-2.45,-5.88,-4.71,-3.2
15,-3.32,-3.69,-0.55,-2.98
16,-0.16,3.29,3.68,2.91
17,-0.05,2.0,1.88,3.47
18,-3.63,-3.56,-2.42,-5.34
19,-3.04,-1.89,-1.98,-7.68
20,-4.31,0.79,0.62,-6.23
21,-7.96,-1.8,-1.07,-6.07
22,-11.55,-7.82,-8.12,-6.07
23,-9.23,-6.81,-7.54,-4.97
24,-1.32,0.93,0.79,-0.89
25,1.86,1.44,2.27,2.66
26,-1.38,-3.91,-0.23,1.09
27,-3.2,-2.7,2.1,-0.78
28,4.11,0.45,7.03,5.15
29,8.15,-3.13,5.69,7.91
30,2.98,-2.2,-1.36,0.84
31,1.55,4.2,-4.1,-2.92
32,-1.69,1.44,-2.27,-3.34
33,-8.69,-5.54,-0.37,-5.88
34,-7.12,-6.38,-0.66,-5.49
35,0.1,-3.0,-2.37,0.3
36,4.44,1.36,-0.98,5.01
37,4.09,2.64,0.77,2.11
38,1.32,1.66,2.02,-0.23
39,2.32,3.77,5.7,7.04
40,7.72,4.12,7.06,13.22
41,6.01,-0.93,3.04,4.69
42,-1.67,-0.58,0.64,-6.18
43,-2.56,4.51,2.99,-4.29
44,1.97,3.63,2.29,0.35
45,5.16,-0.83,-1.81,0.06
46,3.61,-5.11,-3.26,-0.57
47,-2.33,-7.13,-0.94,0.66
48,-4.93,-2.6,2.99,1.66
49,-3.06,0.26,1.64,-2.18
50,-4.6,-3.55,-5.47,-6.2
51,-2.6,-2.55,-6.75,-0.52
52,3.87,0.1,-3.61,4.33
53,-1.09,-3.09,-4.01,-0.2
54,-11.64,-7.25,-5.14,-7.42
55,-9.63,-1.5,-2.3,-11.1
56,0.7,12.24,2.68,-8.83
57,4.27,12.29,1.05,-7.85
58,3.88,0.6,-3.97,-2.24
59,3.84,-3.54,-2.59,8.35
60,0.84,3.63,1.58,9.79
61,1.88,12.25,6.44,11.63
62,5.02,10.31,8.19,10.65
63,8.58,3.68,2.84,1.53
