,ch1,ch2,ch3,ch4
0,6.08,0.71,2.15,5.01
1,4.51,-1.82,2.36,-1.46
2,2.2,-3.38,1.5,-3.14
3,3.93,-1.27,2.36,-2.22
4,5.84,5.53,5.33,-0.4
5,8.31,11.63,7.06,6.25
6,6.13,8.3,3.76,4.24
7,0.32,2.77,-1.32,-2.8
8,-2.41,-1.26,-6.35,0.29
9,-6.62,-8.02,-10.14,1.13
10,-9.93,-10.09,-7.75,-3.36
11,-7.11,-7.23,-2.67,-3.56
12,-3.77,-4.87,-1.54,-2.12
13,-2.56,-1.9,-3.01,-0.66
14,0.19,1.54,-3.13,0.71
15,2.11,1.27,-4.24,0.36
16,0.86,-0.21,-5.18,1.09
17,2.63,4.36,-0.18,4.14
18,5.76,7.96,7.15,5.69
19,4.3,5.71,8.23,3.36
20,1.83,2.83,3.97,-0.18
21,3.28,1.43,4.14,0.2
22,4.39,2.02,7.93,1.9
23,-2.98,-0.42,3.86,-1.11
24,-10.15,-3.64,-3.34,-4.72
25,-5.53,-2.73,-3.62,-3.01
26,1.7,-1.56,0.39,0.76
27,2.35,-0.45,3.35,-1.76
28,2.59,-0.53,2.6,-6.53
29,3.48,2.21,3.03,1.11
30,-2.0,6.93,5.58,13.9
31,-10.44,4.4,5.74,9.31
32,-12.35,0.79,4.21,-10.04
33,-8.94,-1.11,-2.52,-27.17
34,-7.85,-0.42,-6.55,-31.92
35,-8.86,2.62,-0.04,-21.8
36,-8.07,-2.9,1.94,-8.2
37,0.14,-14.18,-4.86,4.13
38,6.15,-18.88,-11.64,12.83
39,0.03,-5.45,-10.24,14.6
40,-1.17,14.45,-2.17,19.05
41,5.8,17.1,0.85,22.78
42,9.36,9.13,-0.25,18.45
43,8.97,0.09,-0.23,12.49
44,8.14,-7.82,0.79,10.69
45,9.41,-2.98,2.87,6.63
46,7.5,3.21,-0.63,-4.6
47,0.89,-1.01,-9.12,-15.23
48,-2.66,-0.44,-9.54,-19.83
49,1.07,8.17,1.87,-11.35
50,4.35,15.54,10.95,0.17
51,-1.97,11.13,5.19,-0.94
52,-4.87,1.07,-1.16,-2.28
53,-0.31,-1.08,1.7,-1.85
54,-0.62,4.01,4.15,-3.11
55,1.11,9.87,5.07,-0.79
56,7.74,7.73,4.63,3.03
57,8.23,4.17,3.26,5.53
58,8.2,0.04,2.96,4.26
59,11.89,-7.12,2.07,1.96
60,8.31,-0.54,4.59,-1.28
61,-0.94,16.31,9.0,-10.44
62,-8.48,19.68,6.58,-22.53
63,-10.16,9.67,-0.39,-15.06
64,0.11,7.17,-0.59,15.71
65,5.73,3.84,1.63,20.75
66,-13.31,-15.43,-3.83,-8.41
67,-23.61,-29.44,-1.21,-24.06
68,-3.9,-15.8,6.24,-15.04
69,-0.68,17.77,-3.55,-7.02
70,-21.44,43.84,-12.24,-0.51
71,-32.62,35.99,-14.44,2.34
72,-18.95,10.44,-17.05,-56.08
73,-9.65,10.97,-10.56,-82.78
74,-25.16,22.25,-9.7,24.29
75,-16.88,17.87,3.93,74.67
76,8.92,6.42,29.8,17.81
77,25.92,-0.14,33.58,25.94
78,20.42,-0.96,25.52,89.14
79,-24.93,-0.96,11.15,98.68
80,-64.45,31.73,-4.14,21.69
81,-38.25,93.97,-0.09,-43.67
82,39.61,50.47,4.67,8.79
83,72.9,-72.23,-19.1,70.31
84,33.1,-39.5,-34.82,36.24
85,-7.64,77.18,-18.98,-3.97
86,-2.6,86.37,-6.09,4.39
87,27.82,37.0,-23.91,7.59
88,39.17,-0.75,-41.5,-1.79
89,27.64,8.04,-25.2,-2.82
90,16.55,27.39,0.37,-14.12
91,5.14,-4.77,13.0,-32.72
92,-17.5,-36.34,1.55,-31.39
93,-15.64,-30.84,-13.71,-21.0
94,14.73,-20.85,-11.18,-24.22
95,21.99,-24.78,-4.73,-16.01
96,23.08,-8.72,13.86,10.6
97,23.0,-12.69,18.47,9.99
98,7.55,-71.75,-7.35,-18.01
99,10.79,-76.43,-10.64,-25.35
100,35.93,-38.01,9.46,-8.12
101,36.57,-40.08,37.15,4.55
102,4.01,-51.62,66.89,5.59
103,-1.67,-62.18,54.05,-1.4
104,21.14,-69.71,27.07,-11.01
105,19.12,-49.7,32.56,-11.36
106,-1.0,-27.89,28.99,-7.47
107,-15.93,-39.63,2.62,-14.85
108,-25.57,-66.31,-11.79,-25.32
109,-14.83,-59.46,5.31,-19.32
110,11.16,-9.56,32.62,-5.94
111,18.4,19.41,23.37,-2.77
112,-1.01,-8.12,-12.63,2.6
113,-30.83,-40.54,-39.02,9.33
114,-41.9,-40.06,-48.36,-0.84
115,-23.07,-23.12,-33.1,-11.95
116,-10.48,-31.13,-15.82,-10.87
117,-13.95,-37.92,-17.61,-17.09
118,-12.44,11.42,-5.29,-21.32
119,-11.56,64.03,35.8,-4.94
120,-15.64,61.43,60.38,4.91
121,-18.75,46.29,36.71,-4.2
122,-19.28,58.95,-8.82,-4.38
123,-15.15,77.54,-24.45,5.34
124,0.49,94.47,6.92,2.84
125,22.45,119.17,33.36,-3.62
126,21.16,103.73,19.26,-3.68
127,-5.41,41.43,3.52,-5.12
128,-16.23,13.79,0.01,-11.62
129,-6.93,21.67,-12.37,-21.69
130,-4.8,25.92,-14.27,-27.39
131,-5.63,-5.24,-9.95,-16.94
132,-4.15,-63.85,-24.73,-3.14
133,-8.68,-67.44,-30.59,21.92
134,-24.46,-43.43,-21.9,68.31
135,-31.24,-40.36,-31.52,62.07
