,ch1,ch2,ch3,ch4
0,-10.66,-6.94,-5.22,-28.14
1,-9.87,-4.31,-5.99,-17.64
2,-4.46,-0.04,-3.01,-3.96
3,4.61,4.69,0.27,5.9
4,11.57,6.59,0.27,15.75
5,9.2,2.4,-3.9,19.84
6,9.23,3.72,1.83,24.31
7,10.2,7.4,9.79,28.69
8,6.46,4.37,5.69,21.62
9,3.37,-0.61,-2.02,6.23
10,-2.38,-5.18,-6.33,-8.23
11,-8.37,-7.08,-6.76,-14.67
12,-8.7,-6.01,-4.09,-12.89
13,-5.28,-4.87,0.81,-8.98
14,-4.48,-5.05,1.53,-9.35
15,-6.21,-5.54,-3.05,-9.21
16,-0.3,-1.15,-0.35,-1.64
17,1.48,0.81,2.36,-1.62
18,-7.96,-4.49,-3.32,-12.22
19,-11.88,-6.04,-5.84,-12.85
20,-7.14,-1.75,-3.0,-4.57
21,0.82,4.09,2.02,0.95
22,4.92,6.33,4.26,2.89
23,4.95,4.82,2.47,4.25
24,1.21,1.77,-0.79,0.27
25,-4.86,-2.26,-2.82,-5.19
26,-3.96,-2.14,0.53,-0.49
27,1.57,0.79,3.83,4.07
28,6.74,1.41,3.52,6.67
29,4.92,-0.87,2.44,7.4
30,-6.23,-4.22,2.21,-3.08
31,-10.71,-4.84,4.76,-9.44
32,-1.95,2.09,8.76,-3.5
33,7.1,13.56,10.02,-0.37
34,3.84,16.62,5.5,-2.9
35,-7.58,10.47,-1.34,-4.44
36,-11.11,7.69,-2.32,-4.96
37,-6.64,7.98,-0.18,-5.37
38,-0.82,7.21,1.37,-2.02
39,4.28,8.13,1.48,3.4
40,4.74,8.42,-0.87,5.82
41,2.11,5.46,-0.99,7.16
42,-2.66,-1.08,-1.17,6.04
43,-3.39,-7.25,-2.67,3.65
44,0.71,-8.89,-3.47,3.27
45,1.83,-6.58,-3.1,4.87
46,4.78,0.78,-0.08,9.44
47,6.54,6.35,-5.85,7.38
48,4.8,3.69,-12.36,1.56
49,3.54,-1.68,-2.5,3.81
50,0.33,-5.38,7.1,11.18
51,1.14,-5.51,7.37,16.99
52,4.91,-4.4,2.31,11.28
53,3.87,4.29,-3.87,-1.86
54,2.28,13.29,-2.29,-8.91
55,1.83,-3.7,2.37,-6.11
56,-1.69,-14.97,4.59,-3.45
57,-8.03,2.17,2.89,-7.32
58,-8.07,18.29,0.13,-7.82
59,-9.87,14.15,2.45,-14.36
60,-25.67,0.52,5.91,-15.0
61,-29.66,-8.91,3.89,-9.1
62,-20.76,1.76,0.88,-26.31
63,-11.04,45.44,2.33,-23.9
64,7.74,63.09,5.0,12.88
65,23.32,38.31,18.35,19.69
66,-3.47,22.58,23.42,-16.29
67,-43.7,36.72,-1.07,-41.92
68,-24.65,49.98,-18.37,5.15
69,8.07,45.67,-1.56,94.73
70,27.82,23.76,23.95,113.43
71,55.26,-15.2,13.6,59.31
72,63.44,-6.48,-19.67,13.24
73,60.42,-2.63,-21.81,0.56
74,48.96,-54.97,-6.17,2.81
75,13.57,-56.75,-16.47,-4.69
76,-11.08,-54.44,-47.69,-12.75
77,-1.47,-89.16,-65.51,-2.4
78,15.7,-61.85,-43.82,2.94
79,13.25,-22.1,-2.87,-12.57
80,-10.37,-31.11,13.07,-25.77
81,-35.25,-44.49,-2.2,-25.86
82,-33.48,-37.26,-18.52,-20.78
83,1.96,-9.9,-34.78,-4.78
84,11.07,0.83,-46.69,0.39
85,-21.74,-49.29,-24.45,-23.34
86,-22.29,-80.91,25.05,-36.51
87,-12.26,-26.64,68.37,-27.66
88,-19.58,25.87,71.63,-18.15
89,2.74,29.2,47.59,-18.29
90,17.71,15.35,32.05,-25.1
91,3.51,5.33,26.32,-23.32
92,-1.06,-8.89,7.21,-15.17
93,-4.4,-16.33,-9.0,-6.99
94,-5.4,18.84,3.11,5.1
95,4.2,59.26,26.89,15.73
96,8.48,55.21,47.19,14.87
97,8.97,39.36,49.72,1.6
98,3.05,43.02,32.16,-5.39
99,-5.09,48.86,6.32,1.91
100,-7.7,46.31,-4.72,0.84
101,-8.53,51.72,12.28,-9.8
102,-6.17,67.82,26.75,-3.97
103,0.94,67.76,17.88,4.77
104,17.9,46.54,11.46,-6.92
105,27.7,44.62,4.11,-14.04
106,15.09,54.92,-9.31,-4.63
107,-8.5,33.19,1.4,9.15
108,-14.26,9.79,22.7,30.82
109,0.05,0.24,11.91,42.29
