,ch1,ch2,ch3,ch4
0,-7.17,-2.09,-4.24,-0.75
1,-1.83,0.58,-0.49,8.17
2,7.1,2.0,8.64,11.82
3,4.79,1.21,8.17,1.45
4,-1.48,0.9,5.86,-14.91
5,-6.29,-0.42,2.57,-25.58
6,-2.12,3.13,4.44,-19.06
7,0.05,3.94,3.17,-10.55
8,-0.97,0.98,-4.62,1.26
9,4.95,2.48,-6.09,19.37
10,6.76,3.42,-5.99,23.55
11,10.91,6.34,0.3,25.03
12,13.9,7.79,8.34,24.81
13,9.82,5.77,10.31,14.89
14,7.44,4.59,10.62,6.1
15,-2.3,-1.56,2.6,0.83
16,-10.02,-6.15,-5.03,-5.08
17,-7.42,-6.26,-5.23,-19.43
18,-4.75,-5.93,-3.55,-28.72
19,-4.38,-4.31,-1.87,-17.17
20,-5.67,-3.32,-2.38,-1.5
21,-1.99,1.17,0.09,5.73
22,-1.75,1.76,-0.09,-1.34
23,-4.5,-1.19,-0.82,-7.5
24,-0.5,2.45,3.35,0.1
25,-3.54,0.87,-0.46,-1.07
26,-9.46,-4.61,-4.45,-8.14
27,-6.72,-4.76,-1.91,-8.57
28,2.67,0.2,3.14,-3.68
29,9.05,5.78,6.82,3.91
30,0.61,-0.14,-0.61,0.34
31,-7.47,-7.81,-6.96,-7.87
32,-5.3,-5.57,-5.2,-8.6
33,-0.97,-1.59,-2.15,-5.41
34,-3.64,-4.38,-4.0,-0.76
35,-15.88,-12.8,-14.05,0.74
36,-13.5,-10.76,-13.87,1.43
37,-0.05,-2.15,-5.52,-1.57
38,3.76,0.13,-1.65,-3.76
39,2.62,0.53,2.81,2.14
40,1.53,1.68,5.58,4.17
41,4.6,5.61,7.59,2.53
42,4.69,6.46,6.44,-0.8
43,4.01,4.83,4.96,0.67
44,8.61,7.97,8.45,10.86
45,7.12,8.07,7.54,11.9
46,4.24,5.58,5.25,4.96
47,2.73,3.82,2.96,-1.14
48,1.88,2.38,0.91,-0.36
49,0.58,0.9,0.87,4.6
50,-6.76,-3.63,-4.02,2.41
51,-6.51,-1.49,-4.08,6.72
52,-2.05,1.67,-2.7,12.29
53,0.33,-2.69,-6.25,7.11
54,3.41,-3.53,-4.57,1.46
55,0.72,-2.45,-4.51,-6.7
56,-2.82,-2.61,-7.4,-11.02
57,-7.13,-3.57,-8.64,-7.69
58,-4.33,-1.26,-0.66,-6.36
59,4.58,2.54,11.59,-7.19
60,2.63,-1.15,8.41,-4.16
61,0.91,-3.64,0.83,4.21
62,3.11,-1.58,-1.71,8.79
63,1.11,-0.13,-2.52,5.27
64,1.02,1.37,1.11,1.87
65,3.24,2.24,3.8,5.45
66,0.98,0.39,1.49,5.53
67,-3.02,-3.17,-2.06,-1.03
68,0.98,-1.77,0.15,-7.89
69,2.8,0.59,3.07,-12.28
70,-4.39,-1.62,1.55,-3.48
71,-1.85,1.52,5.2,11.22
72,5.55,6.42,7.06,10.4
73,4.53,4.89,2.74,-2.64
74,-0.05,1.84,0.89,-12.05
75,-4.91,-1.74,0.1,-9.06
76,-4.44,-4.25,-0.48,4.67
77,-4.37,-6.92,-4.25,6.73
78,-5.94,-7.53,-6.78,-3.47
79,-1.21,-1.07,-1.94,-5.47
80,-0.21,2.34,0.49,-4.75
81,-6.97,-2.03,-3.76,-5.55
82,-14.53,-7.57,-10.92,-6.36
83,-9.91,-8.12,-10.8,-6.73
84,1.64,-5.5,-3.99,-7.13
85,-2.61,-4.82,-3.76,-11.48
86,-8.82,-3.22,-5.08,-9.13
87,-4.16,-3.86,-4.55,1.5
88,-1.25,-7.1,-5.12,5.42
89,-2.47,-4.61,-4.32,-1.99
90,0.89,2.79,0.74,-7.75
91,6.06,8.38,8.25,-12.47
92,3.16,10.3,4.78,-14.87
93,-2.68,17.82,0.21,-0.97
94,-16.69,38.09,11.38,-5.88
95,-25.72,30.73,19.17,-21.45
96,-14.01,16.19,22.48,6.4
97,-32.37,33.08,17.81,-4.55
98,-47.69,32.66,5.36,-62.22
99,-24.78,25.12,5.34,-98.35
100,-19.55,12.96,6.09,-74.88
101,-23.38,40.16,1.73,38.81
102,-48.28,153.57,0.2,74.99
103,-51.98,106.24,0.15,32.66
104,-5.53,-61.1,-7.47,49.19
105,8.43,-36.25,-43.49,52.91
106,17.82,65.6,-48.07,26.72
107,50.66,115.29,45.26,37.03
108,56.99,81.75,103.08,80.13
109,42.85,-52.76,33.84,91.62
110,41.35,-98.09,-62.77,38.78
111,43.31,-10.75,-81.63,-7.42
112,27.25,30.44,-23.63,-16.26
113,19.23,-4.05,17.7,-22.27
114,26.79,-63.93,-5.29,-17.05
115,22.85,-76.91,-36.72,-6.35
116,6.02,-31.67,-42.96,-2.38
117,-22.13,-45.78,-54.35,-6.14
118,-16.41,-65.72,-40.93,-12.93
119,34.25,-10.92,4.27,-2.96
120,50.78,36.53,16.0,9.38
121,24.82,28.65,-3.53,-0.26
122,15.42,-3.3,-7.9,-6.9
123,29.01,-27.85,9.15,3.53
124,24.22,-58.76,23.38,2.89
125,6.28,-92.91,27.36,-4.02
126,-0.88,-72.04,34.6,-1.32
127,7.19,-20.75,42.74,-1.74
128,32.01,-24.79,28.29,-2.47
129,36.58,-60.51,9.96,8.12
130,13.33,-38.5,28.07,6.63
131,3.57,-0.47,40.1,-16.22
132,0.62,-16.11,18.09,-16.04
133,-10.8,-42.08,17.32,6.2
134,-9.54,-57.71,34.92,2.43
135,-5.64,-67.0,19.78,-12.14
136,-17.14,-53.28,-23.62,-15.14
137,-37.1,-32.27,-42.86,-26.06
138,-50.55,-42.34,-16.02,-28.78
139,-39.37,-54.12,1.45,-16.44
140,-13.22,2.89,-11.36,-32.56
141,-0.57,66.33,-13.63,-47.14
142,-8.5,63.55,2.53,-4.42
143,-19.75,56.8,22.45,31.42
144,-15.16,86.17,31.43,4.66
145,1.04,105.01,22.91,-23.6
146,9.47,90.45,-1.95,-11.68
147,9.43,72.77,-17.69,5.56
148,14.67,51.77,19.12,3.93
149,14.22,33.36,53.67,-4.01
150,-7.12,26.93,17.17,13.95
151,-16.56,14.55,-22.1,55.09
152,-5.78,3.55,-19.98,53.4
153,-8.37,-18.62,-20.43,0.48
154,-15.05,-40.15,-30.3,-31.53
155,-8.01,-39.61,-24.16,-47.04
156,-6.91,-37.61,0.53,-48.25
157,-21.79,-31.66,-1.93,-9.05
158,-24.61,-51.19,-40.82,12.86
159,-10.19,-76.1,-61.62,-2.0
160,4.5,-37.2,-43.83,-0.87
161,12.59,-4.57,-8.12,27.78
162,10.88,-12.22,12.96,29.59
163,-1.06,-17.66,8.91,14.88
164,-17.46,-31.86,-4.19,32.23
165,-12.08,9.07,-4.46,32.97
166,1.23,57.74,10.15,1.92
167,-4.96,-20.41,2.99,7.95
168,-1.9,-107.33,-23.86,32.73
169,5.18,-79.16,-31.58,17.81
170,-2.58,9.56,-23.33,-34.85
171,-11.72,75.27,-12.82,-53.95
172,-28.27,4.72,-12.61,22.69
173,-24.9,-111.24,-28.21,70.32
174,-5.68,-82.57,-37.03,-0.19
175,-3.21,-8.28,-17.92,-54.76
176,4.65,18.84,11.53,-8.33
177,9.45,7.25,12.76,27.88
178,6.56,-22.53,5.36,-4.79
179,10.82,-6.72,14.83,-7.27
180,25.42,18.17,-2.65,12.21
181,38.76,26.32,-26.41,-0.25
182,16.69,37.75,10.24,-4.29
183,-2.75,27.56,59.65,1.61
184,15.53,22.94,56.28,-5.02
185,26.98,37.22,29.01,-13.6
186,18.33,42.7,22.41,-11.92
187,5.35,38.41,25.74,-12.18
188,1.09,23.0,18.96,-10.57
189,1.86,3.78,4.69,2.28
190,0.35,-1.78,3.26,7.43
191,13.07,12.25,8.79,0.21
192,23.96,24.11,-0.47,-12.55
193,16.4,21.7,6.3,-8.85
194,5.28,6.36,23.28,7.96
195,-1.56,-11.25,15.29,3.12
196,3.86,-4.04,2.39,-9.99
197,12.67,21.91,1.06,-2.49
198,10.27,28.53,3.15,9.94
199,2.86,15.65,-1.9,-6.74
200,-3.96,14.5,-11.89,-24.42
201,-4.9,18.15,-7.17,4.03
202,-0.12,13.1,4.17,31.42
203,9.32,22.73,11.46,24.96
204,15.97,40.53,17.51,14.68
205,9.71,36.38,11.07,7.13
206,9.59,25.45,3.6,12.35
207,14.39,27.2,8.7,24.57
208,9.05,29.3,12.12,16.76
209,0.97,19.01,-0.32,-3.33
210,-5.65,9.01,-14.26,-8.36
211,-8.32,7.94,-10.65,0.0
212,-7.31,1.89,-4.58,-3.09
213,-7.74,-6.52,-9.53,-13.95
214,-8.97,-3.65,-10.02,-14.41
215,-8.76,-1.57,-6.08,-15.25
216,-5.6,-10.48,-6.33,-20.14
217,-3.58,-17.88,-5.94,-12.17
218,-9.35,-20.85,-6.86,-1.23
219,-13.88,-25.22,-9.23,-3.61
220,-11.5,-26.52,-8.43,-12.7
221,-12.55,-24.29,-6.06,-9.81
222,-15.53,-24.15,-8.01,10.1
223,-8.87,-18.69,-3.82,20.49
224,-1.77,-7.25,5.97,9.18
225,-4.0,-0.8,2.84,-6.11
226,-3.43,1.87,-2.24,-5.85
227,-0.77,1.19,0.57,2.46
228,-3.37,-2.16,1.92,-0.99
229,-1.94,1.06,1.36,-5.78
230,3.83,8.52,5.36,-3.29
231,6.75,12.59,11.65,11.85
232,5.38,13.45,8.24,25.63
233,3.37,12.0,2.29,10.28
234,2.47,8.03,3.51,-5.89
235,-3.56,3.1,0.89,-1.29
236,-6.62,3.9,-3.07,7.54
