,ch1,ch2,ch3,ch4
0,-5.73,-1.74,-1.06,3.08
1,-7.72,-1.87,-2.39,-0.36
2,-5.54,-0.93,1.0,-6.67
3,-1.0,0.35,5.29,-12.78
4,-3.3,-0.95,1.28,-22.8
5,-2.55,0.78,1.46,-17.59
6,0.5,1.23,2.2,-4.05
7,0.62,-2.1,-3.55,2.4
8,5.67,-0.01,-4.35,11.68
9,9.03,1.76,-3.43,16.07
10,9.13,2.47,-0.05,19.35
11,7.68,4.09,3.18,24.31
12,7.34,4.85,2.52,21.37
13,8.88,5.25,3.21,14.51
14,3.38,0.99,-1.17,2.05
15,2.51,1.28,0.47,-7.92
16,2.38,0.99,4.17,-8.91
17,-6.28,-7.31,-2.99,-8.97
18,-9.11,-8.45,-3.37,-12.24
19,-5.77,-3.42,2.09,-14.34
20,-1.65,-0.44,0.08,-9.38
21,-6.03,-2.97,-8.41,-8.32
22,-9.39,-5.16,-8.5,-8.17
23,1.11,-0.57,0.72,-0.94
24,3.99,0.57,2.6,-2.98
25,-4.03,-3.8,-1.22,-9.95
26,-9.92,-6.35,-5.12,-7.05
27,-7.64,-3.42,-2.95,0.57
28,-1.27,0.53,2.97,1.65
29,-3.03,-2.74,0.39,-5.36
30,-2.01,-3.91,0.16,-5.2
31,4.64,1.94,2.87,2.09
32,9.37,8.85,6.02,6.88
33,9.22,10.79,9.44,7.33
34,3.14,6.43,3.25,4.88
35,4.25,5.41,1.17,8.82
36,1.71,0.53,1.07,6.1
37,-6.38,-4.61,0.27,-4.18
38,-5.41,-0.39,3.12,-3.25
39,-7.67,-0.83,-2.53,0.15
40,-7.79,-3.37,-3.61,3.76
41,1.16,-0.86,2.65,7.19
42,7.8,2.28,3.72,7.27
43,5.82,3.57,1.97,3.1
44,-1.36,3.94,-4.63,-4.27
45,-3.41,0.01,-14.01,-3.02
46,-4.04,-9.05,-15.91,-1.87
47,-0.58,-16.69,-2.93,0.52
48,2.23,-17.55,8.57,6.46
49,-0.01,-3.73,4.81,4.3
50,7.48,10.04,-0.45,7.35
51,6.02,8.12,-1.75,10.7
52,-4.56,11.24,3.88,4.73
53,1.56,21.53,10.93,0.28
54,5.83,18.82,8.36,-2.6
55,-0.34,13.11,4.85,0.49
56,-4.36,17.02,1.34,1.41
57,-3.93,21.73,-0.95,-3.42
58,-1.48,16.51,4.87,-1.69
59,-0.65,9.03,15.63,-1.49
60,4.76,14.61,22.18,-3.98
61,8.31,20.55,12.88,-5.34
62,10.88,16.37,-0.2,-21.43
63,1.65,6.37,-9.63,-44.73
64,-25.26,-2.75,-19.32,-32.84
65,-22.83,-0.82,-12.82,-3.54
66,-11.32,8.6,4.53,-25.43
67,-27.82,13.29,5.72,-78.1
68,-39.46,5.48,-7.86,-37.84
69,-36.65,14.2,-17.38,47.9
70,-23.11,50.8,-17.29,45.98
71,-11.66,34.94,-12.48,4.79
72,-36.93,-43.98,-6.13,-20.36
73,-69.24,-52.82,-0.66,20.19
74,-52.37,-30.97,-3.88,104.41
75,1.9,-80.49,-20.98,125.48
76,41.89,-92.45,-40.69,83.74
77,63.49,-21.52,-14.78,43.5
78,65.62,70.8,33.47,6.57
79,44.29,101.23,35.29,-28.24
80,54.59,38.71,43.32,-16.34
81,59.9,5.82,56.08,-0.89
82,21.86,2.05,5.49,-11.18
83,2.17,-24.15,-39.75,-15.75
84,16.24,29.36,-23.76,-16.7
85,27.71,101.39,-4.89,-16.44
86,12.41,69.2,-18.27,-15.7
87,-6.7,20.97,-45.45,-11.37
88,5.28,30.82,-29.87,-11.88
89,21.46,43.78,39.13,-15.78
90,16.11,33.75,68.36,-10.2
91,10.19,20.08,31.52,-11.19
92,27.56,14.19,7.15,1.1
93,49.84,8.48,14.31,31.46
94,33.01,-20.87,17.57,23.67
95,13.2,-44.45,21.26,-2.49
96,9.31,-52.59,29.01,0.58
97,8.53,-78.81,23.55,8.68
98,26.16,-106.87,-3.38,4.32
99,27.28,-95.91,-10.44,-0.11
100,4.16,-54.96,23.46,-0.43
101,-8.41,-35.0,33.8,-1.06
102,4.87,-45.56,-1.0,5.23
103,11.94,-71.62,-38.58,4.95
104,-22.19,-77.75,-29.54,-18.25
105,-50.62,-41.34,15.53,-25.7
106,-45.7,-27.4,22.81,-10.99
107,-35.91,-60.25,-14.82,-14.02
108,-33.67,-69.84,-31.14,-26.95
109,-25.77,-29.06,1.7,-19.27
110,-11.75,13.82,19.13,-1.38
111,-15.68,32.93,-24.69,-1.46
112,-30.56,46.07,-46.52,-10.93
113,-32.46,55.32,-17.8,-15.53
114,-22.86,56.65,14.6,-23.37
115,-16.05,76.07,49.39,-20.93
116,-15.75,92.28,38.52,-6.45
117,-12.79,62.34,-17.91,-0.95
118,-15.55,42.14,-17.61,-6.05
119,-15.55,84.86,47.13,-8.63
120,-1.14,102.29,69.95,-0.06
121,2.48,40.73,27.81,-0.33
122,7.97,3.52,-8.4,-9.73
123,16.65,1.59,-24.9,-10.12
124,5.31,-13.46,-50.83,-4.68
