,ch1,ch2,ch3,ch4
0,-5.69,-2.28,-3.44,-3.35
1,-1.31,-2.58,-4.58,6.72
2,2.81,0.42,-2.27,1.09
3,1.41,2.95,1.4,-6.48
4,1.89,7.61,6.52,-3.43
5,5.02,11.4,10.58,1.3
6,9.31,11.5,13.5,4.45
7,12.0,6.91,12.42,9.7
8,9.65,1.57,8.53,16.02
9,7.71,2.79,6.56,17.94
10,8.39,6.92,5.87,9.3
11,5.25,4.98,3.42,1.23
12,-2.66,-4.36,-3.26,-0.1
13,-5.81,-10.07,-7.43,-4.88
14,-7.33,-10.55,-9.05,-10.7
15,-9.54,-8.98,-9.62,-5.22
16,-6.24,-4.94,-7.0,5.83
17,-5.7,-4.65,-7.92,2.63
18,-7.63,-4.2,-6.81,-6.08
19,-7.15,-2.57,-2.72,-7.08
20,-3.06,-1.21,-0.24,-6.91
21,4.06,1.67,1.34,-1.44
22,7.03,1.71,-0.76,9.46
23,7.27,4.03,1.65,13.23
24,1.54,5.29,5.32,7.62
25,-4.5,0.33,1.7,4.31
26,3.44,0.47,0.75,4.15
27,11.49,4.33,3.95,4.45
28,9.12,4.02,3.95,9.14
29,6.08,2.42,-0.18,7.8
30,4.99,0.87,-2.5,1.83
31,1.53,-1.63,-2.37,-1.35
32,-3.24,-3.26,-4.31,-5.85
33,-1.19,-0.54,0.18,-1.38
34,3.94,3.16,5.21,7.46
35,0.7,0.04,-0.23,3.2
36,-6.1,-4.61,-2.16,-3.97
37,-2.97,-1.26,4.12,-2.88
38,9.86,5.51,8.86,2.06
39,13.51,4.96,4.99,3.09
40,5.6,1.15,-0.32,-0.25
41,-1.9,0.25,1.29,-2.39
42,-8.25,-1.94,1.48,-2.88
43,-8.88,-2.68,-0.79,-0.93
44,-6.1,-1.49,-2.19,-0.38
45,-4.24,-1.17,-1.52,0.26
46,-2.83,-1.6,0.96,2.87
47,-4.93,-3.8,-0.49,-1.25
48,-5.57,-4.64,-0.44,-6.85
49,-6.75,-4.61,0.63,-10.42
50,-9.9,-4.36,-2.46,-12.44
51,-5.89,-1.17,-2.96,-6.98
52,1.97,3.49,-1.97,-4.42
53,3.46,6.34,-1.13,-7.24
54,-3.48,1.74,-1.91,-6.98
55,-6.82,-4.86,-3.9,-2.71
56,-0.32,-1.78,-1.06,1.35
57,0.48,0.25,-1.67,-6.89
58,-3.12,-3.35,-4.28,-11.05
59,-1.91,-2.45,-1.07,-1.35
60,-1.3,-0.38,0.36,0.08
61,-4.57,-1.25,-1.37,-7.31
62,-9.65,-3.58,-3.73,-8.18
63,-8.04,-6.41,-5.63,4.3
64,-2.85,-9.81,-7.47,11.89
65,0.08,-8.41,-6.49,4.92
66,2.19,-2.16,-0.38,-0.04
67,0.52,0.82,3.19,-1.75
68,-0.27,3.53,5.72,-2.9
69,1.2,4.57,6.88,-3.07
70,3.82,1.85,4.37,1.0
71,9.74,4.85,7.04,9.67
72,10.67,9.41,9.75,12.26
73,9.87,9.28,9.04,18.26
74,9.21,6.45,5.39,18.83
75,2.92,1.93,-0.39,4.59
76,-3.11,-0.83,-0.57,-3.45
77,-5.34,-1.33,-1.5,-6.84
78,-1.77,-0.88,-2.98,-2.23
79,-1.3,-0.98,-2.82,3.9
80,-7.69,0.93,-4.63,-3.36
81,-6.68,3.34,-3.98,-7.05
82,-3.13,-0.38,-3.06,-5.07
83,-5.12,-2.21,-1.53,-6.62
84,-10.95,4.01,-1.51,-12.01
85,-9.7,8.54,-5.84,-15.91
86,-0.62,8.74,-5.41,-12.65
87,-7.76,0.79,-4.76,-8.02
88,-16.33,-5.46,-4.15,-1.58
89,-8.37,-4.9,-1.56,4.34
90,-2.35,-12.89,0.43,0.26
91,0.78,-7.98,8.86,-9.89
92,2.76,9.14,11.23,-33.23
93,-4.03,19.69,7.13,-41.36
94,-12.72,25.94,5.77,-7.22
95,-8.75,26.15,6.4,11.88
96,-7.08,42.94,9.56,-7.54
97,-18.42,62.82,3.13,-57.72
98,-36.02,61.37,1.58,-77.67
99,-57.64,15.4,-1.71,0.04
100,-106.0,-23.32,-31.87,49.07
101,-135.1,40.94,-43.18,23.18
102,-72.86,120.18,-52.8,37.09
103,2.03,32.91,-72.15,68.1
104,63.48,-227.39,2.08,87.55
105,132.31,-291.37,110.88,109.24
106,167.7,-26.06,122.1,97.05
107,131.74,171.92,51.66,57.94
108,50.9,143.29,-9.43,13.65
109,32.19,80.83,11.14,-22.97
110,66.58,25.42,32.53,-30.07
111,52.66,-56.7,-15.5,-20.6
112,-1.77,-76.05,-51.06,-25.51
113,-16.58,-27.58,-35.66,-34.37
114,15.29,45.68,-18.07,-22.51
115,19.44,55.32,-25.99,-7.63
116,2.03,6.85,-31.61,-6.83
117,29.33,42.75,-23.29,-1.69
118,54.15,87.14,-14.85,2.41
119,20.15,24.54,-2.86,-14.33
120,-24.28,-34.83,9.05,-18.5
121,-32.1,-20.95,18.83,2.43
122,-21.83,-27.96,23.95,4.42
123,-11.97,-50.04,24.3,-12.35
124,-1.54,-39.91,30.32,-19.34
125,-5.35,-64.27,34.66,-15.22
126,-22.42,-99.09,25.71,-10.56
127,-28.88,-84.56,2.59,-15.11
128,-28.01,-62.88,-16.4,-25.69
129,-35.52,-60.58,-12.74,-27.81
130,-25.94,-57.33,-1.31,-13.4
131,-3.91,-42.43,-8.99,-0.99
132,-18.21,-38.19,-20.34,-12.76
133,-38.2,-37.45,0.25,-23.12
134,-25.41,-11.36,20.57,-18.57
135,-7.54,43.87,9.57,-25.47
136,-1.08,91.45,3.93,-28.93
137,-3.04,75.29,12.03,-13.19
138,-2.56,47.02,6.46,2.29
139,0.69,64.68,-1.86,16.41
140,5.5,84.83,5.52,20.89
141,20.26,76.11,8.81,6.86
142,29.65,41.78,0.11,-3.47
143,23.56,15.2,-1.21,6.12
144,9.86,27.12,-4.49,31.05
145,-2.04,13.31,-23.47,56.75
146,-9.83,-51.07,-24.1,43.54
147,-14.13,-74.98,-0.28,-17.5
148,-4.46,-53.81,4.58,-45.45
149,-1.53,-36.83,-13.12,8.62
150,-1.43,-33.41,-15.15,51.93
151,14.19,-30.21,-1.04,-6.38
152,-2.84,-28.15,-13.56,-58.41
153,-27.94,-49.64,-37.04,21.21
154,-20.58,-44.98,-28.01,97.22
155,-16.28,-3.15,-5.86,45.86
156,-13.72,-21.52,-12.14,-11.09
157,-6.77,-58.22,-30.18,-8.55
158,-4.86,-30.52,-25.06,-0.36
159,-10.75,-16.46,-23.1,-4.38
160,-29.48,-18.16,-26.64,-9.05
161,-34.11,10.7,-3.41,2.93
162,-8.93,32.12,21.77,23.24
163,11.23,0.4,9.35,16.25
164,8.39,-65.08,-26.39,-23.44
165,-8.46,-96.07,-44.7,-50.1
166,-22.18,-72.28,-39.02,-25.55
167,-15.86,-21.94,-25.99,38.92
168,6.16,25.7,-1.62,82.42
169,35.01,90.65,38.24,50.92
170,43.24,108.46,57.19,-11.4
171,26.44,33.25,28.47,-23.55
172,27.23,0.56,0.48,-9.57
173,39.63,36.7,11.53,-19.82
174,30.45,57.75,39.29,-23.8
175,12.28,42.85,54.68,-6.52
176,7.8,20.69,43.6,-12.81
177,8.69,20.75,22.8,-24.52
178,10.46,11.04,11.68,-3.22
179,6.91,-25.55,-5.19,-3.0
180,-1.88,-31.0,-32.23,-24.84
181,-0.98,-1.45,-18.78,-16.1
182,-8.51,0.22,26.76,-12.93
183,-17.03,-14.18,35.33,-31.78
184,-6.26,-5.62,17.1,-19.08
185,8.59,5.07,1.55,10.29
186,20.18,1.83,-11.87,6.49
187,14.81,-1.11,-10.64,-3.39
188,-1.05,-2.03,10.43,4.53
189,-1.79,-4.32,19.77,2.3
190,2.03,4.35,4.46,0.27
191,2.31,15.56,-3.58,22.81
192,2.71,9.83,2.29,27.39
193,0.42,4.59,2.47,0.6
194,-4.68,7.36,-10.18,-5.78
195,-7.19,0.62,-20.61,7.85
196,2.42,0.49,-9.86,5.09
197,9.33,14.7,1.05,-7.62
198,3.58,14.2,-5.76,-7.5
199,2.91,3.45,-3.52,0.2
200,6.82,2.02,11.09,1.45
201,6.69,4.15,11.31,-7.98
202,4.93,2.5,-1.01,-17.43
203,0.93,2.01,-3.89,0.6
204,-4.01,6.48,0.08,30.26
205,-0.3,5.53,-2.03,24.66
206,7.71,-2.12,-2.33,0.33
207,4.01,-3.71,-0.54,0.06
208,-3.99,-1.52,-4.03,13.18
209,-5.29,-1.6,-6.1,8.58
210,-1.1,4.84,2.08,-5.44
211,4.85,12.81,8.8,2.38
212,0.88,7.46,-2.57,21.5
213,-4.29,6.46,-6.29,17.35
214,-8.33,14.35,2.53,-9.01
215,-17.93,9.86,-0.64,-30.58
216,-13.67,4.13,0.44,-29.05
217,-5.69,5.14,4.59,-23.06
218,-9.59,2.75,-4.68,-20.6
219,-12.87,-0.06,-13.35,-8.16
220,-12.1,0.17,-12.86,2.69
221,-5.74,3.15,-8.14,1.7
222,0.55,4.38,-6.09,-1.44
223,3.47,5.07,-2.42,13.94
224,3.36,5.36,3.48,30.32
225,-0.08,-2.09,0.51,24.35
226,4.83,-5.85,0.11,17.3
227,2.94,-4.08,5.2,6.47
228,-6.35,-1.29,8.63,-8.0
229,-2.39,4.6,11.57,-10.66
230,-0.13,1.03,7.92,-17.83
231,-2.23,-4.83,4.3,-15.4
232,-0.67,-1.36,5.11,6.67
233,4.32,3.24,9.54,9.9
234,7.98,2.91,10.91,-1.27
235,2.1,0.12,3.45,1.7
236,-5.31,-0.33,0.54,5.27
237,-11.66,-6.59,-2.36,-6.67
238,-11.27,-11.34,-8.12,-13.08
239,-4.07,-4.64,-7.16,-2.98
240,-5.67,-4.18,-4.41,-4.34
241,-6.07,-7.44,-2.92,-15.42
242,-4.02,-4.85,-6.33,-15.8
243,-7.03,-3.77,-8.68,-9.29
244,-7.99,-6.13,-4.92,0.05
245,-5.54,-6.65,-3.49,7.85
246,4.4,0.87,-1.83,12.64
247,8.71,5.81,-3.07,7.04
248,3.83,4.99,-2.63,-0.55
249,1.49,3.2,2.58,2.24
250,-4.63,-4.79,-0.12,-3.24
251,-11.16,-11.62,-4.74,-13.19
252,-12.84,-11.2,-6.01,-12.77
253,-5.16,-4.08,-0.56,-7.2
254,8.7,3.59,7.22,2.73
255,12.65,5.6,6.12,19.71
256,10.05,8.73,6.17,30.2
257,5.93,9.55,6.21,17.06
258,3.34,5.2,2.1,-4.14
259,4.66,4.23,1.75,-10.14
260,1.7,2.06,0.22,-3.35
261,-0.84,-2.83,-3.45,9.23
262,0.57,0.65,-3.88,16.7
263,2.96,9.15,-3.74,9.83
264,2.4,8.52,-4.28,-5.62
265,0.34,4.17,3.08,-11.4
266,5.8,4.06,15.42,-0.04
267,4.85,-2.93,11.91,1.47
268,-3.62,-8.47,-0.21,-6.51
269,-6.96,-2.35,-4.32,-0.91
270,-6.31,1.16,-4.8,4.34
271,1.8,3.87,-0.45,-2.77
272,4.68,8.57,1.01,-9.85
273,0.37,8.67,-0.93,-1.6
274,-0.07,3.29,0.84,5.63
275,0.77,-2.12,-0.75,-5.75
276,4.12,0.21,0.55,-8.02
277,-0.6,-2.77,0.12,-0.22
278,-8.87,-10.98,-5.71,3.65
279,-11.58,-11.56,-10.1,0.53
280,-15.36,-11.99,-14.1,-12.35
281,-9.74,-9.53,-8.59,-9.98
282,-1.43,-1.07,-2.8,-2.3
283,0.95,5.02,-3.48,-7.47
284,4.47,5.27,-2.26,-11.52
285,5.74,2.82,-0.91,-18.27
286,2.88,2.88,1.75,-11.68
287,-2.22,2.52,-0.21,14.28
288,-0.65,2.44,-2.0,19.62
289,-0.88,1.99,-0.95,8.95
290,-8.6,1.73,-3.95,9.81
291,-0.82,5.17,6.21,16.48
292,10.72,2.79,20.54,16.39
293,8.7,-3.08,17.01,8.08
294,5.15,-4.05,7.31,-2.33
295,1.42,-2.58,0.5,-7.93
296,4.74,2.68,0.75,-2.08
297,11.68,7.92,3.48,-1.0
298,4.5,7.64,-2.24,-15.16
299,-8.49,2.61,-9.63,-21.82
300,-13.52,-7.13,-8.24,-12.46
301,-6.27,-9.69,2.04,3.96
302,2.82,-2.59,6.2,14.41
303,7.55,2.5,4.04,18.67
304,8.25,0.87,2.31,18.66
305,1.89,-1.82,-1.09,2.68
306,-2.89,0.37,-0.38,-8.92
307,-6.44,-0.89,-1.98,-2.89
308,-3.21,-0.16,-2.43,1.6
309,5.09,6.15,0.58,1.04
310,5.44,5.03,-0.78,5.71
311,5.07,1.54,0.18,11.22
312,0.61,1.05,-2.06,4.83
313,-2.58,1.0,-3.62,-7.86
314,1.92,2.55,2.39,-15.18
315,-0.71,-1.3,1.29,-12.06
316,-4.47,-9.15,-4.4,-0.3
317,-6.0,-12.05,-8.2,6.59
318,-4.35,-5.88,-6.28,0.92
319,0.94,0.6,-1.87,-8.13
320,1.74,-0.13,-2.88,-2.4
321,3.22,2.46,-0.05,13.6
322,-1.58,1.95,-0.06,12.04
323,-4.01,-0.52,-1.72,4.24
324,5.72,4.27,3.62,3.22
325,4.24,2.23,4.46,-6.67
326,-2.53,-2.79,3.9,-8.96
327,-1.85,-2.55,2.69,1.72
328,2.57,1.94,4.25,10.5
329,7.0,9.57,11.65,10.48
330,0.47,7.24,8.66,-12.65
331,-8.1,-0.14,3.75,-36.81
332,-10.24,-1.37,2.26,-40.63
333,-5.91,1.01,-3.52,-36.19
334,2.11,3.17,-6.82,-16.17
335,3.1,0.32,-5.97,25.33
336,0.98,-4.72,-4.42,54.74
337,0.62,-6.06,-6.2,39.63
338,6.36,-0.95,-4.25,13.59
339,8.68,0.94,0.54,7.8
340,-2.85,-4.33,-0.33,1.76
341,-10.21,-4.26,0.59,-6.43
342,-10.79,-3.07,-1.3,-8.35
343,-8.42,-4.38,-5.46,-4.79
344,-1.73,-1.24,-2.56,-4.91
345,3.1,4.23,0.95,-9.53
346,6.11,4.35,0.31,-5.5
347,4.3,-1.78,-3.28,-5.39
348,2.29,-4.06,-0.41,-8.84
349,3.47,-0.32,6.64,-1.11
350,-0.44,1.0,5.61,5.42
351,-4.07,-1.84,4.2,5.68
352,-4.89,-4.31,2.79,-1.26
353,-3.38,-0.45,0.84,-10.19
354,4.85,6.54,4.48,-4.87
355,10.86,5.86,5.37,4.05
356,8.04,1.44,2.11,5.32
357,0.93,-1.03,-1.99,3.54
358,-1.75,-1.05,-2.39,3.02
359,-2.22,0.57,0.37,-1.47
360,-6.15,-0.41,-1.22,-13.58
361,-5.42,-0.56,-3.24,-18.31
362,-3.67,-1.85,-7.51,-6.72
363,-2.68,-4.33,-7.38,8.34
364,-2.09,-4.47,-0.53,2.41
365,-3.1,-2.41,1.45,-6.07
366,4.91,5.08,4.99,11.04
367,6.47,4.96,2.85,18.61
368,-2.82,-2.44,-5.5,6.98
369,-0.8,-0.11,-1.77,2.8
370,5.51,3.09,4.64,-0.25
371,5.15,0.59,2.88,0.15
372,1.8,-0.58,-2.83,4.83
373,2.22,2.93,-3.21,6.55
