,ch1,ch2,ch3,ch4
0,-8.32,3.48,5.33,-30.68
1,-0.74,6.0,7.81,-19.77
2,3.85,3.4,5.57,-6.7
3,6.23,1.19,0.81,2.98
4,8.69,1.13,-2.75,13.61
5,7.38,-0.54,-4.35,13.61
6,1.5,-3.77,-6.42,5.03
7,0.8,-3.88,-6.94,14.07
8,3.69,-3.37,-6.87,28.82
9,0.03,-6.31,-9.55,19.78
10,-8.63,-9.57,-12.16,-3.46
11,-12.43,-9.73,-11.33,-18.61
12,-8.35,-7.9,-8.54,-19.0
13,-3.9,-7.8,-6.97,-16.8
14,1.32,-5.25,-3.16,-17.92
15,4.23,-0.01,1.11,-11.16
16,-2.49,-0.08,0.56,-4.39
17,-4.85,0.16,1.62,-3.56
18,2.28,4.29,5.59,2.46
19,5.56,6.64,8.71,9.33
20,0.09,4.92,7.81,0.95
21,-6.64,0.57,2.96,-11.78
22,-6.01,-2.17,0.51,-5.22
23,-0.53,-1.08,1.4,8.37
24,4.69,3.58,6.07,10.78
25,6.49,5.26,9.44,3.56
26,5.84,1.26,3.83,-2.69
27,7.71,-0.5,-0.31,2.37
28,-0.03,-6.68,-5.14,3.95
29,-12.74,-15.82,-13.34,-2.29
30,-9.46,-12.17,-8.75,-0.87
31,-0.71,-2.1,0.12,-2.68
32,4.28,5.1,2.78,-10.28
33,0.45,1.82,-1.21,-10.47
34,-6.31,-5.95,-6.58,-2.6
35,-4.02,-4.89,-5.67,4.87
36,-5.9,-3.81,-6.24,6.58
37,-8.66,-6.1,-5.79,9.92
38,-4.63,-6.82,-1.57,8.72
39,-1.45,-2.69,1.2,-2.96
40,-1.48,2.08,0.44,-7.37
41,-2.99,-0.44,-3.43,1.2
42,-1.86,-3.69,-3.98,2.62
43,-2.0,-4.34,-2.72,-5.78
44,-0.35,-0.61,-0.53,-2.76
45,8.02,8.61,4.3,9.17
46,11.14,12.14,6.58,11.25
47,9.94,9.41,7.75,7.42
48,7.94,5.26,7.53,4.99
49,3.15,1.31,4.46,5.3
50,-1.2,3.38,2.6,8.08
51,-5.82,8.5,1.96,-2.29
52,-3.38,8.41,2.68,-14.37
53,1.87,4.44,3.09,-7.65
54,3.77,10.12,6.51,3.93
55,8.62,23.95,15.15,5.75
56,9.28,21.79,13.59,-1.76
57,0.14,5.51,3.55,-9.34
58,-7.51,-0.77,2.09,-6.19
59,-3.16,5.57,8.3,7.44
60,-1.53,6.87,9.22,-0.38
61,-6.76,4.67,2.24,-20.01
62,-4.23,20.0,-1.88,-10.39
63,0.39,33.85,0.13,-5.49
64,-14.31,9.2,2.1,-31.6
65,-24.13,-34.31,-3.45,-39.96
66,-21.94,-19.29,-11.9,-13.69
67,-23.99,40.78,-13.16,-8.38
68,-15.18,26.87,-11.79,-44.59
69,-19.34,-19.29,-6.04,-65.69
70,-24.75,-2.55,10.04,12.4
71,-29.03,23.47,10.8,116.8
72,-82.82,55.04,-34.22,81.71
73,-111.53,36.64,-80.17,-1.22
74,-15.91,-35.92,-34.51,22.03
75,104.38,-48.58,60.28,72.22
76,108.27,-76.99,65.21,71.54
77,52.55,-80.39,1.89,54.35
78,31.54,-12.39,-43.59,29.13
79,31.18,49.03,-32.44,19.08
80,54.27,81.11,33.74,25.73
81,53.15,54.27,48.14,-11.25
82,12.95,41.71,5.34,-54.3
83,2.49,91.07,-10.57,-40.03
84,-0.62,148.39,-11.97,-16.1
85,-12.68,114.79,-16.89,-14.63
86,-3.03,36.49,-10.41,-13.17
87,20.8,69.27,0.42,-12.2
88,32.02,127.13,8.49,-15.88
89,32.01,76.74,16.87,-12.04
90,24.68,6.15,3.63,-5.02
91,14.81,-4.03,-12.42,6.6
92,24.72,-4.85,9.1,29.74
93,54.39,-18.57,18.9,26.95
94,46.09,-45.54,20.33,-4.45
95,-12.07,-75.53,48.59,-17.24
96,-9.01,-58.12,38.63,-6.97
97,46.75,-27.01,14.1,-3.52
98,47.13,-37.61,33.53,-1.65
99,18.9,-74.28,60.1,11.52
100,-4.06,-128.01,52.95,2.17
101,-30.0,-159.13,1.24,-11.99
102,-33.6,-137.4,-43.7,6.06
103,-26.38,-115.0,-36.49,3.34
104,-37.55,-111.0,-25.3,-26.05
105,-41.51,-101.63,-37.85,-33.8
106,-24.91,-95.27,-23.07,-19.37
107,-11.5,-91.36,1.54,9.06
108,-10.78,-85.65,-14.37,13.4
109,-18.04,-62.89,-24.3,-13.79
110,-30.85,-11.33,-8.14,-34.6
111,-26.1,38.78,7.38,-41.91
112,2.48,84.46,14.55,-25.31
113,6.63,92.07,10.3,-10.99
114,-13.57,51.76,22.27,-19.14
115,-8.51,65.01,41.74,-10.04
116,5.53,113.61,31.46,14.85
117,-3.04,102.06,5.56,22.17
118,-5.3,62.87,-8.06,2.47
119,1.09,34.37,1.01,-5.32
120,-6.57,8.62,5.77,22.87
121,-7.74,6.62,-12.56,13.45
122,-4.43,9.68,-25.01,-38.69
123,-23.18,-33.4,-23.67,-51.42
124,-45.5,-75.23,-28.35,1.02
125,-32.45,-47.51,-38.56,72.47
126,10.26,-5.49,-27.26,44.85
127,25.96,-8.36,2.32,-32.48
128,-1.94,-16.68,2.46,-35.21
129,-9.49,-12.59,-16.34,-19.76
130,13.92,-44.43,-26.92,-28.14
131,4.71,-97.22,-41.95,-27.25
132,-30.25,-70.89,-33.75,14.84
133,-57.26,-8.02,-7.26,62.96
134,-53.17,-12.49,-1.45,75.55
135,-13.64,-59.66,-25.57,40.34
136,-2.8,-97.35,-69.92,9.9
137,-33.05,-70.43,-72.01,50.18
138,-42.31,-29.05,-30.13,73.74
139,-8.05,-23.77,-18.18,26.11
140,27.01,10.54,-41.58,-28.77
141,25.51,20.68,-36.78,-41.7
142,1.19,-39.76,16.57,-15.36
143,-9.26,-53.76,48.35,0.98
144,19.19,23.23,11.62,-8.78
145,39.83,75.11,-36.47,-14.34
146,27.17,55.17,1.54,-14.71
147,29.38,26.62,78.44,-15.68
148,37.16,23.57,72.5,-16.35
149,30.83,48.97,11.26,-16.7
150,19.76,62.74,-16.19,-14.28
151,11.38,43.51,26.27,2.94
152,11.42,20.65,80.88,19.3
153,0.17,6.2,64.52,-16.08
154,-10.24,14.5,13.87,-59.31
155,2.11,37.56,0.25,-36.71
156,8.91,39.91,12.29,7.36
157,3.8,30.22,19.16,13.53
158,5.4,23.31,7.2,2.83
159,15.85,15.25,-12.03,13.22
160,21.8,14.58,-5.91,22.52
161,10.72,18.51,14.34,10.72
162,-5.19,12.86,14.82,10.38
163,-12.08,4.43,-1.32,11.26
164,-6.6,6.72,-9.2,-2.18
165,0.45,9.48,-7.29,-12.46
166,-4.37,1.12,-13.0,-22.49
167,-13.78,-13.34,-32.92,-30.14
168,-20.04,-19.24,-43.66,-32.46
169,-24.97,-8.72,-20.61,-28.19
170,-21.6,7.73,7.47,-15.86
171,-1.74,19.89,8.35,-6.19
172,14.1,19.12,-4.71,-2.86
173,4.54,1.95,-18.19,-1.84
174,-1.74,-9.75,-24.17,8.3
175,6.65,-1.53,-15.83,16.91
176,1.81,7.32,-6.01,4.04
177,-6.97,3.26,-3.18,-10.79
178,-5.5,-4.01,-5.87,-4.33
179,5.56,-0.14,-1.64,20.24
180,21.89,11.56,14.93,29.52
181,26.36,17.58,25.03,18.12
182,20.27,18.97,24.61,19.66
183,15.98,23.08,21.58,17.99
184,18.78,30.85,25.04,2.94
185,22.91,34.76,29.75,4.81
186,19.25,33.55,25.16,21.62
187,15.97,30.49,25.12,27.6
188,14.25,22.55,26.84,16.54
189,13.46,20.96,24.75,12.79
190,15.61,24.93,23.3,18.23
191,10.45,16.53,15.88,10.54
192,7.91,10.76,12.8,3.29
193,8.65,9.43,13.26,8.46
194,-3.92,-6.88,4.51,3.7
195,-15.89,-19.48,-4.08,-11.78
196,-12.23,-14.39,-7.63,-12.4
197,0.44,-8.32,-6.74,3.24
198,3.88,-11.07,-7.36,9.74
199,-2.34,-10.46,-9.44,7.31
200,-4.08,-4.58,-6.53,13.16
201,-4.62,-5.47,-6.68,14.02
202,-8.07,-10.87,-12.45,1.1
203,-16.57,-18.75,-21.44,-15.44
204,-16.33,-16.73,-19.29,-15.37
205,-9.52,-5.66,-15.03,-2.08
206,-15.7,-6.83,-27.53,-3.21
