,ch1,ch2,ch3,ch4
0,12.72,11.97,14.11,6.41
1,18.89,13.1,17.18,12.72
2,16.23,14.38,19.65,7.08
3,8.44,10.58,17.69,3.05
4,2.9,4.31,11.15,7.09
5,5.99,6.65,10.0,13.74
6,5.55,9.69,8.03,14.44
7,2.52,7.74,4.52,10.93
8,4.64,7.19,5.7,6.68
9,4.59,4.91,4.65,0.76
10,0.52,0.32,-0.33,-2.23
11,-1.07,-0.69,-2.58,2.84
12,1.72,-0.55,-0.88,7.47
13,-2.8,-6.03,-3.64,-8.19
14,-13.62,-12.23,-8.26,-32.78
15,-16.48,-12.31,-8.94,-34.96
16,-14.56,-12.35,-12.26,-19.94
17,-9.23,-15.3,-15.98,-6.57
18,-1.38,-15.14,-17.87,3.99
19,3.87,-8.69,-16.38,14.61
20,7.71,1.43,-8.96,23.19
21,6.22,5.56,-5.73,24.64
22,1.53,0.35,-8.72,18.31
23,2.36,-3.53,-6.53,7.44
24,5.35,-2.47,0.71,-3.18
25,4.17,-1.67,2.11,-9.25
26,0.61,0.93,-0.3,-10.82
27,-2.91,1.25,-1.97,-9.61
28,-4.87,-3.95,-6.58,-9.9
29,-0.34,-1.25,-6.86,-9.07
30,2.87,4.41,-0.9,-5.64
31,-3.58,-1.59,-0.9,-5.23
32,-4.5,-9.33,-3.22,-2.91
33,2.0,-8.34,-0.93,0.53
34,1.25,-4.04,0.69,-3.19
35,-4.76,-1.12,1.38,-6.58
36,-9.88,-1.45,-0.35,-5.46
37,-10.05,-6.07,-3.93,-4.25
38,-5.58,-8.9,-3.53,-1.92
39,-4.87,-7.46,-2.14,-4.53
40,-7.74,-4.86,-2.29,-12.68
41,-8.07,-1.98,-0.52,-13.74
42,-3.42,1.28,4.6,-4.65
43,0.22,4.76,5.57,4.15
44,-1.09,6.72,2.68,5.9
45,-0.8,6.08,5.29,4.05
46,1.41,3.2,6.9,0.51
47,1.87,0.77,3.61,-2.01
48,-1.17,0.71,-0.02,-1.86
49,-5.04,-1.64,-3.99,-1.04
50,-3.91,-3.7,-4.32,0.01
51,-0.35,0.39,-2.46,-1.01
52,-1.26,2.1,-2.15,-3.17
53,-7.08,-3.87,-1.94,-4.31
54,-9.56,-9.39,-3.2,-3.24
55,-6.69,-9.39,-4.58,-0.78
56,-5.01,-6.76,-5.36,-0.37
57,-0.58,-2.24,-3.4,2.78
58,3.79,1.94,-1.66,7.29
59,3.26,3.76,-1.58,6.92
60,5.2,4.94,2.11,7.96
61,5.09,4.6,3.17,10.31
62,6.31,6.23,4.07,13.18
63,10.53,9.57,7.08,16.7
64,8.46,10.69,5.55,13.1
65,2.96,7.32,2.27,5.14
66,-4.73,-2.98,0.41,0.3
67,-8.36,-9.71,1.92,1.56
68,-8.56,-9.85,0.57,-1.46
69,-10.79,-11.34,-5.81,-12.37
70,-8.22,-9.56,-6.96,-15.62
71,-4.78,-2.93,-4.1,-13.37
72,-1.29,6.48,0.42,-12.59
73,-0.75,12.73,3.29,-13.27
74,-8.73,9.92,1.42,-12.0
75,-13.0,7.98,3.05,-5.05
76,-8.74,12.97,8.34,-4.75
77,3.64,14.82,8.61,-8.93
78,8.36,9.25,3.23,-7.74
79,-4.91,5.23,0.46,-1.93
80,-12.52,1.48,-0.41,7.9
81,-11.28,-4.6,-5.93,-4.81
82,-11.19,-4.58,-7.55,-30.92
83,-6.68,-0.93,-0.34,-15.76
84,0.49,-5.08,1.87,15.96
85,-3.13,-18.08,-10.08,17.05
86,-14.21,-26.16,-25.15,8.47
87,-13.66,-23.37,-25.76,4.93
88,-1.92,-20.62,-18.58,-3.27
89,11.68,-14.19,-15.37,-4.46
90,18.78,-0.71,-8.36,6.9
91,13.46,-0.81,-3.59,9.13
92,10.36,-13.07,-12.44,3.11
93,15.51,-12.0,-12.16,-0.0
94,13.72,3.42,13.42,-1.79
95,8.11,15.74,34.27,-0.85
96,4.64,17.13,28.53,-2.18
97,7.0,21.38,13.19,-8.93
98,8.2,28.77,7.03,-10.5
99,-4.77,25.08,8.22,-3.8
100,-3.13,18.64,4.2,0.04
101,10.01,9.3,-0.28,6.9
102,11.36,27.01,13.42,12.55
103,5.7,39.57,18.32,7.28
104,-14.16,-19.2,-5.71,13.5
105,-15.87,-36.57,-14.87,20.5
106,6.02,14.54,1.47,1.68
107,0.39,28.93,9.53,-0.98
108,-8.76,27.06,4.26,23.94
109,-1.47,32.94,2.94,20.24
110,4.19,54.14,6.93,-10.05
111,11.62,86.19,7.73,-51.0
112,14.5,68.17,7.63,-52.05
113,5.37,7.11,20.89,22.06
114,-8.34,-37.23,32.54,62.85
115,-6.79,-41.83,9.7,52.36
116,-3.51,-28.25,-25.22,38.59
117,2.41,2.52,-49.26,14.18
118,18.26,21.35,-60.57,-4.87
119,18.87,0.31,-31.35,-12.13
120,10.38,-29.02,14.96,7.77
121,1.2,-53.79,21.81,38.67
122,-8.92,-31.65,-0.94,40.56
123,-19.57,14.74,-23.99,9.86
124,-12.83,26.93,-26.82,-12.83
125,15.32,16.98,-6.37,0.69
126,27.53,-4.06,15.34,3.11
127,22.49,-18.83,31.42,-14.66
128,10.19,-39.98,14.82,-15.87
129,-8.87,-37.94,-20.95,-12.72
130,-18.5,-4.75,-27.96,-23.39
131,-13.51,-22.38,-22.2,-25.18
132,4.5,-64.84,-17.99,-12.67
133,17.21,-52.9,1.53,-14.61
134,13.5,-1.34,25.04,-24.05
135,18.75,8.26,36.08,-12.4
136,47.11,-24.26,29.66,13.44
137,73.68,-9.04,-28.1,24.81
138,47.7,25.25,-49.72,17.16
139,-6.65,-1.58,27.15,3.85
140,-21.42,-34.72,98.42,-10.14
141,7.7,-10.79,106.49,-6.78
142,48.42,27.24,42.19,13.19
143,41.54,30.23,-27.11,12.07
144,-12.58,28.84,9.57,-3.81
145,-22.49,44.93,76.98,-3.49
146,1.18,19.07,49.68,0.02
147,-12.25,-7.67,5.11,-3.06
148,-22.26,31.94,-2.33,-3.22
149,-21.01,48.05,4.94,-9.16
150,-27.17,11.8,28.71,-10.09
151,-35.45,-30.28,40.02,-3.18
152,-50.46,-45.12,23.72,-4.84
153,-30.87,-13.38,-7.09,-1.8
154,2.42,19.07,-23.1,-3.29
155,2.33,19.72,-19.95,-12.73
156,-13.18,-18.78,-31.04,-13.1
157,-24.4,-60.41,-49.23,-8.86
158,-20.91,-64.51,-43.58,-0.64
159,-12.99,-50.34,-19.41,1.46
160,-17.11,-34.9,-1.16,-14.8
161,-22.26,-22.19,-25.84,-34.27
162,-14.55,-13.84,-64.85,-33.16
163,-8.7,-24.74,-39.65,-15.23
164,-11.7,-37.19,20.84,3.27
165,-1.52,-13.3,36.85,19.17
166,19.4,21.79,2.05,21.78
167,26.33,29.47,-36.24,14.24
168,13.12,17.02,-29.89,15.02
169,0.05,11.27,11.1,23.2
170,6.77,34.15,37.37,21.88
171,10.08,71.41,25.87,-1.87
172,-5.0,79.79,4.48,-25.72
173,-11.04,55.01,-6.66,-27.83
174,-6.82,33.6,-15.96,-17.6
175,-7.67,48.62,2.46,-10.11
176,-3.62,67.84,38.4,-23.29
177,14.45,57.63,33.92,-42.85
178,14.72,24.1,-6.65,-27.94
179,-14.31,-25.17,-35.19,17.79
180,-25.95,-46.99,-20.76,44.81
181,-15.53,-39.51,8.24,32.11
182,-2.41,-32.32,-2.0,8.24
183,4.21,-18.07,-31.57,-13.15
184,-4.63,-20.43,-39.43,-28.91
185,-8.32,-54.19,-22.71,-30.29
186,-1.76,-73.31,-4.9,-8.78
187,3.47,-63.13,-8.64,32.26
188,-1.57,-58.28,-17.48,40.18
189,-16.64,-62.43,-25.4,33.74
190,-19.5,-51.25,-33.74,60.72
191,-6.07,-33.37,-16.85,50.65
192,6.12,-19.94,-5.4,-11.61
193,4.42,-5.86,-29.47,-66.66
194,-4.55,-2.19,-22.6,-62.52
195,-4.69,-9.87,22.63,-4.71
196,3.31,-14.7,25.66,26.79
197,5.43,-28.5,-13.93,20.25
198,-1.61,-46.74,-26.29,-14.66
199,-6.96,-42.14,-16.35,-18.87
200,-0.82,-30.04,-27.45,42.18
201,5.21,-19.7,-28.68,62.64
202,-2.59,-3.05,4.87,15.38
