,ch1,ch2,ch3,ch4
0,-6.83,-5.03,-0.3,-13.71
1,-4.78,-5.73,-0.77,-8.71
2,-0.44,-1.68,-0.15,0.68
3,4.31,6.42,5.17,5.4
4,8.65,11.75,8.82,9.92
5,4.62,3.58,2.75,2.88
6,-0.41,-4.92,-2.39,-1.09
7,-4.7,-5.96,-5.81,2.14
8,-6.72,-4.71,-6.68,2.27
9,-0.56,-0.73,-3.08,1.13
10,6.59,3.03,-0.14,-2.92
11,8.33,5.06,2.89,-7.08
12,2.83,5.15,1.26,-8.81
13,-2.08,5.55,-0.84,-3.4
14,-0.78,5.14,1.08,3.31
15,0.18,-0.25,-1.43,3.97
16,0.56,-3.47,-3.51,6.21
17,1.27,1.22,1.49,5.34
18,4.35,8.71,7.75,4.53
19,3.75,5.91,5.48,5.58
20,-5.02,-7.14,-5.19,-1.2
21,-7.02,-11.05,-8.94,-4.87
22,-3.26,-2.91,-5.45,-5.0
23,0.63,5.18,-0.03,-3.73
24,3.07,5.09,4.15,1.85
25,1.11,-0.8,4.25,4.23
26,-0.78,-6.24,3.71,5.01
27,-4.44,-8.26,-2.28,2.38
28,-5.03,-1.64,-4.22,-0.11
29,-5.09,2.81,-2.87,-3.9
30,-6.39,-1.2,-5.37,-10.67
31,-1.87,-5.81,-3.88,-7.28
32,0.68,-10.3,-4.06,0.06
33,2.29,-0.3,-0.51,2.45
34,3.56,17.58,4.84,0.51
35,3.44,20.07,4.04,-1.1
36,6.75,16.72,5.72,1.47
37,5.6,10.61,2.92,0.62
38,5.37,4.28,1.59,3.34
39,7.78,3.25,5.01,7.68
40,2.56,2.54,0.85,2.79
41,-1.68,5.53,-0.85,0.6
42,-2.67,9.44,2.92,-5.44
43,-4.12,7.99,4.38,-19.55
44,-7.05,-0.09,0.13,-23.56
45,-9.23,-4.3,-2.92,-12.36
46,-3.99,0.6,1.3,2.86
47,-2.19,-3.4,-1.84,4.21
48,-2.05,-9.21,-7.12,4.46
49,3.12,-5.75,-5.23,15.57
