,ch1,ch2,ch3,ch4
0,-3.38,-3.89,-6.24,3.37
1,0.88,-5.14,-6.76,5.2
2,8.26,0.56,-0.49,10.52
3,11.08,5.27,4.87,12.07
4,7.45,4.89,4.0,9.79
5,5.35,5.53,5.85,8.39
6,2.39,5.03,5.94,5.39
7,2.08,4.41,2.46,7.14
8,3.46,4.06,1.68,10.05
9,1.3,0.44,2.4,3.58
10,2.04,0.01,5.28,-3.8
11,1.62,0.28,3.96,-4.78
12,1.66,0.13,-0.19,0.57
13,3.1,1.22,-0.68,3.77
14,-0.68,-0.73,-0.59,3.24
15,-2.61,-1.39,0.68,4.03
16,-2.14,0.03,-0.02,1.18
17,-4.07,-0.04,-3.48,-3.06
18,-6.22,-1.23,-5.96,-4.93
19,-5.79,-0.5,-3.99,-5.07
20,-3.84,0.8,0.17,-4.0
21,-4.31,-3.05,-1.69,-4.88
22,-0.3,-3.69,-2.82,-3.35
23,5.52,1.0,0.15,-3.02
24,3.76,1.4,1.01,-6.85
25,2.26,0.87,1.41,-2.78
26,3.01,1.53,1.68,3.47
27,3.38,2.13,3.89,0.21
28,0.12,0.09,4.23,-11.77
29,-6.52,-3.95,-1.61,-18.91
30,-7.91,-3.21,-3.5,-8.25
31,-5.43,-1.44,-2.36,5.24
32,-0.63,0.46,-1.29,8.06
33,5.37,4.11,2.36,3.72
34,6.91,5.66,4.59,1.07
35,4.57,4.43,2.94,2.78
36,-3.01,-2.05,-4.2,-1.94
37,-8.96,-7.91,-8.07,-5.18
38,-5.95,-5.09,-4.23,-1.24
39,-1.15,1.35,-1.15,1.91
40,-0.05,3.14,0.28,2.21
41,-3.07,-1.48,0.55,-4.02
42,-1.32,-3.63,2.29,-5.18
43,3.27,-2.11,3.49,-2.75
44,2.99,-0.39,2.96,-5.88
45,5.26,3.82,6.78,-0.11
46,7.94,5.91,8.97,10.22
47,6.12,4.85,6.43,11.73
48,0.46,2.9,2.16,4.97
49,-4.1,0.16,-0.15,0.26
50,-0.17,0.66,3.27,6.88
51,4.07,3.11,4.47,10.82
52,5.03,2.57,0.99,5.67
53,4.61,-0.91,-3.42,0.59
54,1.34,-2.45,-5.69,0.69
55,-2.1,-1.64,-3.66,-0.52
56,-8.38,-5.22,-5.97,-12.64
57,-11.46,-8.47,-9.78,-18.77
58,-6.76,-5.8,-7.18,-12.81
59,-1.09,-0.82,-2.77,-3.7
60,3.62,4.48,1.83,8.19
61,2.07,4.19,0.42,7.06
62,-2.69,-0.5,-5.4,-2.9
63,-2.87,-3.94,-6.35,-1.96
64,-1.03,-5.29,-3.47,4.21
65,1.31,-1.91,1.97,4.32
66,2.76,3.29,6.92,-2.49
67,6.42,6.49,11.31,-1.08
68,7.21,5.2,10.66,2.45
69,2.23,3.17,4.47,-4.46
70,3.22,5.04,3.01,-2.42
71,3.67,1.58,-0.12,2.65
72,-0.24,-4.1,-5.13,-3.15
73,-2.32,-3.8,-4.87,-3.32
74,-3.48,-1.48,-3.98,5.75
75,-1.82,0.86,-2.41,6.2
76,-0.57,1.37,-0.82,-4.4
77,-4.07,-1.85,-3.2,-8.96
78,-6.47,-6.11,-6.83,-3.53
79,-0.28,-7.48,-6.6,4.25
80,3.58,-7.12,-3.29,4.39
81,-0.84,-3.58,1.42,-0.03
82,-0.51,2.71,6.99,5.58
83,-0.94,3.9,7.18,8.69
84,-4.69,5.38,5.0,1.36
85,-4.42,13.06,8.15,-1.43
86,-5.73,12.81,7.79,-2.83
87,-3.5,3.75,3.53,-3.69
88,0.95,0.74,2.45,-4.56
89,3.83,-1.14,-2.54,-7.59
90,3.4,-7.93,-9.79,-5.91
91,-8.63,-9.59,-9.49,-9.36
92,-11.53,-6.63,-4.32,-9.7
93,-6.06,-5.61,-2.86,1.01
94,-7.84,-2.85,-0.62,6.25
